"year","plot","tag","plantid.seed","umbel.no","no.seeds","notes","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","Note","edited","plantid.demo","flowering.in.demo","coor.demo"
2022,13,3978,"3978_13","3",90,";",5,38,11,4,"SOS",NA,FALSE,"3978_13_2F",TRUE,"2F"
2022,13,3978,"3978_13","4",0,";",5,38,11,4,"SOS",NA,FALSE,"3978_13_2F",TRUE,"2F"
2022,13,3980,"3980_13","2",0,";",4,39,22.5,2,"SOS",NA,FALSE,"3980_13_0F",TRUE,"0F"
2022,13,3980,"3980_13","1",84,";",4,39,22.5,2,"SOS",NA,FALSE,"3980_13_0F",TRUE,"0F"
2022,13,3989,"3989_13","1",76,";",4,27,12,1,"3","tag changed based on 2023 note (was 3396)",TRUE,"3989_13_17A",TRUE,"17A"
2022,13,7532,"7532_13","1",68,";",2,33,10,2,"SOS",NA,FALSE,"7532_13_12H",TRUE,"12H"
2022,13,7532,"7532_13","2",0,";",2,33,10,2,"SOS",NA,FALSE,"7532_13_12H",TRUE,"12H"
2022,13,7537,"7537_13","3",0,";",6,34,10,3,"SOS","tag changed to 7537 in 2022",TRUE,"7537_13_4C",TRUE,"4C"
2022,13,7537,"7537_13","2",0,";",6,34,10,3,"SOS","tag changed to 7537 in 2022",TRUE,"7537_13_4C",TRUE,"4C"
2022,13,7537,"7537_13","1",80,"order unknown;",6,34,10,3,"SOS","tag changed to 7537 in 2022",TRUE,"7537_13_4C",TRUE,"4C"
2022,13,7592,"7592_13","1",18,";",4,32,12,2,"SOS",NA,FALSE,"7592_13_7J",TRUE,"7J"
2022,13,7592,"7592_13","2",96,";",4,32,12,2,"SOS",NA,FALSE,"7592_13_7J",TRUE,"7J"
2022,14,3004,"3004_14","2",0,";",4,64.5,26,3,"SOS",NA,FALSE,"3004_14_0A",TRUE,"0A"
2022,14,3004,"3004_14","1",10,";",4,64.5,26,3,"SOS",NA,FALSE,"3004_14_0A",TRUE,"0A"
2022,14,3004,"3004_14","3",0,";",4,64.5,26,3,"SOS",NA,FALSE,"3004_14_0A",TRUE,"0A"
2022,14,3035,"3035_14","3",0,";",6,44,14,3,"SOS",NA,FALSE,"3035_14_3B",TRUE,"3B"
2022,14,3035,"3035_14","1",46,"order unknown;",6,44,14,3,"SOS",NA,FALSE,"3035_14_3B",TRUE,"3B"
2022,14,3035,"3035_14","2",0,";",6,44,14,3,"SOS",NA,FALSE,"3035_14_3B",TRUE,"3B"
2022,14,3086,"3086_14","1",64,";",3,45,23,2,"SOS",NA,FALSE,"3086_14_9C",TRUE,"9C"
2022,14,3086,"3086_14","2",0,";",3,45,23,2,"SOS",NA,FALSE,"3086_14_9C",TRUE,"9C"
2022,14,3101,"3101_14","1",16,";",2,36,20,1,"7.5",NA,FALSE,"3101_14_19D",TRUE,"19D"
2022,14,3118,"3118_14","1",62,";",2,28.5,16,1,"5",NA,FALSE,"3118_14_17A",TRUE,"17A"
2022,14,3149,"3149_14","3",0,";",5,49,16,3,"SOS",NA,FALSE,"3149_14_19A",TRUE,"19A"
2022,14,3149,"3149_14","2",128,";",5,49,16,3,"SOS",NA,FALSE,"3149_14_19A",TRUE,"19A"
2022,14,3149,"3149_14","1",106,";",5,49,16,3,"SOS",NA,FALSE,"3149_14_19A",TRUE,"19A"
2022,14,3158,"3158_14","2",4,";",3,52,16,2,"SOS",NA,FALSE,"3158_14_4C",TRUE,"4C"
2022,14,3158,"3158_14","1",116,";",3,52,16,2,"SOS",NA,FALSE,"3158_14_4C",TRUE,"4C"
2022,14,3305,"3305_14","1",2,";",2,30,14,1,"3.5",NA,FALSE,"3305_14_7B",TRUE,"7B"
2022,14,3360,"3360_14","1",82,";",4,55,22,3,"SOS",NA,FALSE,"3360_14_8D",TRUE,"8D"
2022,14,3360,"3360_14","2",0,";",4,55,22,3,"SOS",NA,FALSE,"3360_14_8D",TRUE,"8D"
2022,14,3360,"3360_14","3",0,";",4,55,22,3,"SOS",NA,FALSE,"3360_14_8D",TRUE,"8D"
2022,14,3366,"3366_14","1",132,";",3,28,15,2,"SOS",NA,FALSE,"3366_14_9C",TRUE,"9C"
2022,14,3366,"3366_14","2",0,";",3,28,15,2,"SOS",NA,FALSE,"3366_14_9C",TRUE,"9C"
2022,14,3367,"3367_14","4",0,"[tag manually edited; was 3363]",6,41.5,20.5,4,"SOS",NA,FALSE,"3367_14_15H",TRUE,"15H"
2022,14,3367,"3367_14","3",0,"[tag manually edited; was 3363]",6,41.5,20.5,4,"SOS",NA,FALSE,"3367_14_15H",TRUE,"15H"
2022,14,3367,"3367_14","1",102,"[tag manually edited; was 3363]",6,41.5,20.5,4,"SOS",NA,FALSE,"3367_14_15H",TRUE,"15H"
2022,14,3367,"3367_14","2",62,"[tag manually edited; was 3363]",6,41.5,20.5,4,"SOS",NA,FALSE,"3367_14_15H",TRUE,"15H"
2022,14,3379,"3379_14","1",0,"broken off/eaten;",0,NA,NA,NA,NA,NA,FALSE,"3379_14_2A",FALSE,"2A"
2022,14,3385,"3385_14","1",86,";",3,37,16.5,1,"4.5",NA,FALSE,"3385_14_5D",TRUE,"5D"
2022,14,3430,"3430_14","1",0,";",1,30,21,2,"SOS",NA,FALSE,"3430_14_6B",TRUE,"6B"
2022,14,3430,"3430_14","2",0,";",1,30,21,2,"SOS",NA,FALSE,"3430_14_6B",TRUE,"6B"
2022,14,3432,"3432_14","1",134,";",4,54,19,3,"SOS",NA,FALSE,"3432_14_2J",TRUE,"2J"
2022,14,3432,"3432_14","2",122,";",4,54,19,3,"SOS",NA,FALSE,"3432_14_2J",TRUE,"2J"
2022,14,3432,"3432_14","3",0,";",4,54,19,3,"SOS",NA,FALSE,"3432_14_2J",TRUE,"2J"
2022,14,3433,"3433_14","1",210,";",4,69,20,2,"SOS",NA,FALSE,"3433_14_0I",TRUE,"0I"
2022,14,3433,"3433_14","2",0,";",4,69,20,2,"SOS",NA,FALSE,"3433_14_0I",TRUE,"0I"
2022,14,3440,"3440_14","1",4,";",4,30,18,1,"4",NA,FALSE,"3440_14_19F",TRUE,"19F"
2022,14,3459,"3459_14","2",0,";",5,39,14.5,3,"SOS",NA,FALSE,"3459_14_1A",TRUE,"1A"
2022,14,3459,"3459_14","1",92,";",5,39,14.5,3,"SOS",NA,FALSE,"3459_14_1A",TRUE,"1A"
2022,14,3463,"3463_14","1",0,";",2,41,20.5,1,"5",NA,FALSE,"3463_14_5B",TRUE,"5B"
2022,14,3464,"3464_14","1",28,";",1,31,9.5,1,"3.5",NA,FALSE,"3464_14_1B",TRUE,"1B"
2022,14,3469,"3469_14","1",2,";",4,25.5,16.5,2,"3.5","one umbel clipped",FALSE,"3469_14_3A",TRUE,"3A"
2022,14,3469,"3469_14","2",0,";",4,25.5,16.5,2,"3.5","one umbel clipped",FALSE,"3469_14_3A",TRUE,"3A"
2022,14,3495,"3495_14","1",0,"[tag manually edited; was 3496]",2,30,11,1,NA,NA,FALSE,"3495_14_1A",TRUE,"1A"
2022,14,3526,"3526_14","3",0,";",3,40,13,3,"SOS",NA,FALSE,"3526_14_14E",TRUE,"14E"
2022,14,3526,"3526_14","2",40,";",3,40,13,3,"SOS",NA,FALSE,"3526_14_14E",TRUE,"14E"
2022,14,3526,"3526_14","1",40,";",3,40,13,3,"SOS",NA,FALSE,"3526_14_14E",TRUE,"14E"
2022,14,3556,"3556_14","2",0,";",4,49,16,3,"SOS",NA,FALSE,"3556_14_15H",TRUE,"15H"
2022,14,3556,"3556_14","3",0,";",4,49,16,3,"SOS",NA,FALSE,"3556_14_15H",TRUE,"15H"
2022,14,3556,"3556_14","1",2,";",4,49,16,3,"SOS",NA,FALSE,"3556_14_15H",TRUE,"15H"
2022,14,3575,"3575_14","1",0,";",2,20,12.5,1,"3",NA,FALSE,"3575_14_19G",TRUE,"19G"
2022,14,3607,"3607_14","1",0,";",4,48,17,2,"SOS",NA,FALSE,"3607_14_10D",TRUE,"10D"
2022,14,3607,"3607_14","2",0,";",4,48,17,2,"SOS",NA,FALSE,"3607_14_10D",TRUE,"10D"
2022,14,3661,"3661_14","2",142,";",5,66,25,3,"SOS",NA,FALSE,"3661_14_7I",TRUE,"7I"
2022,14,3661,"3661_14","3",0,";",5,66,25,3,"SOS",NA,FALSE,"3661_14_7I",TRUE,"7I"
2022,14,3661,"3661_14","1",140,";",5,66,25,3,"SOS",NA,FALSE,"3661_14_7I",TRUE,"7I"
2022,14,3671,"3671_14","2",2,";",4,27,23,2,"SOS",NA,FALSE,"3671_14_5C",TRUE,"5C"
2022,14,3671,"3671_14","1",96,";",4,27,23,2,"SOS",NA,FALSE,"3671_14_5C",TRUE,"5C"
2022,14,3682,"3682_14","3",104,";",5,42,20,3,"SOS",NA,FALSE,"3682_14_10D",TRUE,"10D"
2022,14,3682,"3682_14","2",38,";",5,42,20,3,"SOS",NA,FALSE,"3682_14_10D",TRUE,"10D"
2022,14,3682,"3682_14","1",16,";",5,42,20,3,"SOS",NA,FALSE,"3682_14_10D",TRUE,"10D"
2022,14,3699,"3699_14","1",126,";",3,60,20,2,"SOS","fixed ycoor (was F)",TRUE,"3699_14_0E",TRUE,"0E"
2022,14,3699,"3699_14","2",68,";",3,60,20,2,"SOS","fixed ycoor (was F)",TRUE,"3699_14_0E",TRUE,"0E"
2022,14,3711,"3711_14","1",44,";",2,35,12,1,"3",NA,FALSE,"3711_14_2G",TRUE,"2G"
2022,14,3752,"3752_14","1",6,";",3,31,18,1,"5",NA,FALSE,"3752_14_0H",TRUE,"0H"
2022,14,3776,"3776_14","1",6,";",1,28,19,1,"5",NA,FALSE,"3776_14_3J",TRUE,"3J"
2022,14,3816,"3816_14","1",26,";",2,47,20,1,"8",NA,FALSE,"3816_14_6G",TRUE,"6G"
2022,14,3829,"3829_14","1",48,";",2,28,15,1,"5.5",NA,FALSE,"3829_14_19D",TRUE,"19D"
2022,14,3838,"3838_14","1",0,"broken off;",3,4,18,1,"4",NA,FALSE,"3838_14_14G",TRUE,"14G"
2022,14,3885,"3885_14","1",76,";",2,47,21,1,"5",NA,FALSE,"3885_14_9D",TRUE,"9D"
2022,14,3913,"3913_14","2",0,";",4,53,20,2,"SOS",NA,FALSE,"3913_14_5E",TRUE,"5E"
2022,14,3913,"3913_14","1",56,";",4,53,20,2,"SOS",NA,FALSE,"3913_14_5E",TRUE,"5E"
2022,14,3926,"3926_14","1",0,";",3,38,18,1,"5",NA,FALSE,"3926_14_5D",TRUE,"5D"
2022,14,7557,"7557_14","2",0,";",2,35,20,2,"SOS",NA,FALSE,"7557_14_7G",TRUE,"7G"
2022,14,7557,"7557_14","1",90,";",2,35,20,2,"SOS",NA,FALSE,"7557_14_7G",TRUE,"7G"
2022,14,7575,"7575_14","1",0,";",2,23.5,15.5,1,"2",NA,FALSE,"7575_14_5B",TRUE,"5B"
2022,14,7576,"7576_14","1",2,";",2,24.5,16,1,"4",NA,FALSE,"7576_14_12A",TRUE,"12A"
2022,15,3006,"3006_15","1",32,";",3,37,25,1,"4",NA,FALSE,"3006_15_18B",TRUE,"18B"
2022,15,3014,"3014_15","2",8,";",6,19.5,14,2,"SOS",NA,FALSE,"3014_15_9I",TRUE,"9I"
2022,15,3014,"3014_15","1",44,";",6,19.5,14,2,"SOS",NA,FALSE,"3014_15_9I",TRUE,"9I"
2022,15,3017,"3017_15","1",70,";",6,36,19,2,"SOS",NA,FALSE,"3017_15_7G",TRUE,"7G"
2022,15,3017,"3017_15","2",0,";",6,36,19,2,"SOS",NA,FALSE,"3017_15_7G",TRUE,"7G"
2022,15,3021,"3021_15","2",0,";",4,57,19,2,"SOS",NA,FALSE,"3021_15_9J",TRUE,"9J"
2022,15,3021,"3021_15","1",168,";",4,57,19,2,"SOS",NA,FALSE,"3021_15_9J",TRUE,"9J"
2022,15,3047,"3047_15","2",72,";",6,49,24,3,"SOS",NA,FALSE,"3047_15_14J",TRUE,"14J"
2022,15,3047,"3047_15","1",20,";",6,49,24,3,"SOS",NA,FALSE,"3047_15_14J",TRUE,"14J"
2022,15,3047,"3047_15","3",0,";",6,49,24,3,"SOS",NA,FALSE,"3047_15_14J",TRUE,"14J"
2022,15,3052,"3052_15","1",102,";",4,41,20,2,"SOS",NA,FALSE,"3052_15_3J",TRUE,"3J"
2022,15,3052,"3052_15","2",0,";",4,41,20,2,"SOS",NA,FALSE,"3052_15_3J",TRUE,"3J"
2022,15,3063,"3063_15","1",8,";",3,47,22,1,"7",NA,FALSE,"3063_15_1J",TRUE,"1J"
2022,15,3065,"3065_15","3",0,";",9,38,22,3,"SOS",NA,FALSE,"3065_15_2F",TRUE,"2F"
2022,15,3065,"3065_15","2",2,";",9,38,22,3,"SOS",NA,FALSE,"3065_15_2F",TRUE,"2F"
2022,15,3065,"3065_15","1",36,";",9,38,22,3,"SOS",NA,FALSE,"3065_15_2F",TRUE,"2F"
2022,15,3068,"3068_15","1",NA,";look at hard copy",6,49,17,2,"SOS",NA,FALSE,"3068_15_6I",TRUE,"6I"
2022,15,3068,"3068_15","2",0,";",6,49,17,2,"SOS",NA,FALSE,"3068_15_6I",TRUE,"6I"
2022,15,3083,"3083_15","1",126,";",7,33,17.5,3,"SOS",NA,FALSE,"3083_15_7I",TRUE,"7I"
2022,15,3083,"3083_15","3",2,";",7,33,17.5,3,"SOS",NA,FALSE,"3083_15_7I",TRUE,"7I"
2022,15,3083,"3083_15","2",124,";",7,33,17.5,3,"SOS",NA,FALSE,"3083_15_7I",TRUE,"7I"
2022,15,3095,"3095_15","1",32,";",5,42,20,2,"SOS",NA,FALSE,"3095_15_6J",TRUE,"6J"
2022,15,3095,"3095_15","2",0,";",5,42,20,2,"SOS",NA,FALSE,"3095_15_6J",TRUE,"6J"
2022,15,3116,"3116_15","2",22,";",9,43,25,3,"SOS",NA,FALSE,"3116_15_16C",TRUE,"16C"
2022,15,3116,"3116_15","1",38,";",9,43,25,3,"SOS",NA,FALSE,"3116_15_16C",TRUE,"16C"
2022,15,3116,"3116_15","3",16,";",9,43,25,3,"SOS",NA,FALSE,"3116_15_16C",TRUE,"16C"
2022,15,3177,"3177_15","1",66,";",7,36,22.5,4,"SOS",NA,FALSE,"3177_15_6G",TRUE,"6G"
2022,15,3177,"3177_15","2",32,";",7,36,22.5,4,"SOS",NA,FALSE,"3177_15_6G",TRUE,"6G"
2022,15,3177,"3177_15","4",68,";",7,36,22.5,4,"SOS",NA,FALSE,"3177_15_6G",TRUE,"6G"
2022,15,3177,"3177_15","3",10,";",7,36,22.5,4,"SOS",NA,FALSE,"3177_15_6G",TRUE,"6G"
2022,15,3297,"3297_15","1",132,";",4,39,21,2,"SOS",NA,FALSE,"3297_15_12I",TRUE,"12I"
2022,15,3297,"3297_15","2",0,";",4,39,21,2,"SOS",NA,FALSE,"3297_15_12I",TRUE,"12I"
2022,15,3341,"3341_15","4",96,";",10,47,24.5,7,"SOS",NA,FALSE,"3341_15_3H",TRUE,"3H"
2022,15,3341,"3341_15","7",26,";",10,47,24.5,7,"SOS",NA,FALSE,"3341_15_3H",TRUE,"3H"
2022,15,3341,"3341_15","3",12,";",10,47,24.5,7,"SOS",NA,FALSE,"3341_15_3H",TRUE,"3H"
2022,15,3341,"3341_15","5",108,";",10,47,24.5,7,"SOS",NA,FALSE,"3341_15_3H",TRUE,"3H"
2022,15,3341,"3341_15","2",94,";",10,47,24.5,7,"SOS",NA,FALSE,"3341_15_3H",TRUE,"3H"
2022,15,3341,"3341_15","1",140,";",10,47,24.5,7,"SOS",NA,FALSE,"3341_15_3H",TRUE,"3H"
2022,15,3341,"3341_15","6",30,";",10,47,24.5,7,"SOS",NA,FALSE,"3341_15_3H",TRUE,"3H"
2022,15,3354,"3354_15","1",68,";",11,38.5,14,7,"SOS",NA,FALSE,"3354_15_11B",TRUE,"11B"
2022,15,3354,"3354_15","2",44,";",11,38.5,14,7,"SOS",NA,FALSE,"3354_15_11B",TRUE,"11B"
2022,15,3354,"3354_15","4",70,";",11,38.5,14,7,"SOS",NA,FALSE,"3354_15_11B",TRUE,"11B"
2022,15,3354,"3354_15","5",4,";",11,38.5,14,7,"SOS",NA,FALSE,"3354_15_11B",TRUE,"11B"
2022,15,3354,"3354_15","6",0,";",11,38.5,14,7,"SOS",NA,FALSE,"3354_15_11B",TRUE,"11B"
2022,15,3354,"3354_15","3",30,";",11,38.5,14,7,"SOS",NA,FALSE,"3354_15_11B",TRUE,"11B"
2022,15,3354,"3354_15","7",0,";",11,38.5,14,7,"SOS",NA,FALSE,"3354_15_11B",TRUE,"11B"
2022,15,3371,"3371_15","2",32,";",7,33.5,20,3,"SOS",NA,FALSE,"3371_15_14C",TRUE,"14C"
2022,15,3371,"3371_15","3",94,";",7,33.5,20,3,"SOS",NA,FALSE,"3371_15_14C",TRUE,"14C"
2022,15,3371,"3371_15","1",86,";",7,33.5,20,3,"SOS",NA,FALSE,"3371_15_14C",TRUE,"14C"
2022,15,3372,"3372_15","1",54,";",2,28,24,3,"SOS",NA,FALSE,"3372_15_19C",TRUE,"19C"
2022,15,3372,"3372_15","2",4,";",2,28,24,3,"SOS",NA,FALSE,"3372_15_19C",TRUE,"19C"
2022,15,3372,"3372_15","3",0,";",2,28,24,3,"SOS",NA,FALSE,"3372_15_19C",TRUE,"19C"
2022,15,3377,"3377_15","1",96,";",5,37,23,3,"SOS",NA,FALSE,"3377_15_14G",TRUE,"14G"
2022,15,3377,"3377_15","2",84,";",5,37,23,3,"SOS",NA,FALSE,"3377_15_14G",TRUE,"14G"
2022,15,3377,"3377_15","3",0,";",5,37,23,3,"SOS",NA,FALSE,"3377_15_14G",TRUE,"14G"
2022,15,3384,"3384_15","2",80,";",4,38,17,4,"SOS",NA,FALSE,"3384_15_16I",TRUE,"16I"
2022,15,3384,"3384_15","3",10,";",4,38,17,4,"SOS",NA,FALSE,"3384_15_16I",TRUE,"16I"
2022,15,3384,"3384_15","4",0,";",4,38,17,4,"SOS",NA,FALSE,"3384_15_16I",TRUE,"16I"
2022,15,3384,"3384_15","1",108,";",4,38,17,4,"SOS",NA,FALSE,"3384_15_16I",TRUE,"16I"
2022,15,3391,"3391_15","2",0,";",4,40.5,21,2,"SOS",NA,FALSE,"3391_15_16A",TRUE,"16A"
2022,15,3391,"3391_15","1",124,";",4,40.5,21,2,"SOS",NA,FALSE,"3391_15_16A",TRUE,"16A"
2022,15,3393,"3393_15","1",4,";",3,36,19,2,"SOS",NA,FALSE,"3393_15_0J",TRUE,"0J"
2022,15,3393,"3393_15","2",0,";",3,36,19,2,"SOS",NA,FALSE,"3393_15_0J",TRUE,"0J"
2022,15,3395,"3395_15","3",0,";",6,37.5,18,3,"SOS",NA,FALSE,"3395_15_16G",TRUE,"16G"
2022,15,3395,"3395_15","1",74,";",6,37.5,18,3,"SOS",NA,FALSE,"3395_15_16G",TRUE,"16G"
2022,15,3395,"3395_15","2",98,";",6,37.5,18,3,"SOS",NA,FALSE,"3395_15_16G",TRUE,"16G"
2022,15,3397,"3397_15","1",92,";",6,31.5,19,3,"SOS",NA,FALSE,"3397_15_11F",TRUE,"11F"
2022,15,3397,"3397_15","2",72,";",6,31.5,19,3,"SOS",NA,FALSE,"3397_15_11F",TRUE,"11F"
2022,15,3397,"3397_15","3",38,";",6,31.5,19,3,"SOS",NA,FALSE,"3397_15_11F",TRUE,"11F"
2022,15,3401,"3401_15","1",90,";",3,36.5,21,2,"SOS",NA,FALSE,"3401_15_12G",TRUE,"12G"
2022,15,3401,"3401_15","2",0,";",3,36.5,21,2,"SOS",NA,FALSE,"3401_15_12G",TRUE,"12G"
2022,15,3417,"3417_15","1",10,";",6,53,20,3,"SOS",NA,FALSE,"3417_15_6I",TRUE,"6I"
2022,15,3417,"3417_15","2",6,";",6,53,20,3,"SOS",NA,FALSE,"3417_15_6I",TRUE,"6I"
2022,15,3417,"3417_15","3",0,";",6,53,20,3,"SOS",NA,FALSE,"3417_15_6I",TRUE,"6I"
2022,15,3423,"3423_15","2",10,";",3,45,24,2,"SOS",NA,FALSE,"3423_15_2I",TRUE,"2I"
2022,15,3423,"3423_15","1",20,";",3,45,24,2,"SOS",NA,FALSE,"3423_15_2I",TRUE,"2I"
2022,15,3426,"3426_15","1",34,";",2,30.5,21.5,1,"5",NA,FALSE,"3426_15_1J",TRUE,"1J"
2022,15,3427,"3427_15","1",34,";",4,43,19.5,2,"SOS",NA,FALSE,"3427_15_1J",TRUE,"1J"
2022,15,3427,"3427_15","2",0,";",4,43,19.5,2,"SOS",NA,FALSE,"3427_15_1J",TRUE,"1J"
2022,15,3436,"3436_15","2",22,";",4,43,20,2,"SOS",NA,FALSE,"3436_15_17H",TRUE,"17H"
2022,15,3436,"3436_15","1",54,";",4,43,20,2,"SOS",NA,FALSE,"3436_15_17H",TRUE,"17H"
2022,15,3446,"3446_15","1",132,";",3,32,25,1,"4",NA,FALSE,"3446_15_15C",TRUE,"15C"
2022,15,3455,"3455_15","1",178,";",3,44.5,17,2,"SOS",NA,FALSE,"3455_15_15C",TRUE,"15C"
2022,15,3455,"3455_15","2",0,";",3,44.5,17,2,"SOS",NA,FALSE,"3455_15_15C",TRUE,"15C"
2022,15,3457,"3457_15","1",42,";",4,47,26,2,"SOS",NA,FALSE,"3457_15_18A",TRUE,"18A"
2022,15,3457,"3457_15","2",26,";",4,47,26,2,"SOS",NA,FALSE,"3457_15_18A",TRUE,"18A"
2022,15,3458,"3458_15","1",0,"plant pulled;",2,34,15,1,"4",NA,FALSE,"3458_15_8I",TRUE,"8I"
2022,15,3472,"3472_15","4",0,";",5,43,22,4,"SOS",NA,FALSE,"3472_15_6J",TRUE,"6J"
2022,15,3472,"3472_15","1",104,";",5,43,22,4,"SOS",NA,FALSE,"3472_15_6J",TRUE,"6J"
2022,15,3472,"3472_15","3",4,";",5,43,22,4,"SOS",NA,FALSE,"3472_15_6J",TRUE,"6J"
2022,15,3472,"3472_15","2",64,";",5,43,22,4,"SOS",NA,FALSE,"3472_15_6J",TRUE,"6J"
2022,15,3479,"3479_15","3",166,";",11,49,21,6,"SOS",NA,FALSE,"3479_15_5F",TRUE,"5F"
2022,15,3479,"3479_15","2",118,";",11,49,21,6,"SOS",NA,FALSE,"3479_15_5F",TRUE,"5F"
2022,15,3479,"3479_15","1",112,";",11,49,21,6,"SOS",NA,FALSE,"3479_15_5F",TRUE,"5F"
2022,15,3479,"3479_15","4",100,";",11,49,21,6,"SOS",NA,FALSE,"3479_15_5F",TRUE,"5F"
2022,15,3479,"3479_15","6",40,";",11,49,21,6,"SOS",NA,FALSE,"3479_15_5F",TRUE,"5F"
2022,15,3479,"3479_15","5",82,";",11,49,21,6,"SOS",NA,FALSE,"3479_15_5F",TRUE,"5F"
2022,15,3481,"3481_15","1",62,";",4,37,22,1,"5.5",NA,FALSE,"3481_15_15H",TRUE,"15H"
2022,15,3482,"3482_15","1",54,";",2,22.5,21,1,"4",NA,FALSE,"3482_15_16J",TRUE,"16J"
2022,15,3485,"3485_15","1",82,";",13,40.5,18,6,"SOS",NA,FALSE,"3485_15_3A",TRUE,"3A"
2022,15,3485,"3485_15","2",86,";",13,40.5,18,6,"SOS",NA,FALSE,"3485_15_3A",TRUE,"3A"
2022,15,3485,"3485_15","4",10,";",13,40.5,18,6,"SOS",NA,FALSE,"3485_15_3A",TRUE,"3A"
2022,15,3485,"3485_15","5",2,";",13,40.5,18,6,"SOS",NA,FALSE,"3485_15_3A",TRUE,"3A"
2022,15,3485,"3485_15","6",0,";",13,40.5,18,6,"SOS",NA,FALSE,"3485_15_3A",TRUE,"3A"
2022,15,3485,"3485_15","3",0,";",13,40.5,18,6,"SOS",NA,FALSE,"3485_15_3A",TRUE,"3A"
2022,15,3489,"3489_15","2",86,";",3,43,18,2,"SOS",NA,FALSE,"3489_15_14G",TRUE,"14G"
2022,15,3489,"3489_15","1",112,";",3,43,18,2,"SOS",NA,FALSE,"3489_15_14G",TRUE,"14G"
2022,15,3490,"3490_15","1",68,";",3,33.5,15,2,"SOS",NA,FALSE,"3490_15_12C",TRUE,"12C"
2022,15,3490,"3490_15","2",0,";",3,33.5,15,2,"SOS",NA,FALSE,"3490_15_12C",TRUE,"12C"
2022,15,3491,"3491_15","2",0,";",7,45,21,3,"SOS",NA,FALSE,"3491_15_17E",TRUE,"17E"
2022,15,3491,"3491_15","3",0,";",7,45,21,3,"SOS",NA,FALSE,"3491_15_17E",TRUE,"17E"
2022,15,3491,"3491_15","1",150,";",7,45,21,3,"SOS",NA,FALSE,"3491_15_17E",TRUE,"17E"
2022,15,3493,"3493_15","1",20,";",3,30,20,2,"SOS",NA,FALSE,"3493_15_14E",TRUE,"14E"
2022,15,3493,"3493_15","2",0,";",3,30,20,2,"SOS",NA,FALSE,"3493_15_14E",TRUE,"14E"
2022,15,3500,"3500_15","2",26,";",5,49,16,3,"SOS",NA,FALSE,"3500_15_10D",TRUE,"10D"
2022,15,3500,"3500_15","3",0,";",5,49,16,3,"SOS",NA,FALSE,"3500_15_10D",TRUE,"10D"
2022,15,3500,"3500_15","1",160,";",5,49,16,3,"SOS",NA,FALSE,"3500_15_10D",TRUE,"10D"
2022,15,3581,"3581_15","2",76,";",4,36,21,2,"SOS",NA,FALSE,"3581_15_15I",TRUE,"15I"
2022,15,3581,"3581_15","1",106,";",4,36,21,2,"SOS",NA,FALSE,"3581_15_15I",TRUE,"15I"
2022,15,3612,"3612_15","1",0,";",2,29,14,2,"SOS",NA,FALSE,"3612_15_12E",TRUE,"12E"
2022,15,3612,"3612_15","2",0,";",2,29,14,2,"SOS",NA,FALSE,"3612_15_12E",TRUE,"12E"
2022,15,3659,"3659_15","5",0,";",10,49.5,17.5,5,"SOS",NA,FALSE,"3659_15_4C",TRUE,"4C"
2022,15,3659,"3659_15","3",110,";",10,49.5,17.5,5,"SOS",NA,FALSE,"3659_15_4C",TRUE,"4C"
2022,15,3659,"3659_15","2",170,";",10,49.5,17.5,5,"SOS",NA,FALSE,"3659_15_4C",TRUE,"4C"
2022,15,3659,"3659_15","4",0,";",10,49.5,17.5,5,"SOS",NA,FALSE,"3659_15_4C",TRUE,"4C"
2022,15,3659,"3659_15","1",168,";",10,49.5,17.5,5,"SOS",NA,FALSE,"3659_15_4C",TRUE,"4C"
2022,15,3673,"3673_15","2",0,";",3,44,15.5,2,"SOS",NA,FALSE,"3673_15_10A",TRUE,"10A"
2022,15,3673,"3673_15","1",140,";",3,44,15.5,2,"SOS",NA,FALSE,"3673_15_10A",TRUE,"10A"
2022,15,3706,"3706_15","1",152,"[tag manually edited; was 3076]",4,42,20,2,"SOS",NA,FALSE,"3706_15_13H",TRUE,"13H"
2022,15,3706,"3706_15","2",0,"[tag manually edited; was 3076]",4,42,20,2,"SOS",NA,FALSE,"3706_15_13H",TRUE,"13H"
2022,15,3734,"3734_15","1",88,";",3,32,16,2,"SOS",NA,FALSE,"3734_15_10H",TRUE,"10H"
2022,15,3734,"3734_15","2",0,";",3,32,16,2,"SOS",NA,FALSE,"3734_15_10H",TRUE,"10H"
2022,15,3736,"3736_15","1",68,";",5,38,23,4,"SOS",NA,FALSE,"3736_15_14B",TRUE,"14B"
2022,15,3736,"3736_15","4",0,";",5,38,23,4,"SOS",NA,FALSE,"3736_15_14B",TRUE,"14B"
2022,15,3736,"3736_15","2",42,";",5,38,23,4,"SOS",NA,FALSE,"3736_15_14B",TRUE,"14B"
2022,15,3736,"3736_15","3",18,";",5,38,23,4,"SOS",NA,FALSE,"3736_15_14B",TRUE,"14B"
2022,15,3738,"3738_15","2",0,";",4,32,20,1,"5",NA,FALSE,"3738_15_17H",TRUE,"17H"
2022,15,3738,"3738_15","1",0,";",4,32,20,1,"5",NA,FALSE,"3738_15_17H",TRUE,"17H"
2022,15,3740,"3740_15","1",122,";",9,46.5,18,7,"SOS",NA,FALSE,"3740_15_13J",TRUE,"13J"
