"Year","Plot","Tag","Xcoor","Ycoor","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","YrTag","Note","edited","plantid"
2018,2,3865,9,"F",2,NA,12.5,0,NA,"2016",NA,FALSE,"3865_2_9F"
2018,2,3891,0,"J",1,NA,17.5,0,NA,"2017",NA,FALSE,"3891_2_0J"
2018,2,3908,8,"B",0,NA,NA,NA,NA,"2016",NA,FALSE,"3908_2_8B"
2018,2,3934,3,"H",1,NA,8,0,NA,"2017",NA,FALSE,"3934_2_3H"
2018,3,3015,0,"F",3,NA,24,1,"2.5","2017",NA,FALSE,"3015_3_0F"
2018,3,3019,2,"A",2,NA,15,1,"0.8","2017",NA,FALSE,"3019_3_2A"
2018,3,3036,2,"B",2,NA,14,0,NA,"2016",NA,FALSE,"3036_3_2B"
2018,3,3056,0,"B",3,NA,16.5,0,NA,"2016",NA,FALSE,"3056_3_0B"
2018,3,3071,0,"A",0,NA,NA,NA,NA,"2017",NA,FALSE,"3071_3_0A"
2018,3,3304,3,"B",0,NA,NA,NA,NA,"2016",NA,FALSE,"3304_3_3B"
2018,3,3313,3,"B",2,NA,14.5,0,NA,"2016",NA,FALSE,"3313_3_3B"
2018,3,3349,1,"F",3,NA,16,0,NA,"2016",NA,FALSE,"3349_3_1F"
2018,3,3461,4,"C",1,NA,13,0,NA,"2018",NA,FALSE,"3461_3_4C"
2018,3,3462,2,"A",4,NA,23,2,"3.8","2018",NA,FALSE,"3462_3_2A"
2018,3,3463,0,"B",1,NA,13.5,0,NA,"2018",NA,FALSE,"3463_3_0B"
2018,3,3507,3,"B",2,NA,24.5,0,NA,"2016",NA,FALSE,"3507_3_3B"
2018,3,3568,2,"C",2,NA,18,0,NA,"2017",NA,FALSE,"3568_3_2C"
2018,3,3624,0,"D",2,NA,18,1,"3.3","2016",NA,FALSE,"3624_3_0D"
2018,3,3633,2,"B",1,NA,15.5,0,NA,"2016",NA,FALSE,"3633_3_2B"
2018,3,3651,3,"B",2,NA,15,0,NA,"2017",NA,FALSE,"3651_3_3B"
2018,3,3831,4,"B",2,NA,18,0,NA,"2017",NA,FALSE,"3831_3_4B"
2018,3,3906,1,"C",3,NA,14,0,NA,"2017",NA,FALSE,"3906_3_1C"
2018,4,3007,4,"H",2,NA,13,0,NA,"2016",NA,FALSE,"3007_4_4H"
2018,4,3011,3,"H",1,NA,10,0,"0","2016",NA,FALSE,"3011_4_3H"
2018,4,3064,1,"H",3,NA,14,0,NA,"2016",NA,FALSE,"3064_4_1H"
2018,4,3075,1,"I",3,NA,13,0,NA,"2016",NA,FALSE,"3075_4_1I"
2018,4,3090,18,"P",0,NA,NA,NA,NA,"2016","fixed ycoor (was P)",TRUE,"3090_4_18P"
2018,4,3103,11,"O",0,NA,9,0,NA,"2017",NA,FALSE,"3103_4_11O"
2018,4,3122,8,"J",2,NA,22,1,"2.4","2017",NA,FALSE,"3122_4_8J"
2018,4,3342,14,"N",4,NA,24,2,"5.3","2016",NA,FALSE,"3342_4_14N"
2018,4,3364,3,"H",4,NA,10,2,"2.5","2016",NA,FALSE,"3364_4_3H"
2018,4,3458,5,"F",1,NA,12.5,0,NA,"2018",NA,FALSE,"3458_4_5F"
2018,4,3459,5,"H",1,NA,4,0,NA,"2018",NA,FALSE,"3459_4_5H"
2018,4,3460,3,"J",2,NA,12.5,1,"2.3","2018",NA,FALSE,"3460_4_3J"
2018,4,3555,11,"J",4,NA,29.5,1,"4.9","2016","fixed ycoor (was T)",TRUE,"3555_4_11J"
2018,4,3563,15,"H",2,NA,13,1,"2.3","2016","fixed ycoor (was R?)",TRUE,"3563_4_15H"
2018,4,3571,6,"J",3,NA,19,0,NA,"2016",NA,FALSE,"3571_4_6J"
2018,4,3634,18,"E",4,NA,13,0,NA,"2016","fixed ycoor (was O)",TRUE,"3634_4_18E"
2018,4,3656,0,"D",2,NA,9.5,0,NA,"2017",NA,FALSE,"3656_4_0D"
2018,4,3660,2,"G",2,NA,1,8,"3","2017",NA,FALSE,"3660_4_2G"
2018,4,3680,4,"J",3,NA,12,0,NA,"2016",NA,FALSE,"3680_4_4J"
2018,4,3691,2,"H",0,NA,NA,NA,NA,"2017",NA,FALSE,"3691_4_2H"
2018,4,3805,0,"J",1,NA,10,0,NA,"2016",NA,FALSE,"3805_4_0J"
2018,4,3812,1,"D",1,NA,6.5,0,NA,"2017",NA,FALSE,"3812_4_1D"
2018,4,3983,7,"I",3,NA,20,1,"2.7","2016",NA,FALSE,"3983_4_7I"
2018,5,3001,16,"I",0,NA,NA,NA,NA,"2016",NA,FALSE,"3001_5_16I"
2018,5,3003,10,"C",1,NA,11.5,0,NA,"2017",NA,FALSE,"3003_5_10C"
2018,5,3010,14,"G",2,NA,15,1,"2.8","2016",NA,FALSE,"3010_5_14G"
2018,5,3022,14,"J",0,NA,NA,NA,NA,"2016",NA,FALSE,"3022_5_14J"
2018,5,3024,0,"H",2,NA,10,1,"3.8","2016",NA,FALSE,"3024_5_0H"
2018,5,3034,8,"G",1,NA,6.5,0,NA,"2017",NA,FALSE,"3034_5_8G"
2018,5,3040,12,"D",0,NA,NA,NA,NA,"2016",NA,FALSE,"3040_5_12D"
2018,5,3060,14,"D",1,NA,8,1,"2.5","2017",NA,FALSE,"3060_5_14D"
2018,5,3067,16,"F",3,NA,13.5,1,"2.5","2016",NA,FALSE,"3067_5_16F"
2018,5,3073,17,"G",2,NA,10,0,NA,"2016",NA,FALSE,"3073_5_17G"
2018,5,3074,11,"C",1,NA,13,0,NA,"2017",NA,FALSE,"3074_5_11C"
2018,5,3093,14,"A",3,NA,17,1,"2.8","2017",NA,FALSE,"3093_5_14A"
2018,5,3095,14,"B",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3095_5_14B"
2018,5,3105,1,"J",4,NA,12.5,1,"1.8","2016",NA,FALSE,"3105_5_1J"
2018,5,3106,17,"E",1,NA,14,0,NA,"2017",NA,FALSE,"3106_5_17E"
2018,5,3108,1,"I",1,NA,11.5,1,"1","2017",NA,FALSE,"3108_5_1I"
2018,5,3109,12,"F",2,NA,13,0,"0","2017",NA,FALSE,"3109_5_12F"
2018,5,3120,7,"G",2,NA,11.5,0,NA,"2016",NA,FALSE,"3120_5_7G"
2018,5,3124,16,"D",3,NA,13,1,"2.5","2016",NA,FALSE,"3124_5_16D"
2018,5,3125,3,"I",1,NA,8,0,NA,"2017",NA,FALSE,"3125_5_3I"
2018,5,3135,18,"D",2,NA,11.5,1,"4.5","2016",NA,FALSE,"3135_5_18D"
2018,5,3144,14,"J",2,NA,9.5,0,NA,"2017",NA,FALSE,"3144_5_14J"
2018,5,3148,2,"C",1,NA,11,1,"2.25","2017",NA,FALSE,"3148_5_2C"
2018,5,3152,1,"G",1,NA,10.5,0,NA,"2017",NA,FALSE,"3152_5_1G"
2018,5,3153,14,"D",1,NA,11.5,0,NA,"2017",NA,FALSE,"3153_5_14D"
2018,5,3161,2,"F",3,NA,12,1,"1.5","2017",NA,FALSE,"3161_5_2F"
2018,5,3170,9,"D",2,NA,16,0,NA,"2016",NA,FALSE,"3170_5_9D"
2018,5,3174,10,"I",2,NA,13.5,0,NA,"2016",NA,FALSE,"3174_5_10I"
2018,5,3178,18,"E",4,NA,17,2,"3.3","2016",NA,FALSE,"3178_5_18E"
2018,5,3180,17,"B",3,NA,7,1,"2","2016",NA,FALSE,"3180_5_17B"
2018,5,3180,18,"C",3,NA,7.5,1,"1.9","2016",NA,FALSE,"3180_5_18C"
2018,5,3184,11,"E",2,NA,17,1,"3","2016",NA,FALSE,"3184_5_11E"
2018,5,3186,15,"G",2,NA,15,0,NA,"2016",NA,FALSE,"3186_5_15G"
2018,5,3191,6,"E",1,NA,14,0,NA,"2016",NA,FALSE,"3191_5_6E"
2018,5,3192,4,"C",3,NA,11,1,"2.8","2016",NA,FALSE,"3192_5_4C"
2018,5,3193,3,"B",5,NA,25.5,1,"4","2016",NA,FALSE,"3193_5_3B"
2018,5,3194,3,"C",2,NA,12,0,NA,"2016",NA,FALSE,"3194_5_3C"
2018,5,3195,1,"A",4,NA,18.5,2,"3","?",NA,FALSE,"3195_5_1A"
2018,5,3196,4,"D",3,NA,12.5,1,NA,"2016",NA,FALSE,"3196_5_4D"
2018,5,3197,3,"A",5,NA,14,1,"2.75","2016",NA,FALSE,"3197_5_3A"
2018,5,3198,9,"B",0,NA,NA,NA,NA,"2016",NA,FALSE,"3198_5_9B"
2018,5,3199,4,"B",4,NA,12.5,2,"3.5","2016",NA,FALSE,"3199_5_4B"
2018,5,3200,4,"F",1,NA,9,0,NA,"2016",NA,FALSE,"3200_5_4F"
2018,5,3328,0,"H",2,NA,12.5,1,"3.8","2016",NA,FALSE,"3328_5_0H"
2018,5,3329,10,"H",2,NA,7.5,0,NA,"2017",NA,FALSE,"3329_5_10H"
2018,5,3330,9,"B",1,NA,8,0,NA,"2016",NA,FALSE,"3330_5_9B"
2018,5,3331,13,"E",0,NA,NA,NA,NA,"2017",NA,FALSE,"3331_5_13E"
2018,5,3334,18,"C",3,NA,10.5,1,"2.5","2016",NA,FALSE,"3334_5_18C"
2018,5,3338,3,"I",3,NA,11,0,NA,"2017",NA,FALSE,"3338_5_3I"
2018,5,3342,17,"B",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3342_5_17B"
2018,5,3343,13,"C",1,NA,13,0,"0","2016",NA,FALSE,"3343_5_13C"
2018,5,3361,13,"A",2,NA,12.5,0,"0","2017",NA,FALSE,"3361_5_13A"
2018,5,3362,10,"F",3,NA,5,0,NA,"2016",NA,FALSE,"3362_5_10F"
2018,5,3363,8,"E",0,NA,NA,NA,NA,"2016",NA,FALSE,"3363_5_8E"
2018,5,3464,3,"A",1,NA,11,0,NA,"2018",NA,FALSE,"3464_5_3A"
2018,5,3465,4,"C",2,NA,16.5,1,"2.25","2018",NA,FALSE,"3465_5_4C"
2018,5,3466,4,"B",1,NA,9,0,NA,"2018",NA,FALSE,"3466_5_4B"
2018,5,3467,0,"H",3,NA,16,1,"3","2018",NA,FALSE,"3467_5_0H"
2018,5,3468,1,"J",3,NA,11.5,1,"2.25","2018",NA,FALSE,"3468_5_1J"
2018,5,3469,3,"H",3,NA,10,0,NA,"2018",NA,FALSE,"3469_5_3H"
2018,5,3470,13,"I",2,NA,10,0,NA,"2018",NA,FALSE,"3470_5_13I"
2018,5,3471,11,"D",1,NA,13.5,0,NA,"2018",NA,FALSE,"3471_5_11D"
2018,5,3472,14,"B",1,NA,8,0,NA,"2018",NA,FALSE,"3472_5_14B"
2018,5,3473,18,"G",1,NA,14,0,NA,"2018",NA,FALSE,"3473_5_18G"
2018,5,3474,18,"A",2,NA,12.5,1,"2.7","2018",NA,FALSE,"3474_5_18A"
2018,5,3508,2,"I",2,NA,9,0,NA,"2017",NA,FALSE,"3508_5_2I"
2018,5,3516,12,"C",5,NA,9,0,NA,"2017",NA,FALSE,"3516_5_12C"
2018,5,3538,13,"C",0,NA,NA,NA,NA,"2017",NA,FALSE,"3538_5_13C"
2018,5,3546,9,"F",0,NA,NA,NA,NA,"2017",NA,FALSE,"3546_5_9F"
2018,5,3560,3,"B",2,NA,9,1,"1.5","2017",NA,FALSE,"3560_5_3B"
2018,5,3566,13,"H",1,NA,10,0,NA,"2017",NA,FALSE,"3566_5_13H"
2018,5,3577,13,"G",1,NA,11,0,NA,"2017",NA,FALSE,"3577_5_13G"
2018,5,3592,7,"J",3,NA,16,1,"3.4","2016",NA,FALSE,"3592_5_7J"
2018,5,3615,11,"J",3,NA,20,1,"3.7","2017",NA,FALSE,"3615_5_11J"
2018,5,3622,5,"D",1,NA,7.5,0,NA,"2017",NA,FALSE,"3622_5_5D"
2018,5,3640,5,"G",1,NA,7,0,NA,"2017",NA,FALSE,"3640_5_5G"
2018,5,3644,8,"H",1,NA,9.5,0,NA,"2017",NA,FALSE,"3644_5_8H"
2018,5,3649,11,"A",2,NA,18,1,"3","2017",NA,FALSE,"3649_5_11A"
2018,5,3663,19,"I",1,NA,6.5,0,NA,"2016",NA,FALSE,"3663_5_19I"
2018,5,3677,13,"G",1,NA,9,0,NA,"?",NA,FALSE,"3677_5_13G"
2018,5,3679,17,"F",2,NA,14,0,NA,"2016",NA,FALSE,"3679_5_17F"
2018,5,3684,7,"E",1,NA,9,0,NA,"2017",NA,FALSE,"3684_5_7E"
2018,5,3685,18,"B",5,NA,11,4,"3.2","2016",NA,FALSE,"3685_5_18B"
2018,5,3697,16,"G",3,NA,9,1,"2","2017",NA,FALSE,"3697_5_16G"
2018,5,3706,5,"I",1,NA,9,0,NA,"2017",NA,FALSE,"3706_5_5I"
2018,5,3708,6,"F",2,NA,9.5,0,NA,"2017",NA,FALSE,"3708_5_6F"
2018,5,3710,14,"H",0,NA,NA,NA,NA,"2016",NA,FALSE,"3710_5_14H"
2018,5,3713,19,"F",1,NA,11,0,NA,"2016",NA,FALSE,"3713_5_19F"
2018,5,3714,7,"G",1,NA,13.5,0,NA,"2017",NA,FALSE,"3714_5_7G"
2018,5,3803,8,"A",1,NA,7,0,NA,"2017",NA,FALSE,"3803_5_8A"
2018,5,3807,11,"H",1,NA,14,0,NA,"2017",NA,FALSE,"3807_5_11H"
2018,5,3810,8,"B",1,NA,12,0,NA,"2017",NA,FALSE,"3810_5_8B"
2018,5,3811,16,"J",1,NA,16,1,"2.5","2017",NA,FALSE,"3811_5_16J"
2018,5,3817,17,"H",1,NA,10.5,0,NA,"2017",NA,FALSE,"3817_5_17H"
2018,5,3820,3,"C",2,NA,14.5,1,"1.5","2017",NA,FALSE,"3820_5_3C"
2018,5,3827,11,"C",0,NA,NA,NA,NA,"2017",NA,FALSE,"3827_5_11C"
2018,5,3833,16,"B",1,NA,8.5,0,NA,"2016",NA,FALSE,"3833_5_16B"
2018,5,3836,9,"C",2,NA,8,0,NA,"2016",NA,FALSE,"3836_5_9C"
2018,5,3869,18,"E",1,NA,17,0,NA,"2016",NA,FALSE,"3869_5_18E"
2018,5,3877,3,"J",1,NA,8,0,NA,"2016",NA,FALSE,"3877_5_3J"
2018,5,3888,17,"I",2,NA,10,1,"1.7","2017",NA,FALSE,"3888_5_17I"
2018,5,3896,10,"F",1,NA,12,0,NA,"2017",NA,FALSE,"3896_5_10F"
2018,5,3907,16,"B",0,NA,NA,NA,NA,"2017",NA,FALSE,"3907_5_16B"
2018,5,3941,7,"B",1,NA,10.5,0,NA,"2017",NA,FALSE,"3941_5_7B"
2018,5,3984,15,"H",2,NA,9,0,NA,"2016",NA,FALSE,"3984_5_15H"
2018,5,3987,3,"H",2,NA,11.5,0,NA,"2016",NA,FALSE,"3987_5_3H"
2018,5,3988,14,"C",4,NA,14,1,"2","2016",NA,FALSE,"3988_5_14C"
2018,5,3998,3,"H",1,NA,14.5,0,NA,"2016",NA,FALSE,"3998_5_3H"
2018,6,3005,18,"E",2,NA,16,1,"2.3","2016",NA,FALSE,"3005_6_18E"
2018,6,3008,4,"J",2,NA,12.5,0,NA,"2016",NA,FALSE,"3008_6_4J"
2018,6,3070,4,"G",5,NA,19.5,2,"3.8","2016",NA,FALSE,"3070_6_4G"
2018,6,3136,16,"B",2,NA,18,1,"2.3","2016",NA,FALSE,"3136_6_16B"
2018,6,3140,18,"F",6,NA,13.5,1,"0.7","2016",NA,FALSE,"3140_6_18F"
2018,6,3141,15,"E",1,NA,12,0,NA,"2016",NA,FALSE,"3141_6_15E"
2018,6,3142,19,"D",3,NA,13,1,"2","2016",NA,FALSE,"3142_6_19D"
2018,6,3164,13,"A",1,NA,10,0,NA,"2017",NA,FALSE,"3164_6_13A"
2018,6,3173,18,"F",0,NA,NA,NA,NA,"2016",NA,FALSE,"3173_6_18F"
2018,6,3179,5,"E",5,NA,19.5,1,"3.9","2017",NA,FALSE,"3179_6_5E"
2018,6,3319,11,"A",6,NA,18,1,"2.4","2017",NA,FALSE,"3319_6_11A"
2018,6,3345,12,"D",1,NA,16.5,0,NA,"2016","fixed ycoor (was C)",TRUE,"3345_6_12D"
2018,6,3358,12,"D",4,NA,20,1,"3.5","2017",NA,FALSE,"3358_6_12D"
2018,6,3360,12,"C",8,NA,20.5,3,"3.4","2016",NA,FALSE,"3360_6_12C"
2018,6,3372,14,"G",2,NA,14,1,"3.8","2017",NA,FALSE,"3372_6_14G"
2018,6,3373,14,"H",2,NA,19,0,NA,"2017",NA,FALSE,"3373_6_14H"
2018,6,3374,18,"H",3,NA,15,0,NA,"2017",NA,FALSE,"3374_6_18H"
2018,6,3400,8,"E",4,NA,17.5,1,"3","2017",NA,FALSE,"3400_6_8E"
2018,6,3454,15,"H",1,NA,10.5,0,NA,"2018",NA,FALSE,"3454_6_15H"
2018,6,3455,11,"D",2,NA,6,0,NA,"2018",NA,FALSE,"3455_6_11D"
2018,6,3456,13,"B",3,NA,22,0,NA,"2018",NA,FALSE,"3456_6_13B"
2018,6,3518,10,"I",5,NA,23,2,"4","2017",NA,FALSE,"3518_6_10I"
2018,6,3541,18,"A",2,NA,15,0,NA,"2017",NA,FALSE,"3541_6_18A"
2018,6,3570,19,"F",1,NA,13,0,NA,"2016",NA,FALSE,"3570_6_19F"
2018,6,3601,12,"B",2,NA,20.5,0,NA,"2017",NA,FALSE,"3601_6_12B"
2018,6,3630,16,"I",2,NA,27,2,"5","2016",NA,FALSE,"3630_6_16I"
2018,6,3643,18,"H",7,NA,18,1,"2.8","2016",NA,FALSE,"3643_6_18H"
2018,6,3648,16,"F",5,NA,15,3,"4","2016",NA,FALSE,"3648_6_16F"
2018,6,3669,14,"E",3,NA,15,1,"3.2","2016",NA,FALSE,"3669_6_14E"
2018,6,3825,12,"C",1,NA,16,0,NA,"2016",NA,FALSE,"3825_6_12C"
2018,6,3887,16,"D",3,NA,18,2,"3.7","2017",NA,FALSE,"3887_6_16D"
2018,6,3916,7,"C",2,NA,25,1,"3.2","2016",NA,FALSE,"3916_6_7C"
2018,7,3044,7,"D",4,NA,28,1,"5.2","2016","one ycoor fixed (was NA)",TRUE,"3044_7_7D"
2018,7,3069,1,"C",4,NA,22,2,"2.8","2016",NA,FALSE,"3069_7_1C"
2018,7,3089,5,"I",3,NA,25.5,2,"2.8","2017",NA,FALSE,"3089_7_5I"
2018,7,3100,9,"B",3,NA,22,1,"5.2","2017",NA,FALSE,"3100_7_9B"
2018,7,3131,12,"F",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3131_7_12F"
2018,7,3296,9,"C",5,NA,26,3,"4.8","2016",NA,FALSE,"3296_7_9C"
2018,7,3308,0,"I",2,NA,28.5,1,"5.5","2017",NA,FALSE,"3308_7_0I"
2018,7,3327,1,"H",1,NA,18.5,0,NA,"2017",NA,FALSE,"3327_7_1H"
2018,7,3357,13,"G",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3357_7_13G"
2018,7,3368,7,"I",4,NA,24,2,"2.5","2017",NA,FALSE,"3368_7_7I"
2018,7,3370,2,"A",2,NA,24,1,"3.2","2017",NA,FALSE,"3370_7_2A"
2018,7,3375,3,"C",2,NA,7.5,0,NA,"2017",NA,FALSE,"3375_7_3C"
2018,7,3398,9,"C",1,NA,6,0,"0","2016","tag changed based on 2019 note (was 3396)",TRUE,"3398_7_9C"
2018,7,3443,7,"A",3,NA,32,1,"3.5","2018",NA,FALSE,"3443_7_7A"
2018,7,3446,16,"C",2,NA,8.5,0,NA,"2018",NA,FALSE,"3446_7_16C"
2018,7,3447,15,"D",2,NA,13,0,NA,"2018",NA,FALSE,"3447_7_15D"
2018,7,3450,4,"H",2,NA,21,1,"3.5","2018",NA,FALSE,"3450_7_4H"
2018,7,3452,2,"E",3,NA,19,1,"2.4","2018",NA,FALSE,"3452_7_2E"
2018,7,3453,0,"C",1,NA,27,1,"3","2018",NA,FALSE,"3453_7_0C"
2018,7,3513,13,"C",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3513_7_13C"
2018,7,3636,3,"J",4,NA,31,1,"4.7","2017",NA,FALSE,"3636_7_3J"
2018,7,3688,7,"H",5,NA,23.5,2,"5.7","2016",NA,FALSE,"3688_7_7H"
2018,7,3696,13,"D",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3696_7_13D"
2018,7,3866,10,"B",3,NA,24.5,2,"4.8","2016",NA,FALSE,"3866_7_10B"
2018,7,3874,8,"C",3,NA,33,1,"2.8","2016",NA,FALSE,"3874_7_8C"
2018,7,3915,1,"F",3,NA,17,1,"2.8","2017",NA,FALSE,"3915_7_1F"
2018,7,3981,0,"D",2,NA,19,0,NA,"2017",NA,FALSE,"3981_7_0D"
2018,7,3994,9,"J",4,NA,24,2,"4","2016",NA,FALSE,"3994_7_9J"
2018,9,3059,11,"0.21",2,NA,19,0,NA,"2017",NA,FALSE,"3059_9_110.21"
2018,9,3143,14,"0.95",9,NA,36,2,"3.5","2017",NA,FALSE,"3143_9_140.95"
2018,9,3183,13,"0.19",3,NA,30,1,"4.5","2017",NA,FALSE,"3183_9_130.19"
2018,9,3442,13,"0.08",1,NA,15,0,NA,"2018",NA,FALSE,"3442_9_130.08"
2018,9,3639,11,"0.09",2,NA,23,1,"4.9","2017",NA,FALSE,"3639_9_110.09"
2018,10,3190,1,"B",2,NA,23,1,"3","2016",NA,FALSE,"3190_10_1B"
2018,10,3353,5,"E",1,NA,21,0,NA,"2016",NA,FALSE,"3353_10_5E"
2018,10,3378,5,"D",2,NA,16,1,"3.5","2017",NA,FALSE,"3378_10_5D"
2018,10,3547,4,"F",1,NA,17.5,0,NA,"2016",NA,FALSE,"3547_10_4F"
2018,10,3655,6,"B",3,NA,31,1,"5.3","2017",NA,FALSE,"3655_10_6B"
2018,10,3670,4,"E",0,NA,NA,NA,NA,"2016",NA,FALSE,"3670_10_4E"
2018,12,3002,3,"B",2,NA,12.5,0,NA,"2016",NA,FALSE,"3002_12_3B"
2018,12,3354,15,"G",2,NA,13.5,1,"2","2016",NA,FALSE,"3354_12_15G"
2018,12,3366,15,"D",2,NA,5.5,0,NA,"2017",NA,FALSE,"3366_12_15D"
2018,12,3369,14,"C",1,NA,4,0,NA,"2017",NA,FALSE,"3369_12_14C"
2018,12,3376,16,"E",2,NA,4,0,NA,"2017",NA,FALSE,"3376_12_16E"
2018,12,3386,17,"D",1,NA,5.5,0,NA,"2017",NA,FALSE,"3386_12_17D"
2018,12,3388,18,"E",1,NA,3,0,NA,"2017",NA,FALSE,"3388_12_18E"
2018,12,3394,16,"C",2,NA,5,0,NA,"2017",NA,FALSE,"3394_12_16C"
2018,12,3395,17,"C",1,NA,7,0,NA,"2017",NA,FALSE,"3395_12_17C"
2018,12,3439,14,"G",1,NA,4,0,NA,"2018",NA,FALSE,"3439_12_14G"
2018,12,3444,13,"H",1,NA,5,0,NA,"2018",NA,FALSE,"3444_12_13H"
2018,12,3445,10,"B",1,NA,6,0,NA,"2018",NA,FALSE,"3445_12_10B"
2018,12,3448,6,"F",1,NA,8,0,NA,"2018",NA,FALSE,"3448_12_6F"
2018,12,3449,12,"B",1,NA,5.5,0,NA,"2018",NA,FALSE,"3449_12_12B"
2018,12,3451,17,"D",1,NA,6,0,NA,"2018",NA,FALSE,"3451_12_17D"
2018,12,3536,18,"A",6,NA,14.5,3,"3.2","2016",NA,FALSE,"3536_12_18A"
2018,12,3551,11,"H",1,NA,13,0,NA,"2016",NA,FALSE,"3551_12_11H"
2018,12,3578,15,"A",3,NA,10,1,"2.5","2016",NA,FALSE,"3578_12_15A"
2018,12,3834,15,"C",2,NA,12.5,0,NA,"2016",NA,FALSE,"3834_12_15C"
2018,12,3876,11,"H",1,NA,12,0,NA,"2016",NA,FALSE,"3876_12_11H"
2018,13,3009,17,"J",6,NA,11,2,"3.5","2016",NA,FALSE,"3009_13_17J"
2018,13,3018,10,"G",3,NA,9.5,1,"2.4","2017",NA,FALSE,"3018_13_10G"
2018,13,3023,16,"G",2,NA,12,1,"1.7","2016",NA,FALSE,"3023_13_16G"
2018,13,3027,0,"C",2,NA,14,0,NA,"2016",NA,FALSE,"3027_13_0C"
2018,13,3039,0,"E",3,NA,8,1,"1.6","2016",NA,FALSE,"3039_13_0E"
2018,13,3061,19,"E",1,NA,9.5,0,NA,"2016",NA,FALSE,"3061_13_19E"
2018,13,3079,9,"B",2,NA,5,0,NA,"2016",NA,FALSE,"3079_13_9B"
2018,13,3088,9,"B",4,NA,13,1,"4.5","2016",NA,FALSE,"3088_13_9B"
2018,13,3123,5,"H",10,NA,13.5,4,"2.7","2016",NA,FALSE,"3123_13_5H"
2018,13,3128,13,"H",3,NA,10,0,NA,"2016",NA,FALSE,"3128_13_13H"
2018,13,3142,17,"A",1,NA,9.5,0,NA,"2017","tag changed in 2019 (was 3387)",TRUE,"3142_13_17A"
2018,13,3154,16,"J",6,NA,12.5,2,"3.8","2016",NA,FALSE,"3154_13_16J"
2018,13,3155,5,"A",1,NA,11,0,NA,"2016",NA,FALSE,"3155_13_5A"
2018,13,3164,17,"C",2,NA,14,0,NA,"2017",NA,FALSE,"3164_13_17C"
2018,13,3167,12,"G",1,NA,6.5,0,NA,"2016",NA,FALSE,"3167_13_12G"
2018,13,3178,2,"C",1,NA,8,0,NA,"2017","tag changed in 2019 (was 3387)",TRUE,"3178_13_2C"
2018,13,3187,1,"J",4,NA,14.5,2,"2.5","2016",NA,FALSE,"3187_13_1J"
2018,13,3287,10,"H",0,NA,NA,NA,NA,"2016",NA,FALSE,"3287_13_10H"
2018,13,3333,12,"A",2,NA,12,1,"1.7","2016",NA,FALSE,"3333_13_12A"
2018,13,3336,3,"C",3,NA,9,0,NA,"2016",NA,FALSE,"3336_13_3C"
2018,13,3355,16,"C",NA,NA,NA,NA,NA,"2017",NA,FALSE,"3355_13_16C"
2018,13,3356,15,"G",0,NA,NA,NA,NA,"2016",NA,FALSE,"3356_13_15G"
2018,13,3357,16,"J",2,NA,12.5,1,"2","2017",NA,FALSE,"3357_13_16J"
2018,13,3358,16,"A",2,NA,12.5,0,NA,"2017",NA,FALSE,"3358_13_16A"
2018,13,3359,14,"H",1,NA,10.5,0,NA,"2016",NA,FALSE,"3359_13_14H"
2018,13,3367,3,"H",2,NA,7,1,"1.7","2017",NA,FALSE,"3367_13_3H"
2018,13,3373,13,"J",1,NA,6,0,NA,"2017",NA,FALSE,"3373_13_13J"
2018,13,3375,14,"F",1,NA,11.5,0,NA,"2017",NA,FALSE,"3375_13_14F"
2018,13,3376,16,"F",2,NA,10.5,0,NA,"2017",NA,FALSE,"3376_13_16F"
2018,13,3377,18,"D",2,NA,8,0,NA,"2017",NA,FALSE,"3377_13_18D"
2018,13,3382,5,"C",2,NA,16,1,"3","2017",NA,FALSE,"3382_13_5C"
2018,13,3383,18,"I",1,NA,8.5,0,NA,"2017",NA,FALSE,"3383_13_18I"
2018,13,3384,6,"G",1,NA,9.5,0,NA,"2017",NA,FALSE,"3384_13_6G"
2018,13,3385,16,"D",5,NA,9.5,1,"0.5","2017",NA,FALSE,"3385_13_16D"
2018,13,3388,9,"H",1,NA,7.5,0,NA,"2017",NA,FALSE,"3388_13_9H"
2018,13,3389,16,"D",2,NA,14,0,NA,"2017",NA,FALSE,"3389_13_16D"
2018,13,3390,7,"F",2,NA,7.5,0,NA,"2017",NA,FALSE,"3390_13_7F"
2018,13,3391,7,"G",2,NA,9.5,0,NA,"2017",NA,FALSE,"3391_13_7G"
2018,13,3392,18,"C",1,NA,7,0,NA,"2017",NA,FALSE,"3392_13_18C"
2018,13,3393,18,"C",0,NA,NA,NA,NA,"2017",NA,FALSE,"3393_13_18C"
2018,13,3396,12,"B",1,NA,9.5,0,NA,"2017",NA,FALSE,"3396_13_12B"
2018,13,3397,17,"G",3,NA,10.5,1,"2","2017",NA,FALSE,"3397_13_17G"
2018,13,3400,3,"H",2,NA,9.5,1,"1.6","2017",NA,FALSE,"3400_13_3H"
