"year","plantid","plot","umbel.no","no.seeds","seed.notes","in.seed","phen.umbels","phen.julis","in.phen"
2022,"3930_1",1,3,0,"dead;",TRUE,3,"110; 131; 138",TRUE
2022,"3930_1",1,2,60,";",TRUE,3,"110; 131; 138",TRUE
2022,"3930_1",1,1,66,";",TRUE,3,"110; 131; 138",TRUE
2022,"3935_1",1,2,0,";",TRUE,2,"124; 145",TRUE
2022,"3935_1",1,1,84,";",TRUE,2,"124; 145",TRUE
2022,"7536_1",1,1,68,";",TRUE,1,"131",TRUE
2022,"7562_1",1,1,0,"dead;",TRUE,1,"110",TRUE
2022,"3013_2",2,1,12,"umble nibbled on;",TRUE,1,"131",TRUE
2022,"3155_2",2,1,4,";",TRUE,1,"131",TRUE
2022,"3156_2",2,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3156_2",2,1,70,";",TRUE,2,"117; 138",TRUE
2022,"3157_2",2,3,0,";",TRUE,3,"117; 131; 145",TRUE
2022,"3157_2",2,1,146,";",TRUE,3,"117; 131; 145",TRUE
2022,"3157_2",2,2,98,";",TRUE,3,"117; 131; 145",TRUE
2022,"3159_2",2,1,0,";",TRUE,2,"131; 138",TRUE
2022,"3159_2",2,2,0,";",TRUE,2,"131; 138",TRUE
2022,"3163_2",2,1,30,";",TRUE,1,"138",TRUE
2022,"3164_2",2,1,2,";",TRUE,1,"131",TRUE
2022,"3166_2",2,2,0,";",TRUE,2,"110; 131",TRUE
2022,"3166_2",2,1,22,";",TRUE,2,"110; 131",TRUE
2022,"3167_2",2,2,0,";",TRUE,2,"117; 131",TRUE
2022,"3167_2",2,1,152,";",TRUE,2,"117; 131",TRUE
2022,"3169_2",2,1,108,";",TRUE,2,"117; 138",TRUE
2022,"3169_2",2,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3172_2",2,1,150,";",TRUE,2,"117; 145",TRUE
2022,"3172_2",2,2,0,";",TRUE,2,"117; 145",TRUE
2022,"3175_2",2,1,0,";",TRUE,1,"131",TRUE
2022,"3185_2",2,2,58,";",TRUE,2,"117; 138",TRUE
2022,"3185_2",2,1,20,";",TRUE,2,"117; 138",TRUE
2022,"3190_2",2,1,60,"umble maybe nibbled on;",TRUE,1,"138",TRUE
2022,"3352_2",2,2,0,";",TRUE,2,"131; 145",TRUE
2022,"3352_2",2,1,8,";",TRUE,2,"131; 145",TRUE
2022,"3413_2",2,1,84,";",TRUE,2,"124; 145",TRUE
2022,"3413_2",2,2,0,";",TRUE,2,"124; 145",TRUE
2022,"3477_2",2,1,34,";",TRUE,1,"138",TRUE
2022,"3480_2",2,1,0,";",TRUE,1,"131",TRUE
2022,"3519_2",2,2,0,";",TRUE,2,"110; 131",TRUE
2022,"3519_2",2,1,154,";",TRUE,2,"110; 131",TRUE
2022,"3531_2",2,2,0,";",TRUE,2,"117; 131",TRUE
2022,"3531_2",2,1,114,";",TRUE,2,"117; 131",TRUE
2022,"3550_2",2,1,46,";",TRUE,2,"131; 145",TRUE
2022,"3550_2",2,2,18,";",TRUE,2,"131; 145",TRUE
2022,"3562_2",2,1,0,";",TRUE,1,"138",TRUE
2022,"3597_2",2,3,0,";",TRUE,3,"110; 131; 138",TRUE
2022,"3597_2",2,1,210,";",TRUE,3,"110; 131; 138",TRUE
2022,"3597_2",2,2,94,";",TRUE,3,"110; 131; 138",TRUE
2022,"3703_2",2,2,0,";",TRUE,2,"117; 145",TRUE
2022,"3703_2",2,1,46,";",TRUE,2,"117; 145",TRUE
2022,"3751_2",2,1,58,";",TRUE,2,"117; 145",TRUE
2022,"3751_2",2,2,0,";",TRUE,2,"117; 145",TRUE
2022,"3865_2",2,1,0,";",TRUE,1,"124",TRUE
2022,"3891_2",2,1,2,";",TRUE,1,"131",TRUE
2022,"3015_3",3,1,0,";",TRUE,1,"124",TRUE
2022,"3056_3",3,1,62,";",TRUE,1,"117",TRUE
2022,"3081_3",3,1,58,";",TRUE,1,"138",TRUE
2022,"3304_3",3,1,106,";",TRUE,2,"117; 145",TRUE
2022,"3304_3",3,2,0,";",TRUE,2,"117; 145",TRUE
2022,"3313_3",3,1,78,";",TRUE,1,"138",TRUE
2022,"3349_3",3,2,2,";",TRUE,3,"117; 138; 138",TRUE
2022,"3349_3",3,3,0,"broken off;",TRUE,3,"117; 138; 138",TRUE
2022,"3349_3",3,1,58,";",TRUE,3,"117; 138; 138",TRUE
2022,"3462_3",3,2,142,";",TRUE,3,"110; 117; 124",TRUE
2022,"3462_3",3,1,118,";",TRUE,3,"110; 117; 124",TRUE
2022,"3462_3",3,3,0,";",TRUE,3,"110; 117; 124",TRUE
2022,"3624_3",3,1,48,";",TRUE,1,"138",TRUE
2022,"3651_3",3,1,62,";",TRUE,1,"131",TRUE
2022,"3759_3",3,1,134,";",TRUE,4,"96; 124; 124; 124",TRUE
2022,"3759_3",3,4,0,";",TRUE,4,"96; 124; 124; 124",TRUE
2022,"3759_3",3,3,79,";",TRUE,4,"96; 124; 124; 124",TRUE
2022,"3759_3",3,2,146,";",TRUE,4,"96; 124; 124; 124",TRUE
2022,"3796_3",3,1,0,";",TRUE,1,"124",TRUE
2022,"3797_3",3,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3797_3",3,1,248,";",TRUE,2,"117; 138",TRUE
2022,"3798_3",3,1,0,";",TRUE,1,"124",TRUE
2022,"3799_3",3,1,170,";",TRUE,1,"138",TRUE
2022,"3846_3",3,1,0,"broken off;",TRUE,1,"138",TRUE
2022,"3906_3",3,1,24,";",TRUE,1,"145",TRUE
2022,"7573_3",3,1,14,";",TRUE,1,"124",TRUE
2022,"1411_4",4,1,42,";",TRUE,4,"96; 117; 159; 159",TRUE
2022,"2230_4",4,2,12,";",TRUE,3,"138; 138; 138",TRUE
2022,"2230_4",4,1,12,";",TRUE,3,"138; 138; 138",TRUE
2022,"3007_4",4,1,56,";",TRUE,1,"124",TRUE
2022,"3122_4",4,3,0,";",TRUE,4,"138; 138; 145; 145",TRUE
2022,"3122_4",4,2,18,";",TRUE,4,"138; 138; 145; 145",TRUE
2022,"3122_4",4,1,34,";",TRUE,4,"138; 138; 145; 145",TRUE
2022,"3182_4",4,2,0,";",TRUE,2,"138; 138",TRUE
2022,"3182_4",4,1,126,"some seeds rotting (didn’t count rotting seeds);",TRUE,2,"138; 138",TRUE
2022,"3364_4",4,2,30,";",TRUE,3,"110; 124; 131",TRUE
2022,"3364_4",4,1,128,";",TRUE,3,"110; 124; 131",TRUE
2022,"3364_4",4,3,0,";",TRUE,3,"110; 124; 131",TRUE
2022,"3656_4",4,1,90,";",TRUE,1,"124",TRUE
2022,"3730_4",4,1,140,";",TRUE,1,"124",TRUE
2022,"3787_4",4,1,86,";",TRUE,1,"145",TRUE
2022,"7545_4",4,1,94,";",TRUE,1,"138",TRUE
2022,"7550_4",4,1,30,";",TRUE,2,"110; 131",TRUE
2022,"7550_4",4,2,0,"broken off;",TRUE,2,"110; 131",TRUE
2022,"7591_4",4,1,40,";",TRUE,2,"138; 145",TRUE
2022,"7591_4",4,2,0,";",TRUE,2,"138; 145",TRUE
2022,"3010_5",5,2,0,";",TRUE,2,"110; 131",TRUE
2022,"3010_5",5,1,112,";",TRUE,2,"110; 131",TRUE
2022,"3022_5",5,2,0,";",TRUE,2,"110; 124",TRUE
2022,"3022_5",5,1,104,";",TRUE,2,"110; 124",TRUE
2022,"3067_5",5,2,22,";",TRUE,3,"96; 110; 124",TRUE
2022,"3067_5",5,1,98,";",TRUE,3,"96; 110; 124",TRUE
2022,"3067_5",5,3,0,";",TRUE,3,"96; 110; 124",TRUE
2022,"3074_5",5,3,0,";",TRUE,3,"117; 138; 138",TRUE
2022,"3074_5",5,1,0,";",TRUE,3,"117; 138; 138",TRUE
2022,"3074_5",5,2,0,";",TRUE,3,"117; 138; 138",TRUE
2022,"3093_5",5,1,94,";",TRUE,1,"131",TRUE
2022,"3108_5",5,1,26,";",TRUE,1,"138",TRUE
2022,"3109_5",5,1,50,";",TRUE,2,"117; 138",TRUE
2022,"3109_5",5,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3124_5",5,1,138,";",TRUE,2,"110; 138",TRUE
2022,"3124_5",5,2,0,";",TRUE,2,"110; 138",TRUE
2022,"3125_5",5,1,0,";",TRUE,1,"124",TRUE
2022,"3127_5",5,1,84,";",TRUE,2,"117; 124",TRUE
2022,"3127_5",5,2,66,";",TRUE,2,"117; 124",TRUE
2022,"3135_5",5,1,66,";",TRUE,3,"96; 110; 117",TRUE
2022,"3135_5",5,3,0,";",TRUE,3,"96; 110; 117",TRUE
2022,"3135_5",5,2,12,";",TRUE,3,"96; 110; 117",TRUE
2022,"3148_5",5,1,52,";",TRUE,1,"124",TRUE
2022,"3152_5",5,1,4,";",TRUE,1,"124",TRUE
2022,"3153_5",5,1,0,";",TRUE,1,"131",TRUE
2022,"3161_5",5,2,92,";",TRUE,3,"110; 138; 138",TRUE
2022,"3161_5",5,3,0,";",TRUE,3,"110; 138; 138",TRUE
2022,"3161_5",5,1,78,";",TRUE,3,"110; 138; 138",TRUE
2022,"3178_5",5,2,26,";",TRUE,2,"124; 124",TRUE
2022,"3178_5",5,1,30,";",TRUE,2,"124; 124",TRUE
2022,"3193_5",5,1,38,";",TRUE,1,"145",TRUE
2022,"3196_5",5,2,20,";",TRUE,2,"117; 138",TRUE
2022,"3196_5",5,1,84,";",TRUE,2,"117; 138",TRUE
2022,"3197_5",5,3,6,";",TRUE,4,"117; 124; 138; 138",TRUE
2022,"3197_5",5,2,138,";",TRUE,4,"117; 124; 138; 138",TRUE
2022,"3197_5",5,1,160,";",TRUE,4,"117; 124; 138; 138",TRUE
2022,"3197_5",5,4,14,";",TRUE,4,"117; 124; 138; 138",TRUE
2022,"3198_5",5,1,6,";",TRUE,2,"117; 124",TRUE
2022,"3198_5",5,2,0,";",TRUE,2,"117; 124",TRUE
2022,"3199_5",5,2,2,";",TRUE,2,"117; 138",TRUE
2022,"3199_5",5,1,68,"weird alien stalk;",TRUE,2,"117; 138",TRUE
2022,"3200_5",5,1,80,";",TRUE,3,"110; 117; 124",TRUE
2022,"3200_5",5,3,0,";",TRUE,3,"110; 117; 124",TRUE
2022,"3200_5",5,2,46,";",TRUE,3,"110; 117; 124",TRUE
2022,"3338_5",5,2,0,";",TRUE,2,"110; 124",TRUE
2022,"3338_5",5,1,90,";",TRUE,2,"110; 124",TRUE
2022,"3465_5",5,2,0,";",TRUE,2,"124; 131",TRUE
2022,"3465_5",5,1,56,";",TRUE,2,"124; 131",TRUE
2022,"3473_5",5,2,46,";",TRUE,3,"96; 110; 117",TRUE
2022,"3473_5",5,1,52,";",TRUE,3,"96; 110; 117",TRUE
2022,"3473_5",5,3,0,";",TRUE,3,"96; 110; 117",TRUE
2022,"3476_5",5,1,72,";",TRUE,2,"96; 117",TRUE
2022,"3476_5",5,2,0,";",TRUE,2,"96; 117",TRUE
2022,"3479_5",5,2,0,";",TRUE,2,"110; 131",TRUE
2022,"3479_5",5,1,94,";",TRUE,2,"110; 131",TRUE
2022,"3488_5",5,1,40,";",TRUE,5,"117; 117; 117; 138; 138",TRUE
2022,"3488_5",5,4,76,";",TRUE,5,"117; 117; 117; 138; 138",TRUE
2022,"3488_5",5,5,38,";",TRUE,5,"117; 117; 117; 138; 138",TRUE
2022,"3488_5",5,3,42,";",TRUE,5,"117; 117; 117; 138; 138",TRUE
2022,"3488_5",5,2,102,";",TRUE,5,"117; 117; 117; 138; 138",TRUE
2022,"3499_5",5,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3499_5",5,1,36,";",TRUE,2,"117; 138",TRUE
2022,"3516_5",5,2,0,";",TRUE,2,"124; 131",TRUE
2022,"3516_5",5,1,66,";",TRUE,2,"124; 131",TRUE
2022,"3546_5",5,1,66,";",TRUE,2,"117; 138",TRUE
2022,"3546_5",5,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3560_5",5,1,56,";",TRUE,1,"124",TRUE
2022,"3615_5",5,1,42,";",TRUE,2,"124; 145",TRUE
2022,"3615_5",5,2,22,";",TRUE,2,"124; 145",TRUE
2022,"3644_5",5,1,54,";",TRUE,1,"117",TRUE
2022,"3649_5",5,1,0,";",TRUE,1,"124",TRUE
2022,"3663_5",5,2,0,";",TRUE,2,"110; 138",TRUE
2022,"3663_5",5,1,122,"weird alien stalk;",TRUE,2,"110; 138",TRUE
2022,"3685_5",5,2,30,";",TRUE,3,"110; 110; 138",TRUE
2022,"3685_5",5,1,112,";",TRUE,3,"110; 110; 138",TRUE
2022,"3685_5",5,3,0,";",TRUE,3,"110; 110; 138",TRUE
2022,"3697_5",5,2,0,";",TRUE,2,"110; 124",TRUE
2022,"3697_5",5,1,0,";",TRUE,2,"110; 124",TRUE
2022,"3710_5",5,1,72,";",TRUE,3,"110; 124; 131",TRUE
2022,"3710_5",5,2,34,";",TRUE,3,"110; 124; 131",TRUE
2022,"3710_5",5,3,0,";",TRUE,3,"110; 124; 131",TRUE
2022,"3788_5",5,1,128,";",TRUE,1,"138",TRUE
2022,"3810_5",5,2,46,";",TRUE,3,"117; 124; 145",TRUE
2022,"3810_5",5,1,52,";",TRUE,3,"117; 124; 145",TRUE
2022,"3810_5",5,3,0,";",TRUE,3,"117; 124; 145",TRUE
2022,"3811_5",5,1,0,";",TRUE,1,"124",TRUE
2022,"3820_5",5,1,11,";",TRUE,1,"138",TRUE
2022,"3833_5",5,2,24,";",TRUE,2,"117; 138",TRUE
2022,"3833_5",5,1,56,";",TRUE,2,"117; 138",TRUE
2022,"3869_5",5,1,22,";",TRUE,1,"124",TRUE
2022,"3877_5",5,1,36,";",TRUE,1,"124",TRUE
2022,"3888_5",5,1,0,";",TRUE,1,"110",TRUE
2022,"3896_5",5,2,0,";",TRUE,2,"96; 117",TRUE
2022,"3896_5",5,1,44,";",TRUE,2,"96; 117",TRUE
2022,"3987_5",5,1,6,";",TRUE,1,"117",TRUE
2022,"3988_5",5,1,2,";",TRUE,2,"117; 124",TRUE
2022,"3988_5",5,2,0,";",TRUE,2,"117; 124",TRUE
2022,"5021_5",5,1,18,";",TRUE,3,"96; 117; 117",TRUE
2022,"5021_5",5,2,0,";",TRUE,3,"96; 117; 117",TRUE
2022,"5021_5",5,3,0,";",TRUE,3,"96; 117; 117",TRUE
2022,"5022_5",5,1,0,";",TRUE,1,"117",TRUE
2022,"5026_5",5,2,0,";",TRUE,2,"110; 131",TRUE
2022,"5026_5",5,1,100,";",TRUE,2,"110; 131",TRUE
2022,"5036_5",5,1,36,";",TRUE,2,"117; 124",TRUE
2022,"5036_5",5,2,4,";",TRUE,2,"117; 124",TRUE
2022,"5042_5",5,1,10,";",TRUE,1,"145",TRUE
2022,"5044_5",5,2,0,";",TRUE,2,"117; 117",TRUE
2022,"5044_5",5,1,0,";",TRUE,2,"117; 117",TRUE
2022,"5045_5",5,1,66,";",TRUE,1,"152",TRUE
2022,"7522_5",5,1,60,";",TRUE,1,"145",TRUE
2022,"7526_5",5,1,0,";",TRUE,1,"110",TRUE
2022,"7546_5",5,2,0,";",TRUE,2,"117; 145",TRUE
2022,"7546_5",5,1,8,";",TRUE,2,"117; 145",TRUE
2022,"7555_5",5,1,10,";",TRUE,1,"124",TRUE
2022,"3005_6",6,1,0,";",TRUE,2,"110; 138",TRUE
2022,"3008_6",6,1,112,";",TRUE,1,"145",TRUE
2022,"3070_6",6,3,0,";",TRUE,3,"103; 131; 138",TRUE
2022,"3070_6",6,2,0,";",TRUE,3,"103; 131; 138",TRUE
2022,"3070_6",6,1,0,";",TRUE,3,"103; 131; 138",TRUE
2022,"3136_6",6,3,0,";",TRUE,3,"103; 124; 138",TRUE
2022,"3136_6",6,2,138,";",TRUE,3,"103; 124; 138",TRUE
2022,"3136_6",6,1,140,";",TRUE,3,"103; 124; 138",TRUE
2022,"3140_6",6,2,116,";",TRUE,3,"110; 117; 138",TRUE
2022,"3140_6",6,1,100,"order unknown;",TRUE,3,"110; 117; 138",TRUE
2022,"3140_6",6,3,0,";",TRUE,3,"110; 117; 138",TRUE
2022,"3141_6",6,3,0,";",TRUE,3,"117; 138; 159",TRUE
2022,"3141_6",6,1,148,";",TRUE,3,"117; 138; 159",TRUE
2022,"3141_6",6,2,184,";",TRUE,3,"117; 138; 159",TRUE
2022,"3142_6",6,1,0,";",TRUE,1,"159",TRUE
2022,"3173_6",6,2,116,";",TRUE,4,"110; 131; 145; 145",TRUE
2022,"3173_6",6,3,0,";",TRUE,4,"110; 131; 145; 145",TRUE
2022,"3173_6",6,4,0,";",TRUE,4,"110; 131; 145; 145",TRUE
2022,"3173_6",6,1,103,";",TRUE,4,"110; 131; 145; 145",TRUE
2022,"3179_6",6,1,0,";",TRUE,3,"110; 131; 138",TRUE
2022,"3179_6",6,2,0,";",TRUE,3,"110; 131; 138",TRUE
2022,"3179_6",6,3,0,";",TRUE,3,"110; 131; 138",TRUE
2022,"3319_6",6,2,0,";",TRUE,5,"117; 138; 138; 145; 145",TRUE
2022,"3319_6",6,5,0,";",TRUE,5,"117; 138; 138; 145; 145",TRUE
2022,"3319_6",6,1,0,";",TRUE,5,"117; 138; 138; 145; 145",TRUE
2022,"3319_6",6,4,0,";",TRUE,5,"117; 138; 138; 145; 145",TRUE
2022,"3319_6",6,3,0,";",TRUE,5,"117; 138; 138; 145; 145",TRUE
2022,"3345_6",6,1,148,";",TRUE,,,FALSE
2022,"3345_6",6,2,72,";",TRUE,,,FALSE
2022,"3345_6",6,3,24,";",TRUE,,,FALSE
2022,"3345_6",6,4,0,";",TRUE,,,FALSE
2022,"3345_6",6,5,0,";",TRUE,,,FALSE
2022,"3358_6",6,4,122,";",TRUE,5,"117; 124; 124; 131; 173",TRUE
2022,"3358_6",6,3,182,";",TRUE,5,"117; 124; 124; 131; 173",TRUE
2022,"3358_6",6,1,32,"mini mised previously;",TRUE,5,"117; 124; 124; 131; 173",TRUE
2022,"3358_6",6,2,120,";",TRUE,5,"117; 124; 124; 131; 173",TRUE
2022,"3358_6",6,5,0,";",TRUE,5,"117; 124; 124; 131; 173",TRUE
2022,"3360_6",6,1,186,";",TRUE,2,"117; 138",TRUE
2022,"3360_6",6,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3372_6",6,1,62,";",TRUE,1,"145",TRUE
2022,"3374_6",6,1,40,";",TRUE,1,"124",TRUE
2022,"3400_6",6,1,158,";",TRUE,1,"159",TRUE
2022,"3466_6",6,2,140,";",TRUE,3,"131; 145; 145",TRUE
2022,"3466_6",6,1,120,";",TRUE,3,"131; 145; 145",TRUE
2022,"3466_6",6,3,0,";",TRUE,3,"131; 145; 145",TRUE
2022,"3489_6",6,1,94,";",TRUE,1,"145",TRUE
2022,"3518_6",6,2,82,";",TRUE,3,"117; 138; 145",TRUE
2022,"3518_6",6,1,60,";",TRUE,3,"117; 138; 145",TRUE
2022,"3518_6",6,3,18,";",TRUE,3,"117; 138; 145",TRUE
2022,"3630_6",6,1,160,";",TRUE,3,"110; 131; 131",TRUE
2022,"3630_6",6,2,148,";",TRUE,3,"110; 131; 131",TRUE
2022,"3630_6",6,3,0,";",TRUE,3,"110; 131; 131",TRUE
2022,"3643_6",6,1,84,";",TRUE,3,"131; 145; 145",TRUE
2022,"3643_6",6,3,0,";",TRUE,3,"131; 145; 145",TRUE
2022,"3643_6",6,2,26,";",TRUE,3,"131; 145; 145",TRUE
2022,"3648_6",6,3,0,";",TRUE,4,"117; 145; 145; 145",TRUE
2022,"3648_6",6,2,0,";",TRUE,4,"117; 145; 145; 145",TRUE
2022,"3648_6",6,1,32,";",TRUE,4,"117; 145; 145; 145",TRUE
2022,"3648_6",6,4,90,";",TRUE,4,"117; 145; 145; 145",TRUE
2022,"3669_6",6,1,100,";",TRUE,3,"117; 131; 138",TRUE
2022,"3669_6",6,3,0,";",TRUE,3,"117; 131; 138",TRUE
2022,"3669_6",6,2,86,";",TRUE,3,"117; 131; 138",TRUE
2022,"3725_6",6,3,0,";",TRUE,3,"117; 131; 138",TRUE
2022,"3725_6",6,2,70,";",TRUE,3,"117; 131; 138",TRUE
2022,"3725_6",6,1,34,";",TRUE,3,"117; 131; 138",TRUE
2022,"3729_6",6,1,134,";",TRUE,2,"124; 131",TRUE
2022,"3729_6",6,2,0,";",TRUE,2,"124; 131",TRUE
2022,"3733_6",6,1,144,";",TRUE,2,"117; 145",TRUE
2022,"3733_6",6,2,0,";",TRUE,2,"117; 145",TRUE
2022,"3743_6",6,2,0,";",TRUE,2,"138; 145",TRUE
2022,"3743_6",6,1,68,";",TRUE,2,"138; 145",TRUE
2022,"3773_6",6,1,18,";",TRUE,2,"124; 145",TRUE
2022,"3773_6",6,2,0,";",TRUE,2,"124; 145",TRUE
2022,"3777_6",6,1,104,";",TRUE,2,"117; 138",TRUE
2022,"3777_6",6,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3789_6",6,1,0,";",TRUE,1,"138",TRUE
2022,"3887_6",6,3,4,";",TRUE,3,"124; 131; 131",TRUE
2022,"3887_6",6,1,114,";",TRUE,3,"124; 131; 131",TRUE
2022,"3887_6",6,2,112,";",TRUE,3,"124; 131; 131",TRUE
2022,"3955_6",6,1,24,";",TRUE,1,"145",TRUE
2022,"7587_6",6,2,84,";",TRUE,2,"131; 145",TRUE
2022,"7587_6",6,1,102,";",TRUE,2,"131; 145",TRUE
2022,"3044_7",7,1,50,";",TRUE,2,"117; 138",TRUE
2022,"3044_7",7,2,0,";",TRUE,2,"117; 138",TRUE
2022,"3089_7",7,2,0,";",TRUE,2,"110; 124",TRUE
2022,"3089_7",7,1,92,";",TRUE,2,"110; 124",TRUE
2022,"3100_7",7,1,2,";",TRUE,1,"124",TRUE
2022,"3298_7",7,1,26,";",TRUE,2,"110; 124",TRUE
2022,"3368_7",7,1,20,";",TRUE,1,"145",TRUE
2022,"3370_7",7,1,0,";",TRUE,1,"152",TRUE
2022,"3375_7",7,2,0,";",TRUE,2,"117; 124",TRUE
2022,"3375_7",7,1,0,";",TRUE,2,"117; 124",TRUE
2022,"3401_7",7,1,36,";",TRUE,1,"138",TRUE
2022,"3403_7",7,1,0,";",TRUE,1,"152",TRUE
2022,"3406_7",7,1,0,";",TRUE,1,"138",TRUE
2022,"3408_7",7,1,0,";",TRUE,1,"138",TRUE
2022,"3443_7",7,1,0,";",TRUE,1,"117",TRUE
2022,"3446_7",7,1,4,";",TRUE,2,"103; 110",TRUE
2022,"3446_7",7,2,0,";",TRUE,2,"103; 110",TRUE
2022,"3450_7",7,2,2,";",TRUE,3,"96; 124; 124",TRUE
2022,"3450_7",7,3,0,";",TRUE,3,"96; 124; 124",TRUE
2022,"3450_7",7,1,136,";",TRUE,3,"96; 124; 124",TRUE
2022,"3452_7",7,1,114,";",TRUE,4,"110; 124; 124; 131",TRUE
2022,"3452_7",7,3,0,";",TRUE,4,"110; 124; 124; 131",TRUE
2022,"3452_7",7,4,0,";",TRUE,4,"110; 124; 124; 131",TRUE
2022,"3452_7",7,2,26,";",TRUE,4,"110; 124; 124; 131",TRUE
2022,"3453_7",7,4,0,";",TRUE,4,"124; 131; 152; 152",TRUE
2022,"3453_7",7,2,26,";",TRUE,4,"124; 131; 152; 152",TRUE
2022,"3453_7",7,1,76,";",TRUE,4,"124; 131; 152; 152",TRUE
2022,"3453_7",7,3,22,";",TRUE,4,"124; 131; 152; 152",TRUE
2022,"3688_7",7,2,0,";",TRUE,2,"131; 138",TRUE
2022,"3688_7",7,1,0,";",TRUE,2,"131; 138",TRUE
2022,"3874_7",7,1,64,";",TRUE,2,"117; 138",TRUE
2022,"3886_7",7,2,0,";",TRUE,2,"110; 138",TRUE
2022,"3886_7",7,1,90,";",TRUE,2,"110; 138",TRUE
2022,"3981_7",7,2,0,";",TRUE,2,"110; 138",TRUE
2022,"3981_7",7,1,0,";",TRUE,2,"110; 138",TRUE
2022,"3994_7",7,4,0,";",TRUE,5,"117; 117; 138; 138; 138",TRUE
2022,"3994_7",7,1,134,";",TRUE,5,"117; 117; 138; 138; 138",TRUE
2022,"3994_7",7,5,0,";",TRUE,5,"117; 117; 138; 138; 138",TRUE
2022,"3994_7",7,3,0,";",TRUE,5,"117; 117; 138; 138; 138",TRUE
2022,"3994_7",7,2,150,";",TRUE,5,"117; 117; 138; 138; 138",TRUE
2022,"5032_7",7,1,0,";",TRUE,2,"96; 138",TRUE
2022,"5032_7",7,2,0,";",TRUE,2,"96; 138",TRUE
2022,"5037_7",7,1,0,";",TRUE,1,"152",TRUE
2022,"5040_7",7,1,0,";",TRUE,1,"152",TRUE
2022,"5047_7",7,1,44,";",TRUE,2,"117; 131",TRUE
2022,"5047_7",7,2,0,";",TRUE,2,"117; 131",TRUE
2022,"5048_7",7,1,2,";",TRUE,1,"138",TRUE
2022,"5049_7",7,1,80,";",TRUE,2,"110; 131",TRUE
2022,"5049_7",7,2,0,";",TRUE,2,"110; 131",TRUE
2022,"5050_7",7,1,32,";",TRUE,1,"145",TRUE
2022,"5051_7",7,1,118,";",TRUE,2,"124; 138",TRUE
2022,"5051_7",7,2,0,";",TRUE,2,"124; 138",TRUE
2022,"5053_7",7,1,0,";",TRUE,1,"138",TRUE
2022,"5054_7",7,1,36,";",TRUE,1,"138",TRUE
2022,"5056_7",7,2,0,";",TRUE,2,"152; 152",TRUE
2022,"5056_7",7,1,0,";",TRUE,2,"152; 152",TRUE
2022,"7544_7",7,1,0,";",TRUE,1,"131",TRUE
2022,"3190_10",10,1,132,";",TRUE,2,"117; 117",TRUE
2022,"3190_10",10,2,0,";",TRUE,2,"117; 117",TRUE
2022,"3353_10",10,1,114,";",TRUE,2,"103; 124",TRUE
2022,"3353_10",10,2,0,";",TRUE,2,"103; 124",TRUE
2022,"3547_10",10,1,28,";",TRUE,1,"117",TRUE
2022,"3655_10",10,2,0,";",TRUE,2,"103; 110",TRUE
2022,"3655_10",10,1,236,";",TRUE,2,"103; 110",TRUE
2022,"3002_12",12,1,98,";",TRUE,3,"124; 138; 138",TRUE
2022,"3002_12",12,3,6,";",TRUE,3,"124; 138; 138",TRUE
2022,"3002_12",12,2,64,";",TRUE,3,"124; 138; 138",TRUE
2022,"3129_12",12,2,0,";",TRUE,2,"110; 131",TRUE
2022,"3129_12",12,1,368,"weird twisting stalk, hard to count seends;",TRUE,2,"110; 131",TRUE
2022,"3131_12",12,1,42,";",TRUE,1,"131",TRUE
2022,"3135_12",12,1,82,";",TRUE,3,"117; 131; 131",TRUE
2022,"3135_12",12,3,0,";",TRUE,3,"117; 131; 131",TRUE
2022,"3135_12",12,2,84,";",TRUE,3,"117; 131; 131",TRUE
2022,"3137_12",12,1,48,";",TRUE,1,"138",TRUE
2022,"3145_12",12,1,92,";",TRUE,1,"138",TRUE
2022,"3395_12",12,1,82,";",TRUE,3,"110; 138; 138",TRUE
2022,"3395_12",12,3,0,";",TRUE,3,"110; 138; 138",TRUE
2022,"3395_12",12,2,86,";",TRUE,3,"110; 138; 138",TRUE
2022,"3413_12",12,1,102,";",TRUE,1,"152",TRUE
2022,"3423_12",12,2,118,";",TRUE,3,"138; 145; 145",TRUE
2022,"3423_12",12,1,100,";",TRUE,3,"138; 145; 145",TRUE
2022,"3423_12",12,3,86,";",TRUE,3,"138; 145; 145",TRUE
2022,"3445_12",12,1,6,";",TRUE,1,"138",TRUE
2022,"3449_12",12,1,30,";",TRUE,2,"131; 145",TRUE
2022,"3449_12",12,2,16,";",TRUE,2,"131; 145",TRUE
2022,"3451_12",12,3,0,";",TRUE,3,"131; 145; 152",TRUE
2022,"3451_12",12,1,112,";",TRUE,3,"131; 145; 152",TRUE
2022,"3451_12",12,2,116,";",TRUE,3,"131; 145; 152",TRUE
2022,"3536_12",12,3,0,";",TRUE,3,"117; 124; 131",TRUE
2022,"3536_12",12,2,0,";",TRUE,3,"117; 124; 131",TRUE
