"size.prev","size.cur","trt","p.size.cur","perturb.param","orig.par.val"
1.9,5.2,"drought",6.65845520814958e-05,"grow_int",2.54239262635616
2,5.2,"drought",7.91153866727917e-05,"grow_int",2.54239262635616
2.1,5.2,"drought",9.3770525760837e-05,"grow_int",2.54239262635616
2.2,5.2,"drought",0.000110866239903804,"grow_int",2.54239262635616
2.3,5.2,"drought",0.000130758303842346,"grow_int",2.54239262635616
2.4,5.2,"drought",0.000153845716866963,"grow_int",2.54239262635616
2.5,5.2,"drought",0.000180574589190257,"grow_int",2.54239262635616
2.6,5.2,"drought",0.000211442172237256,"grow_int",2.54239262635616
2.7,5.2,"drought",0.000247001004940487,"grow_int",2.54239262635616
2.8,5.2,"drought",0.000287863141810551,"grow_int",2.54239262635616
2.9,5.2,"drought",0.000334704421787558,"grow_int",2.54239262635616
3,5.2,"drought",0.000388268729719974,"grow_int",2.54239262635616
3.1,5.2,"drought",0.000449372194838735,"grow_int",2.54239262635616
3.2,5.2,"drought",0.00051890726288773,"grow_int",2.54239262635616
3.3,5.2,"drought",0.000597846570747959,"grow_int",2.54239262635616
3.4,5.2,"drought",0.000687246544582897,"grow_int",2.54239262635616
3.5,5.2,"drought",0.000788250634886716,"grow_int",2.54239262635616
3.6,5.2,"drought",0.000902092094505053,"grow_int",2.54239262635616
3.7,5.2,"drought",0.00103009619890694,"grow_int",2.54239262635616
3.8,5.2,"drought",0.00117368180192067,"grow_int",2.54239262635616
3.9,5.2,"drought",0.0013343621150231,"grow_int",2.54239262635616
4,5.2,"drought",0.00151374459432031,"grow_int",2.54239262635616
4.1,5.2,"drought",0.00171352981681331,"grow_int",2.54239262635616
4.2,5.2,"drought",0.00193550922664476,"grow_int",2.54239262635616
4.3,5.2,"drought",0.00218156163300678,"grow_int",2.54239262635616
4.4,5.2,"drought",0.00245364834448551,"grow_int",2.54239262635616
4.5,5.2,"drought",0.00275380683003707,"grow_int",2.54239262635616
4.6,5.2,"drought",0.00308414280472587,"grow_int",2.54239262635616
4.7,5.2,"drought",0.00344682064897284,"grow_int",2.54239262635616
4.8,5.2,"drought",0.00384405208348714,"grow_int",2.54239262635616
4.9,5.2,"drought",0.00427808303837458,"grow_int",2.54239262635616
5,5.2,"drought",0.00475117867416637,"grow_int",2.54239262635616
5.1,5.2,"drought",0.00526560653466876,"grow_int",2.54239262635616
5.2,5.2,"drought",0.0058236178365156,"grow_int",2.54239262635616
5.3,5.2,"drought",0.00642742692795655,"grow_int",2.54239262635616
5.4,5.2,"drought",0.00707918897951161,"grow_int",2.54239262635616
5.5,5.2,"drought",0.00778097600136307,"grow_int",2.54239262635616
5.6,5.2,"drought",0.00853475131636878,"grow_int",2.54239262635616
5.7,5.2,"drought",0.00934234265290594,"grow_int",2.54239262635616
5.8,5.2,"drought",0.0102054140578758,"grow_int",2.54239262635616
5.9,5.2,"drought",0.0111254368665131,"grow_int",2.54239262635616
6,5.2,"drought",0.0121036600015052,"grow_int",2.54239262635616
0.5,5.3,"drought",2.14594424134433e-06,"grow_int",2.54239262635616
0.6,5.3,"drought",2.6669901905455e-06,"grow_int",2.54239262635616
0.7,5.3,"drought",3.30521625653744e-06,"grow_int",2.54239262635616
0.8,5.3,"drought",4.08472869174649e-06,"grow_int",2.54239262635616
0.9,5.3,"drought",5.03409189945743e-06,"grow_int",2.54239262635616
1,5.3,"drought",6.1870500148624e-06,"grow_int",2.54239262635616
1.1,5.3,"drought",7.58334583233136e-06,"grow_int",2.54239262635616
1.2,5.3,"drought",9.2696467955682e-06,"grow_int",2.54239262635616
1.3,5.3,"drought",1.13005881561939e-05,"grow_int",2.54239262635616
1.4,5.3,"drought",1.37399437006326e-05,"grow_int",2.54239262635616
1.5,5.3,"drought",1.66619346198592e-05,"grow_int",2.54239262635616
1.6,5.3,"drought",2.01526871239202e-05,"grow_int",2.54239262635616
1.7,5.3,"drought",2.43118492530645e-05,"grow_int",2.54239262635616
1.8,5.3,"drought",2.92543769774942e-05,"grow_int",2.54239262635616
1.9,5.3,"drought",3.5112499073982e-05,"grow_int",2.54239262635616
2,5.3,"drought",4.20378693842521e-05,"grow_int",2.54239262635616
2.1,5.3,"drought",5.02039138605741e-05,"grow_int",2.54239262635616
2.2,5.3,"drought",5.98083782517377e-05,"grow_int",2.54239262635616
2.3,5.3,"drought",7.10760803414149e-05,"grow_int",2.54239262635616
2.4,5.3,"drought",8.42618682863533e-05,"grow_int",2.54239262635616
2.5,5.3,"drought",9.96537837821685e-05,"grow_int",2.54239262635616
2.6,5.3,"drought",0.000117576425481866,"grow_int",2.54239262635616
2.7,5.3,"drought",0.000138394504284157,"grow_int",2.54239262635616
2.8,5.3,"drought",0.000162516577779425,"grow_int",2.54239262635616
2.9,5.3,"drought",0.000190398946283563,"grow_int",2.54239262635616
3,5.3,"drought",0.000222549687506399,"grow_int",2.54239262635616
3.1,5.3,"drought",0.000259532801006442,"grow_int",2.54239262635616
3.2,5.3,"drought",0.000301972427204671,"grow_int",2.54239262635616
3.3,5.3,"drought",0.000350557098909467,"grow_int",2.54239262635616
3.4,5.3,"drought",0.000406043976101251,"grow_int",2.54239262635616
3.5,5.3,"drought",0.000469263007215113,"grow_int",2.54239262635616
3.6,5.3,"drought",0.000541120952437582,"grow_int",2.54239262635616
3.7,5.3,"drought",0.000622605196713832,"grow_int",2.54239262635616
3.8,5.3,"drought",0.000714787272377932,"grow_int",2.54239262635616
3.9,5.3,"drought",0.000818826003724667,"grow_int",2.54239262635616
4,5.3,"drought",0.000935970178609339,"grow_int",2.54239262635616
4.1,5.3,"drought",0.00106756064548224,"grow_int",2.54239262635616
4.2,5.3,"drought",0.00121503172834324,"grow_int",2.54239262635616
4.3,5.3,"drought",0.00137991184715926,"grow_int",2.54239262635616
4.4,5.3,"drought",0.0015638232275531,"grow_int",2.54239262635616
4.5,5.3,"drought",0.00176848058128359,"grow_int",2.54239262635616
4.6,5.3,"drought",0.00199568863843243,"grow_int",2.54239262635616
4.7,5.3,"drought",0.00224733841352819,"grow_int",2.54239262635616
4.8,5.3,"drought",0.00252540209129906,"grow_int",2.54239262635616
4.9,5.3,"drought",0.00283192642356341,"grow_int",2.54239262635616
5,5.3,"drought",0.00316902453713045,"grow_int",2.54239262635616
5.1,5.3,"drought",0.00353886606364906,"grow_int",2.54239262635616
5.2,5.3,"drought",0.00394366551623568,"grow_int",2.54239262635616
5.3,5.3,"drought",0.00438566885450644,"grow_int",2.54239262635616
5.4,5.3,"drought",0.00486713819936451,"grow_int",2.54239262635616
5.5,5.3,"drought",0.00539033468151485,"grow_int",2.54239262635616
5.6,5.3,"drought",0.00595749943310459,"grow_int",2.54239262635616
5.7,5.3,"drought",0.00657083275994804,"grow_int",2.54239262635616
5.8,5.3,"drought",0.00723247156225933,"grow_int",2.54239262635616
5.9,5.3,"drought",0.00794446510436373,"grow_int",2.54239262635616
6,5.3,"drought",0.00870874926810749,"grow_int",2.54239262635616
0.5,5.4,"drought",9.88670629160656e-07,"grow_int",2.54239262635616
0.6,5.4,"drought",1.2380725672411e-06,"grow_int",2.54239262635616
0.7,5.4,"drought",1.54602333913912e-06,"grow_int",2.54239262635616
0.8,5.4,"drought",1.9251778880654e-06,"grow_int",2.54239262635616
0.9,5.4,"drought",2.39067352302808e-06,"grow_int",2.54239262635616
1,5.4,"drought",2.96056255720034e-06,"grow_int",2.54239262635616
1.1,5.4,"drought",3.65630958354159e-06,"grow_int",2.54239262635616
1.2,5.4,"drought",4.50336106135849e-06,"grow_int",2.54239262635616
1.3,5.4,"drought",5.53179545024104e-06,"grow_int",2.54239262635616
1.4,5.4,"drought",6.7770626686841e-06,"grow_int",2.54239262635616
1.5,5.4,"drought",8.28082215845985e-06,"grow_int",2.54239262635616
1.6,5.4,"drought",1.00918892847376e-05,"grow_int",2.54239262635616
1.7,5.4,"drought",1.22673001757906e-05,"grow_int",2.54239262635616
1.8,5.4,"drought",1.48735053820063e-05,"grow_int",2.54239262635616
1.9,5.4,"drought",1.79877028863353e-05,"grow_int",2.54239262635616
2,5.4,"drought",2.16993209992191e-05,"grow_int",2.54239262635616
2.1,5.4,"drought",2.61116614899981e-05,"grow_int",2.54239262635616
2.2,5.4,"drought",3.13437129111784e-05,"grow_int",2.54239262635616
2.3,5.4,"drought",3.75321434273249e-05,"grow_int",2.54239262635616
2.4,5.4,"drought",4.48334815309006e-05,"grow_int",2.54239262635616
2.5,5.4,"drought",5.34264917765353e-05,"grow_int",2.54239262635616
2.6,5.4,"drought",6.35147510562753e-05,"grow_int",2.54239262635616
2.7,5.4,"drought",7.53294289354675e-05,"grow_int",2.54239262635616
2.8,5.4,"drought",8.91322731379077e-05,"grow_int",2.54239262635616
2.9,5.4,"drought",0.000105218798378537,"grow_int",2.54239262635616
3,5.4,"drought",0.000123921673365159,"grow_int",2.54239262635616
3.1,5.4,"drought",0.00014561429690592,"grow_int",2.54239262635616
3.2,5.4,"drought",0.000170714549652055,"grow_int",2.54239262635616
3.3,5.4,"drought",0.000199688703069825,"grow_int",2.54239262635616
3.4,5.4,"drought",0.000233055461776018,"grow_int",2.54239262635616
3.5,5.4,"drought",0.000271390109404045,"grow_int",2.54239262635616
3.6,5.4,"drought",0.000315328721722422,"grow_int",2.54239262635616
3.7,5.4,"drought",0.00036557240384901,"grow_int",2.54239262635616
3.8,5.4,"drought",0.000422891501154347,"grow_int",2.54239262635616
3.9,5.4,"drought",0.000488129725904761,"grow_int",2.54239262635616
4,5.4,"drought",0.000562208133958593,"grow_int",2.54239262635616
4.1,5.4,"drought",0.000646128878014273,"grow_int",2.54239262635616
4.2,5.4,"drought",0.000740978656154039,"grow_int",2.54239262635616
4.3,5.4,"drought",0.000847931766888459,"grow_int",2.54239262635616
4.4,5.4,"drought",0.000968252674760142,"grow_int",2.54239262635616
4.5,5.4,"drought",0.00110329798400288,"grow_int",2.54239262635616
4.6,5.4,"drought",0.0012545177119841,"grow_int",2.54239262635616
4.7,5.4,"drought",0.00142345574940523,"grow_int",2.54239262635616
4.8,5.4,"drought",0.00161174939072861,"grow_int",2.54239262635616
4.9,5.4,"drought",0.00182112781627769,"grow_int",2.54239262635616
5,5.4,"drought",0.00205340940715895,"grow_int",2.54239262635616
5.1,5.4,"drought",0.0023104977758128,"grow_int",2.54239262635616
5.2,5.4,"drought",0.0025943763988416,"grow_int",2.54239262635616
5.3,5.4,"drought",0.00290710174499255,"grow_int",2.54239262635616
5.4,5.4,"drought",0.00325079479997741,"grow_int",2.54239262635616
5.5,5.4,"drought",0.00362763090133943,"grow_int",2.54239262635616
5.6,5.4,"drought",0.00403982781095011,"grow_int",2.54239262635616
5.7,5.4,"drought",0.00448963196999914,"grow_int",2.54239262635616
5.8,5.4,"drought",0.00497930290155164,"grow_int",2.54239262635616
5.9,5.4,"drought",0.00551109574884103,"grow_int",2.54239262635616
6,5.4,"drought",0.00608724196334146,"grow_int",2.54239262635616
0.5,5.5,"drought",4.42497211559123e-07,"grow_int",2.54239262635616
0.6,5.5,"drought",5.58337104128195e-07,"grow_int",2.54239262635616
0.7,5.5,"drought",7.02518746989864e-07,"grow_int",2.54239262635616
0.8,5.5,"drought",8.81463270177258e-07,"grow_int",2.54239262635616
0.9,5.5,"drought",1.10292278912465e-06,"grow_int",2.54239262635616
1,5.5,"drought",1.37622855348904e-06,"grow_int",2.54239262635616
1.1,5.5,"drought",1.71257959813044e-06,"grow_int",2.54239262635616
1.2,5.5,"drought",2.12537739294461e-06,"grow_int",2.54239262635616
1.3,5.5,"drought",2.63061253057069e-06,"grow_int",2.54239262635616
1.4,5.5,"drought",3.24731004992284e-06,"grow_int",2.54239262635616
1.5,5.5,"drought",3.99804056176941e-06,"grow_int",2.54239262635616
1.6,5.5,"drought",4.90950491113907e-06,"grow_int",2.54239262635616
1.7,5.5,"drought",6.01320066909184e-06,"grow_int",2.54239262635616
1.8,5.5,"drought",7.34617928009241e-06,"grow_int",2.54239262635616
1.9,5.5,"drought",8.9519031852581e-06,"grow_int",2.54239262635616
2,5.5,"drought",1.08812126780405e-05,"grow_int",2.54239262635616
2.1,5.5,"drought",1.31934126067905e-05,"grow_int",2.54239262635616
2.2,5.5,"drought",1.59574892948719e-05,"grow_int",2.54239262635616
2.3,5.5,"drought",1.92534681776566e-05,"grow_int",2.54239262635616
2.4,5.5,"drought",2.31739226284211e-05,"grow_int",2.54239262635616
2.5,5.5,"drought",2.78256442311008e-05,"grow_int",2.54239262635616
2.6,5.5,"drought",3.33314843241081e-05,"grow_int",2.54239262635616
2.7,5.5,"drought",3.98323759513352e-05,"grow_int",2.54239262635616
2.8,5.5,"drought",4.74895443780532e-05,"grow_int",2.54239262635616
2.9,5.5,"drought",5.64869130240639e-05,"grow_int",2.54239262635616
3,5.5,"drought",6.70337099975322e-05,"grow_int",2.54239262635616
3.1,5.5,"drought",7.9367278344761e-05,"grow_int",2.54239262635616
3.2,5.5,"drought",9.37560906300137e-05,"grow_int",2.54239262635616
3.3,5.5,"drought",0.000110502965494661,"grow_int",2.54239262635616
3.4,5.5,"drought",0.000129948480390187,"grow_int",2.54239262635616
3.5,5.5,"drought",0.000152474570714334,"grow_int",2.54239262635616
3.6,5.5,"drought",0.000178508301090785,"grow_int",2.54239262635616
3.7,5.5,"drought",0.000208525789515793,"grow_int",2.54239262635616
3.8,5.5,"drought",0.000243056259556357,"grow_int",2.54239262635616
3.9,5.5,"drought",0.000282686189742145,"grow_int",2.54239262635616
4,5.5,"drought",0.000328063522779596,"grow_int",2.54239262635616
4.1,5.5,"drought",0.000379901890278859,"grow_int",2.54239262635616
4.2,5.5,"drought",0.000438984801386771,"grow_int",2.54239262635616
4.3,5.5,"drought",0.000506169736143974,"grow_int",2.54239262635616
4.4,5.5,"drought",0.00058239207663274,"grow_int",2.54239262635616
4.5,5.5,"drought",0.000668668801174481,"grow_int",2.54239262635616
4.6,5.5,"drought",0.000766101859112874,"grow_int",2.54239262635616
4.7,5.5,"drought",0.000875881136239515,"grow_int",2.54239262635616
4.8,5.5,"drought",0.000999286913862815,"grow_int",2.54239262635616
4.9,5.5,"drought",0.00113769171808304,"grow_int",2.54239262635616
5,5.5,"drought",0.00129256145022835,"grow_int",2.54239262635616
5.1,5.5,"drought",0.00146545568485201,"grow_int",2.54239262635616
5.2,5.5,"drought",0.00165802701842246,"grow_int",2.54239262635616
5.3,5.5,"drought",0.00187201935009407,"grow_int",2.54239262635616
5.4,5.5,"drought",0.00210926497596533,"grow_int",2.54239262635616
5.5,5.5,"drought",0.00237168038024549,"grow_int",2.54239262635616
5.6,5.5,"drought",0.00266126061098394,"grow_int",2.54239262635616
5.7,5.5,"drought",0.00298007213467021,"grow_int",2.54239262635616
5.8,5.5,"drought",0.00333024407326919,"grow_int",2.54239262635616
5.9,5.5,"drought",0.00371395773925914,"grow_int",2.54239262635616
6,5.5,"drought",0.00413343439910126,"grow_int",2.54239262635616
0.5,5.6,"drought",1.92395606559113e-07,"grow_int",2.54239262635616
0.6,5.6,"drought",2.44609086181728e-07,"grow_int",2.54239262635616
0.7,5.6,"drought",3.10116944808655e-07,"grow_int",2.54239262635616
0.8,5.6,"drought",3.92069701732015e-07,"grow_int",2.54239262635616
0.9,5.6,"drought",4.94305742280588e-07,"grow_int",2.54239262635616
1,5.6,"drought",6.21487778424622e-07,"grow_int",2.54239262635616
1.1,5.6,"drought",7.79263397626921e-07,"grow_int",2.54239262635616
1.2,5.6,"drought",9.74453347267136e-07,"grow_int",2.54239262635616
1.3,5.6,"drought",1.2152716386615e-06,"grow_int",2.54239262635616
1.4,5.6,"drought",1.51158202225749e-06,"grow_int",2.54239262635616
1.5,5.6,"drought",1.87519588198945e-06,"grow_int",2.54239262635616
1.6,5.6,"drought",2.32021711892624e-06,"grow_int",2.54239262635616
1.7,5.6,"drought",2.8634401378345e-06,"grow_int",2.54239262635616
1.8,5.6,"drought",3.52480760926468e-06,"grow_int",2.54239262635616
1.9,5.6,"drought",4.32793524672615e-06,"grow_int",2.54239262635616
2,5.6,"drought",5.30071140408704e-06,"grow_int",2.54239262635616
2.1,5.6,"drought",6.47597985111213e-06,"grow_int",2.54239262635616
2.2,5.6,"drought",7.89231461142371e-06,"grow_int",2.54239262635616
2.3,5.6,"drought",9.59489623115896e-06,"grow_int",2.54239262635616
2.4,5.6,"drought",1.16364992697266e-05,"grow_int",2.54239262635616
2.5,5.6,"drought",1.40786011452859e-05,"grow_int",2.54239262635616
2.6,5.6,"drought",1.69926227031991e-05,"grow_int",2.54239262635616
2.7,5.6,"drought",2.04613109794685e-05,"grow_int",2.54239262635616
2.8,5.6,"drought",2.45802745742528e-05,"grow_int",2.54239262635616
2.9,5.6,"drought",2.94596818018441e-05,"grow_int",2.54239262635616
3,5.6,"drought",3.52261313097413e-05,"grow_int",2.54239262635616
3.1,5.6,"drought",4.20247041257973e-05,"grow_int",2.54239262635616
3.2,5.6,"drought",5.00212050627146e-05,"grow_int",2.54239262635616
3.3,5.6,"drought",5.94046000467473e-05,"grow_int",2.54239262635616
3.4,5.6,"drought",7.03896542058161e-05,"grow_int",2.54239262635616
3.5,5.6,"drought",8.32197734159286e-05,"grow_int",2.54239262635616
3.6,5.6,"drought",9.81700494304869e-05,"grow_int",2.54239262635616
3.7,5.6,"drought",0.000115550505674731,"grow_int",2.54239262635616
3.8,5.6,"drought",0.000135709537251761,"grow_int",2.54239262635616
3.9,5.6,"drought",0.000159037534657878,"grow_int",2.54239262635616
4,5.6,"drought",0.000185970676131515,"grow_int",2.54239262635616
4.1,5.6,"drought",0.000216994868459025,"grow_int",2.54239262635616
4.2,5.6,"drought",0.000252649810440216,"grow_int",2.54239262635616
4.3,5.6,"drought",0.000293533147097109,"grow_int",2.54239262635616
4.4,5.6,"drought",0.000340304676125741,"grow_int",2.54239262635616
4.5,5.6,"drought",0.000393690561092853,"grow_int",2.54239262635616
4.6,5.6,"drought",0.000454487498534381,"grow_int",2.54239262635616
4.7,5.6,"drought",0.000523566778505834,"grow_int",2.54239262635616
4.8,5.6,"drought",0.000601878170370387,"grow_int",2.54239262635616
4.9,5.6,"drought",0.000690453557812654,"grow_int",2.54239262635616
5,5.6,"drought",0.000790410239378293,"grow_int",2.54239262635616
5.1,5.6,"drought",0.000902953803424863,"grow_int",2.54239262635616
5.2,5.6,"drought",0.00102938047940933,"grow_int",2.54239262635616
5.3,5.6,"drought",0.00117107886113068,"grow_int",2.54239262635616
5.4,5.6,"drought",0.00132953089210622,"grow_int",2.54239262635616
5.5,5.6,"drought",0.00150631199891219,"grow_int",2.54239262635616
5.6,5.6,"drought",0.00170309025529833,"grow_int",2.54239262635616
5.7,5.6,"drought",0.00192162445842941,"grow_int",2.54239262635616
5.8,5.6,"drought",0.00216376099895412,"grow_int",2.54239262635616
5.9,5.6,"drought",0.00243142940898192,"grow_int",2.54239262635616
6,5.6,"drought",0.00272663647668494,"grow_int",2.54239262635616
0.5,5.7,"drought",8.12653610530925e-08,"grow_int",2.54239262635616
0.6,5.7,"drought",1.04105670869494e-07,"grow_int",2.54239262635616
0.7,5.7,"drought",1.32989937518696e-07,"grow_int",2.54239262635616
0.8,5.7,"drought",1.69413514003416e-07,"grow_int",2.54239262635616
0.9,5.7,"drought",2.1521468777801e-07,"grow_int",2.54239262635616
1,5.7,"drought",2.72646751526055e-07,"grow_int",2.54239262635616
1.1,5.7,"drought",3.4446372675788e-07,"grow_int",2.54239262635616
1.2,5.7,"drought",4.34022009332796e-07,"grow_int",2.54239262635616
1.3,5.7,"drought",5.4540051966987e-07,"grow_int",2.54239262635616
1.4,5.7,"drought",6.8354228524992e-07,"grow_int",2.54239262635616
1.5,5.7,"drought",8.54420759778779e-07,"grow_int",2.54239262635616
1.6,5.7,"drought",1.06523459230617e-06,"grow_int",2.54239262635616
1.7,5.7,"drought",1.32463500025213e-06,"grow_int",2.54239262635616
1.8,5.7,"drought",1.64299037146302e-06,"grow_int",2.54239262635616
1.9,5.7,"drought",2.03269321992617e-06,"grow_int",2.54239262635616
2,5.7,"drought",2.50851514431149e-06,"grow_int",2.54239262635616
2.1,5.7,"drought",3.08801598347132e-06,"grow_int",2.54239262635616
2.2,5.7,"drought",3.79201392230698e-06,"grow_int",2.54239262635616
2.3,5.7,"drought",4.64512386720767e-06,"grow_int",2.54239262635616
2.4,5.7,"drought",5.67637197290685e-06,"grow_int",2.54239262635616
2.5,5.7,"drought",6.91989475034294e-06,"grow_int",2.54239262635616
2.6,5.7,"drought",8.41573170397462e-06,"grow_int",2.54239262635616
2.7,5.7,"drought",1.02107209206199e-05,"grow_int",2.54239262635616
2.8,5.7,"drought",1.23595074413815e-05,"grow_int",2.54239262635616
2.9,5.7,"drought",1.49256745721217e-05,"grow_int",2.54239262635616
3,5.7,"drought",1.79830085021588e-05,"grow_int",2.54239262635616
3.1,5.7,"drought",2.16169066786808e-05,"grow_int",2.54239262635616
3.2,5.7,"drought",2.5925940296632e-05,"grow_int",2.54239262635616
3.3,5.7,"drought",3.10235809790208e-05,"grow_int",2.54239262635616
3.4,5.7,"drought",3.70401012072289e-05,"grow_int",2.54239262635616
3.5,5.7,"drought",4.41246572798242e-05,"grow_int",2.54239262635616
3.6,5.7,"drought",5.24475624953589e-05,"grow_int",2.54239262635616
3.7,5.7,"drought",6.22027568329577e-05,"grow_int",2.54239262635616
3.8,5.7,"drought",7.36104776077848e-05,"grow_int",2.54239262635616
3.9,5.7,"drought",8.69201333715524e-05,"grow_int",2.54239262635616
4,5.7,"drought",0.000102413380678262,"grow_int",2.54239262635616
4.1,5.7,"drought",0.000120407400212957,"grow_int",2.54239262635616
4.2,5.7,"drought",0.000141258365161917,"grow_int",2.54239262635616
4.3,5.7,"drought",0.000165365090568135,"grow_int",2.54239262635616
4.4,5.7,"drought",0.000193172847755651,"grow_int",2.54239262635616
4.5,5.7,"drought",0.000225177322719326,"grow_int",2.54239262635616
4.6,5.7,"drought",0.000261928691673019,"grow_int",2.54239262635616
4.7,5.7,"drought",0.000304035780751544,"grow_int",2.54239262635616
4.8,5.7,"drought",0.000352170270207479,"grow_int",2.54239262635616
4.9,5.7,"drought",0.000407070896385686,"grow_int",2.54239262635616
5,5.7,"drought",0.000469547597366534,"grow_int",2.54239262635616
5.1,5.7,"drought",0.000540485540531617,"grow_int",2.54239262635616
5.2,5.7,"drought",0.000620848962531029,"grow_int",2.54239262635616
5.3,5.7,"drought",0.000711684744346006,"grow_int",2.54239262635616
5.4,5.7,"drought",0.000814125636492394,"grow_int",2.54239262635616
5.5,5.7,"drought",0.000929393042064641,"grow_int",2.54239262635616
5.6,5.7,"drought",0.0010587992584622,"grow_int",2.54239262635616
5.7,5.7,"drought",0.00120374907247084,"grow_int",2.54239262635616
5.8,5.7,"drought",0.0013657405981073,"grow_int",2.54239262635616
5.9,5.7,"drought",0.00154636524250289,"grow_int",2.54239262635616
6,5.7,"drought",0.00174730668233713,"grow_int",2.54239262635616
0.5,5.8,"drought",3.33458271340401e-08,"grow_int",2.54239262635616
0.6,5.8,"drought",4.30429368235533e-08,"grow_int",2.54239262635616
0.7,5.8,"drought",5.54035730297386e-08,"grow_int",2.54239262635616
0.8,5.8,"drought",7.11145597402915e-08,"grow_int",2.54239262635616
0.9,5.8,"drought",9.10277620473958e-08,"grow_int",2.54239262635616
1,5.8,"drought",1.1619669327625e-07,"grow_int",2.54239262635616
1.1,5.8,"drought",1.47920518556571e-07,"grow_int",2.54239262635616
1.2,5.8,"drought",1.87796788516289e-07,"grow_int",2.54239262635616
1.3,5.8,"drought",2.37784443574622e-07,"grow_int",2.54239262635616
1.4,5.8,"drought",3.00278861446068e-07,"grow_int",2.54239262635616
1.5,5.8,"drought",3.78200979723401e-07,"grow_int",2.54239262635616
1.6,5.8,"drought",4.75102813422665e-07,"grow_int",2.54239262635616
1.7,5.8,"drought",5.9529200555549e-07,"grow_int",2.54239262635616
1.8,5.8,"drought",7.43978398235211e-07,"grow_int",2.54239262635616
1.9,5.8,"drought",9.27445993192977e-07,"grow_int",2.54239262635616
2,5.8,"drought",1.1532540840067e-06,"grow_int",2.54239262635616
2.1,5.8,"drought",1.43047178728474e-06,"grow_int",2.54239262635616
2.2,5.8,"drought",1.76995067513008e-06,"grow_int",2.54239262635616
2.3,5.8,"drought",2.18464071409125e-06,"grow_int",2.54239262635616
2.4,5.8,"drought",2.68995524297828e-06,"grow_int",2.54239262635616
2.5,5.8,"drought",3.30419126854461e-06,"grow_int",2.54239262635616
2.6,5.8,"drought",4.0490119177381e-06,"grow_int",2.54239262635616
2.7,5.8,"drought",4.94999844991992e-06,"grow_int",2.54239262635616
2.8,5.8,"drought",6.03727979213403e-06,"grow_int",2.54239262635616
2.9,5.8,"drought",7.34624810309336e-06,"grow_int",2.54239262635616
3,5.8,"drought",8.91836938266599e-06,"grow_int",2.54239262635616
3.1,5.8,"drought",1.08020986065325e-05,"grow_int",2.54239262635616
3.2,5.8,"drought",1.30539092610397e-05,"grow_int",2.54239262635616
3.3,5.8,"drought",1.57394474592023e-05,"grow_int",2.54239262635616
3.4,5.8,"drought",1.89348210107738e-05,"grow_int",2.54239262635616
3.5,5.8,"drought",2.27280338702131e-05,"grow_int",2.54239262635616
3.6,5.8,"drought",2.72205762666358e-05,"grow_int",2.54239262635616
3.7,5.8,"drought",3.25291804976084e-05,"grow_int",2.54239262635616
3.8,5.8,"drought",3.87877518101269e-05,"grow_int",2.54239262635616
3.9,5.8,"drought",4.6149482961951e-05,"grow_int",2.54239262635616
4,5.8,"drought",5.47891599182868e-05,"grow_int",2.54239262635616
4.1,5.8,"drought",6.49056646559154e-05,"grow_int",2.54239262635616
4.2,5.8,"drought",7.6724679183009e-05,"grow_int",2.54239262635616
4.3,5.8,"drought",9.05015926032031e-05,"grow_int",2.54239262635616
4.4,5.8,"drought",0.000106524610324687,"grow_int",2.54239262635616
4.5,5.8,"drought",0.000125118061310446,"grow_int",2.54239262635616
4.6,5.8,"drought",0.00014664589556081,"grow_int",2.54239262635616
4.7,5.8,"drought",0.000171515359797084,"grow_int",2.54239262635616
4.8,5.8,"drought",0.000200180834566211,"grow_int",2.54239262635616
4.9,5.8,"drought",0.000233147810712058,"grow_int",2.54239262635616
5,5.8,"drought",0.000270976977370909,"grow_int",2.54239262635616
5.1,5.8,"drought",0.000314288387372422,"grow_int",2.54239262635616
5.2,5.8,"drought",0.000363765659202211,"grow_int",2.54239262635616
5.3,5.8,"drought",0.000420160167564217,"grow_int",2.54239262635616
5.4,5.8,"drought",0.000484295167143475,"grow_int",2.54239262635616
5.5,5.8,"drought",0.000557069786504103,"grow_int",2.54239262635616
5.6,5.8,"drought",0.000639462821274882,"grow_int",2.54239262635616
5.7,5.8,"drought",0.000732536248005722,"grow_int",2.54239262635616
5.8,5.8,"drought",0.000837438372473654,"grow_int",2.54239262635616
5.9,5.8,"drought",0.000955406518945609,"grow_int",2.54239262635616
6,5.8,"drought",0.00108776916015561,"grow_int",2.54239262635616
0.5,5.9,"drought",1.32923946257763e-08,"grow_int",2.54239262635616
0.6,5.9,"drought",1.72884122759726e-08,"grow_int",2.54239262635616
0.7,5.9,"drought",2.24224194185913e-08,"grow_int",2.54239262635616
0.8,5.9,"drought",2.89997802649754e-08,"grow_int",2.54239262635616
0.9,5.9,"drought",3.74025773967357e-08,"grow_int",2.54239262635616
1,5.9,"drought",4.81075142375568e-08,"grow_int",2.54239262635616
1.1,5.9,"drought",6.17076562917736e-08,"grow_int",2.54239262635616
1.2,5.9,"drought",7.89387555679101e-08,"grow_int",2.54239262635616
1.3,5.9,"drought",1.00711029701896e-07,"grow_int",2.54239262635616
1.4,5.9,"drought",1.28147412489596e-07,"grow_int",2.54239262635616
1.5,5.9,"drought",1.62629457682157e-07,"grow_int",2.54239262635616
1.6,5.9,"drought",2.05852264881856e-07,"grow_int",2.54239262635616
