"size.prev","size.nex","trt","p.size.cur","phen"
0.9,5.7,"control",4.10370889604425e-23,125.817760455222
0.9,5.7,"control",3.98374357739507e-23,127.316307477113
0.9,5.7,"drought",6.35671773782958e-21,122.574617171044
0.9,5.7,"drought",5.97761671520252e-21,125.817760455222
0.9,5.7,"drought",5.80286919867497e-21,127.316307477113
0.9,5.7,"irrigated",4.35611677413838e-24,122.574617171044
0.9,5.7,"irrigated",4.09632025548717e-24,125.817760455222
0.9,5.7,"irrigated",3.97656610913903e-24,127.316307477113
0.9,5.8,"control",2.69869035790794e-24,122.574617171044
0.9,5.8,"control",2.53774745338449e-24,125.817760455222
0.9,5.8,"control",2.4635604948042e-24,127.316307477113
0.9,5.8,"drought",4.56599156349138e-22,122.574617171044
0.9,5.8,"drought",4.29368561214719e-22,125.817760455222
0.9,5.8,"drought",4.16816553730456e-22,127.316307477113
0.9,5.8,"irrigated",2.4836518054646e-25,122.574617171044
0.9,5.8,"irrigated",2.33552811501805e-25,125.817760455222
0.9,5.8,"irrigated",2.26724996334976e-25,127.316307477113
0.9,5.9,"control",1.53876939629485e-25,122.574617171044
0.9,5.9,"control",1.4470011742364e-25,125.817760455222
0.9,5.9,"control",1.40470042597418e-25,127.316307477113
0.9,5.9,"drought",3.0240287091238e-23,122.574617171044
0.9,5.9,"drought",2.84368211779098e-23,125.817760455222
0.9,5.9,"drought",2.76055092829635e-23,127.316307477113
0.9,5.9,"irrigated",1.30566130900846e-26,122.574617171044
0.9,5.9,"irrigated",1.22779235365084e-26,125.817760455222
0.9,5.9,"irrigated",1.19189837660955e-26,127.316307477113
0.9,6,"control",8.08989064744524e-27,122.574617171044
0.9,6,"control",7.60743051849357e-27,125.817760455222
0.9,6,"control",7.38503954258096e-27,127.316307477113
0.9,6,"drought",1.84665320064245e-24,122.574617171044
0.9,6,"drought",1.73652276136953e-24,125.817760455222
0.9,6,"drought",1.68575787389003e-24,127.316307477113
0.9,6,"irrigated",6.3287652584785e-28,122.574617171044
0.9,6,"irrigated",5.95132101931697e-28,125.817760455222
0.9,6,"irrigated",5.7773367300375e-28,127.316307477113
1,0.5,"control",1.07295896902751e-08,122.574617171044
1,0.5,"control",1.00845301567966e-08,125.817760455222
1,0.5,"control",9.786952885056e-09,127.316307477113
1,0.5,"drought",6.41267416781225e-10,122.574617171044
1,0.5,"drought",6.02714252566054e-10,125.817760455222
1,0.5,"drought",5.84928985437599e-10,127.316307477113
1,0.5,"irrigated",7.08666316791371e-08,122.574617171044
1,0.5,"irrigated",6.66059629186127e-08,125.817760455222
1,0.5,"irrigated",6.46404332476853e-08,127.316307477113
1,0.6,"control",4.51779283783691e-08,122.574617171044
1,0.6,"control",4.24618456348053e-08,125.817760455222
1,0.6,"control",4.12088690478338e-08,127.316307477113
1,0.6,"drought",3.13626458577912e-09,122.574617171044
1,0.6,"drought",2.94771154155199e-09,125.817760455222
1,0.6,"drought",2.86072863553819e-09,127.316307477113
1,0.6,"irrigated",2.75108703996151e-07,122.574617171044
1,0.6,"irrigated",2.58568520935498e-07,125.817760455222
1,0.6,"irrigated",2.50938211611879e-07,127.316307477113
1,0.7,"control",1.75395375591696e-07,122.574617171044
1,0.7,"control",1.64850661169297e-07,125.817760455222
1,0.7,"control",1.59986199540182e-07,127.316307477113
1,0.7,"drought",1.41427818501925e-08,122.574617171044
1,0.7,"drought",1.32925141196618e-08,125.817760455222
1,0.7,"drought",1.29002703434106e-08,127.316307477113
1,0.7,"irrigated",9.84726213274172e-07,122.574617171044
1,0.7,"irrigated",9.25522154676282e-07,125.817760455222
1,0.7,"irrigated",8.98210166734004e-07,127.316307477113
1,0.8,"control",6.27853895122475e-07,122.574617171044
1,0.8,"control",5.90107517826478e-07,125.817760455222
1,0.8,"control",5.72694452224204e-07,127.316307477113
1,0.8,"drought",5.88038307532426e-08,122.574617171044
1,0.8,"drought",5.5268529123713e-08,125.817760455222
1,0.8,"drought",5.36376309823848e-08,127.316307477113
1,0.8,"irrigated",3.24993963880415e-06,122.574617171044
1,0.8,"irrigated",3.054545615347e-06,125.817760455222
1,0.8,"irrigated",2.96440653807697e-06,127.316307477113
1,0.9,"control",2.07227637134803e-06,122.574617171044
1,0.9,"control",1.94769177231607e-06,125.817760455222
1,0.9,"control",1.89021871261118e-06,127.316307477113
1,0.9,"drought",2.25436910176945e-07,122.574617171044
1,0.9,"drought",2.11883584386843e-07,125.817760455222
1,0.9,"drought",2.05631191760635e-07,127.316307477113
1,0.9,"irrigated",9.88971369087128e-06,122.574617171044
1,0.9,"irrigated",9.29512081726034e-06,125.817760455222
1,0.9,"irrigated",9.0208235177302e-06,127.316307477113
1,1,"control",6.30645622162288e-06,122.574617171044
1,1,"control",5.92731407120963e-06,125.817760455222
1,1,"control",5.75240915024301e-06,127.316307477113
1,1,"drought",7.9688023627385e-07,122.574617171044
1,1,"drought",7.48971588797111e-07,125.817760455222
1,1,"drought",7.26870469200773e-07,127.316307477113
1,1,"irrigated",2.77485804682017e-05,122.574617171044
1,1,"irrigated",2.60802704730962e-05,125.817760455222
1,1,"irrigated",2.53106465055947e-05,127.316307477113
1,1.1,"control",1.76958620271303e-05,122.574617171044
1,1.1,"control",1.66319924073939e-05,125.817760455222
1,1.1,"control",1.61412107004379e-05,127.316307477113
1,1.1,"drought",2.59722584768053e-06,122.574617171044
1,1.1,"drought",2.44107995286474e-06,125.817760455222
1,1.1,"drought",2.36904704695821e-06,127.316307477113
1,1.1,"irrigated",7.17871068553015e-05,122.574617171044
1,1.1,"irrigated",6.7471096959817e-05,125.817760455222
1,1.1,"irrigated",6.54800373430287e-05,127.316307477113
1,1.2,"control",4.5783257502077e-05,122.574617171044
1,1.2,"control",4.30307825633396e-05,125.817760455222
1,1.2,"control",4.176101761872e-05,127.316307477113
1,1.2,"drought",7.80503769441674e-06,122.574617171044
1,1.2,"drought",7.33579679418695e-06,125.817760455222
1,1.2,"drought",7.1193275385999e-06,127.316307477113
1,1.2,"irrigated",0.000171238241346037,122.574617171044
1,1.2,"irrigated",0.000160942995075358,125.817760455222
1,1.2,"irrigated",0.000156193596999167,127.316307477113
1,1.3,"control",0.000109217010284786,122.574617171044
1,1.3,"control",0.000102650918222004,125.817760455222
1,1.3,"control",9.96218648391276e-05,127.316307477113
1,1.3,"drought",2.16266335441276e-05,122.574617171044
1,1.3,"drought",2.03264346994192e-05,125.817760455222
1,1.3,"drought",1.97266296187212e-05,127.316307477113
1,1.3,"irrigated",0.00037662027393712,122.574617171044
1,1.3,"irrigated",0.000353976976270463,125.817760455222
1,1.3,"irrigated",0.000343531181041364,127.316307477113
1,1.4,"control",0.000240227380801891,122.574617171044
1,1.4,"control",0.000225784986762417,125.817760455222
1,1.4,"control",0.000219122457193257,127.316307477113
1,1.4,"drought",5.52524405369696e-05,122.574617171044
1,1.4,"drought",5.19306494127568e-05,125.817760455222
1,1.4,"drought",5.03982475025186e-05,127.316307477113
1,1.4,"irrigated",0.000763757097247887,122.574617171044
1,1.4,"irrigated",0.000717838222203755,125.817760455222
1,1.4,"irrigated",0.000696654948772345,127.316307477113
1,1.5,"control",0.000487195598950565,122.574617171044
1,1.5,"control",0.000457905553865553,125.817760455222
1,1.5,"control",0.00044439354256552,127.316307477113
1,1.5,"drought",0.000130155534019483,122.574617171044
1,1.5,"drought",0.000122330549394888,125.817760455222
1,1.5,"drought",0.000118720743438424,127.316307477113
1,1.5,"irrigated",0.00142808958224239,122.574617171044
1,1.5,"irrigated",0.00134222947394996,125.817760455222
1,1.5,"irrigated",0.00130262052993596,127.316307477113
1,1.6,"control",0.000911030327943086,122.574617171044
1,1.6,"control",0.000856259473204774,125.817760455222
1,1.6,"control",0.000830992717691472,127.316307477113
1,1.6,"drought",0.00028269780663333,122.574617171044
1,1.6,"drought",0.000265701940825724,125.817760455222
1,1.6,"drought",0.000257861442655961,127.316307477113
1,1.6,"irrigated",0.00246209196659829,122.574617171044
1,1.6,"irrigated",0.00231406520027589,125.817760455222
1,1.6,"irrigated",0.00224577756336925,127.316307477113
1,1.7,"control",0.00157076400665798,122.574617171044
1,1.7,"control",0.00147633017213233,125.817760455222
1,1.7,"control",0.00143276618868632,127.316307477113
1,1.7,"drought",0.000566149160291749,122.574617171044
1,1.7,"drought",0.000532112125233011,125.817760455222
1,1.7,"drought",0.000516410229601263,127.316307477113
1,1.7,"irrigated",0.00391382784945073,122.574617171044
1,1.7,"irrigated",0.00367851930356518,125.817760455222
1,1.7,"irrigated",0.00356996687793518,127.316307477113
1,1.8,"control",0.00249711000873222,122.574617171044
1,1.8,"control",0.00234698454599087,125.817760455222
1,1.8,"control",0.00227772903808379,127.316307477113
1,1.8,"drought",0.00104541306672934,122.574617171044
1,1.8,"drought",0.00098256256071641,125.817760455222
1,1.8,"drought",0.000953568493397844,127.316307477113
1,1.8,"irrigated",0.00573651053261524,122.574617171044
1,1.8,"irrigated",0.00539161801209309,125.817760455222
1,1.8,"irrigated",0.00523251235979548,127.316307477113
1,1.9,"control",0.00366026928665218,122.574617171044
1,1.9,"control",0.00344021505656419,125.817760455222
1,1.9,"control",0.00333870018231462,127.316307477113
1,1.9,"drought",0.00177989182633474,122.574617171044
1,1.9,"drought",0.0016728842658846,125.817760455222
1,1.9,"drought",0.00162351975622339,127.316307477113
1,1.9,"irrigated",0.00775251293341573,122.574617171044
1,1.9,"irrigated",0.00728641360163826,125.817760455222
1,1.9,"irrigated",0.00707139288125367,127.316307477113
1,2,"control",0.00494694438621354,122.574617171044
1,2,"control",0.00464953565670664,125.817760455222
1,2,"control",0.00451233579572445,127.316307477113
1,2,"drought",0.00279413844756421,122.574617171044
1,2,"drought",0.00262615411592676,125.817760455222
1,2,"drought",0.00254865992647729,127.316307477113
1,2,"irrigated",0.00966019363056134,122.574617171044
1,2,"irrigated",0.00907940004340872,125.817760455222
1,2,"irrigated",0.00881146862409501,127.316307477113
1,2.1,"control",0.00616466734538581,122.574617171044
1,2.1,"control",0.00579404949729894,125.817760455222
1,2.1,"control",0.00562307698644042,127.316307477113
1,2.1,"drought",0.00404436982923104,122.574617171044
1,2.1,"drought",0.0038012212611097,125.817760455222
1,2.1,"drought",0.00368905245930127,127.316307477113
1,2.1,"irrigated",0.011098845137827,122.574617171044
1,2.1,"irrigated",0.0104315564345802,125.817760455222
1,2.1,"irrigated",0.0101237231297577,127.316307477113
1,2.2,"control",0.00708322263988179,122.574617171044
1,2.2,"control",0.00665738153845106,125.817760455222
1,2.2,"control",0.0064609335726712,127.316307477113
1,2.2,"drought",0.00539762154358834,122.574617171044
1,2.2,"drought",0.00507311512973401,125.817760455222
1,2.2,"drought",0.00492341449237296,127.316307477113
1,2.2,"irrigated",0.0117575918436407,122.574617171044
1,2.2,"irrigated",0.0110506977373423,125.817760455222
1,2.2,"irrigated",0.0107245936869627,127.316307477113
1,2.3,"control",0.00750413722396257,122.574617171044
1,2.3,"control",0.00705299087106565,125.817760455222
1,2.3,"control",0.00684486914914206,127.316307477113
1,2.3,"drought",0.00664205744282444,122.574617171044
1,2.3,"drought",0.00624273521840028,125.817760455222
1,2.3,"drought",0.00605852070381272,127.316307477113
1,2.3,"irrigated",0.0114843811078343,122.574617171044
1,2.3,"irrigated",0.01079391307428,125.817760455222
1,2.3,"irrigated",0.0104753866919074,127.316307477113
1,2.4,"control",0.00733025815113108,122.574617171044
1,2.4,"control",0.00688956535301492,125.817760455222
1,2.4,"control",0.00668626603917958,127.316307477113
1,2.4,"drought",0.00753618327861078,122.574617171044
1,2.4,"drought",0.00708310597592438,125.817760455222
1,2.4,"drought",0.00687409327820796,127.316307477113
1,2.4,"irrigated",0.010342974174037,122.574617171044
1,2.4,"irrigated",0.00972113021292207,125.817760455222
1,2.4,"irrigated",0.00943426145476305,127.316307477113
1,2.5,"control",0.0066021653956616,122.574617171044
1,2.5,"control",0.00620524530337387,125.817760455222
1,2.5,"control",0.0060221391061442,127.316307477113
1,2.5,"drought",0.00788404155277388,122.574617171044
1,2.5,"drought",0.00741005091999077,125.817760455222
1,2.5,"drought",0.00719139052746414,127.316307477113
1,2.5,"irrigated",0.00858878858236163,122.574617171044
1,2.5,"irrigated",0.00807241038945833,125.817760455222
1,2.5,"irrigated",0.00783419504895239,127.316307477113
1,2.6,"control",0.00548279689793503,122.574617171044
1,2.6,"control",0.00515317288515988,125.817760455222
1,2.6,"control",0.00500111154921952,127.316307477113
1,2.6,"drought",0.00760492587329234,122.574617171044
1,2.6,"drought",0.00714771574789894,125.817760455222
1,2.6,"drought",0.00693679650483573,127.316307477113
1,2.6,"irrigated",0.00657607886160467,122.574617171044
1,2.6,"irrigated",0.00618070951627945,125.817760455222
1,2.6,"irrigated",0.00599831791935178,127.316307477113
1,2.7,"control",0.00419823306546566,122.574617171044
1,2.7,"control",0.00394583662340061,125.817760455222
1,2.7,"control",0.00382940171975423,127.316307477113
1,2.7,"drought",0.00676378343811853,122.574617171044
1,2.7,"drought",0.00635714301513474,125.817760455222
1,2.7,"drought",0.00616955248410516,127.316307477113
1,2.7,"irrigated",0.00464248747733966,122.574617171044
1,2.7,"irrigated",0.00436337019890903,125.817760455222
1,2.7,"irrigated",0.00423460794977413,127.316307477113
1,2.8,"control",0.00296400928170823,122.574617171044
1,2.8,"control",0.0027858139825704,125.817760455222
1,2.8,"control",0.00270360936702356,127.316307477113
1,2.8,"drought",0.00554667897166391,122.574617171044
1,2.8,"drought",0.00521321118638838,125.817760455222
1,2.8,"drought",0.00505937650743028,127.316307477113
1,2.8,"irrigated",0.00302192093397135,122.574617171044
1,2.8,"irrigated",0.0028402359319461,125.817760455222
1,2.8,"irrigated",0.00275642109387379,127.316307477113
1,2.9,"control",0.00192948408962108,122.574617171044
1,2.9,"control",0.00181348411733572,125.817760455222
1,2.9,"control",0.00175997129645156,127.316307477113
1,2.9,"drought",0.00419396686977398,122.574617171044
1,2.9,"drought",0.00394182448858927,125.817760455222
1,2.9,"drought",0.00382550667927156,127.316307477113
1,2.9,"irrigated",0.0018136942722252,122.574617171044
1,2.9,"irrigated",0.00170465070201856,125.817760455222
1,2.9,"irrigated",0.00165434677446362,127.316307477113
1,3,"control",0.00115811442822383,122.574617171044
1,3,"control",0.00108848895564291,125.817760455222
1,3,"control",0.0010563695044931,127.316307477113
1,3,"drought",0.00292392068853767,122.574617171044
1,3,"drought",0.00274813381475084,125.817760455222
1,3,"drought",0.00266704017246182,127.316307477113
1,3,"irrigated",0.00100367635676134,122.574617171044
1,3,"irrigated",0.000943332970916616,125.817760455222
1,3,"irrigated",0.000915495389074786,127.316307477113
1,3.1,"control",0.000640929661568355,122.574617171044
1,3.1,"control",0.000602397173335505,125.817760455222
1,3.1,"control",0.000584621460976254,127.316307477113
1,3.1,"drought",0.00187955400586903,122.574617171044
1,3.1,"drought",0.0017665547292127,125.817760455222
1,3.1,"drought",0.00171442613324485,127.316307477113
1,3.1,"irrigated",0.000512120232577095,122.574617171044
1,3.1,"irrigated",0.000481330358346117,125.817760455222
1,3.1,"irrigated",0.000467126388320138,127.316307477113
1,3.2,"control",0.000327052819321401,122.574617171044
1,3.2,"control",0.000307390507420927,125.817760455222
1,3.2,"control",0.000298319938228805,127.316307477113
1,3.2,"drought",0.00111401915338069,122.574617171044
1,3.2,"drought",0.00104704403155911,125.817760455222
1,3.2,"drought",0.00101614720488337,127.316307477113
1,3.2,"irrigated",0.00024093439471807,122.574617171044
1,3.2,"irrigated",0.000226448851598721,125.817760455222
1,3.2,"irrigated",0.000219766387788257,127.316307477113
1,3.3,"control",0.000153877120867156,122.574617171044
1,3.3,"control",0.000144626077102682,125.817760455222
1,3.3,"control",0.000140358408428227,127.316307477113
1,3.3,"drought",0.000608806295274528,122.574617171044
1,3.3,"drought",0.00057220470214391,125.817760455222
1,3.3,"drought",0.000555319729810072,127.316307477113
1,3.3,"irrigated",0.000104513958884389,122.574617171044
1,3.3,"irrigated",9.82303335856222e-05,125.817760455222
1,3.3,"irrigated",9.53315745738567e-05,127.316307477113
1,3.4,"control",6.67542367016969e-05,122.574617171044
1,3.4,"control",6.2740993136238e-05,125.817760455222
1,3.4,"control",6.08896135207789e-05,127.316307477113
1,3.4,"drought",0.000306770955729959,122.574617171044
1,3.4,"drought",0.000288327805925051,125.817760455222
1,3.4,"drought",0.000279819649651816,127.316307477113
1,3.4,"irrigated",4.18021311075105e-05,122.574617171044
1,3.4,"irrigated",3.92888885572011e-05,125.817760455222
1,3.4,"irrigated",3.81294807082176e-05,127.316307477113
1,3.5,"control",2.67012900789423e-05,122.574617171044
1,3.5,"control",2.5096016977287e-05,125.817760455222
1,3.5,"control",2.43554763524347e-05,127.316307477113
1,3.5,"drought",0.000142527271820233,122.574617171044
1,3.5,"drought",0.000133958495094905,125.817760455222
1,3.5,"drought",0.000130005564482687,127.316307477113
1,3.5,"irrigated",1.54159813196794e-05,122.574617171044
1,3.5,"irrigated",1.44891362239653e-05,125.817760455222
1,3.5,"irrigated",1.40615644885471e-05,127.316307477113
1,3.6,"control",9.84768806588482e-06,122.574617171044
1,3.6,"control",9.25564817871382e-06,125.817760455222
1,3.6,"control",8.98252979933588e-06,127.316307477113
1,3.6,"drought",6.10562789729454e-05,122.574617171044
1,3.6,"drought",5.73855595694452e-05,125.817760455222
1,3.6,"drought",5.56921907766663e-05,127.316307477113
1,3.6,"irrigated",5.24194615716924e-06,122.574617171044
1,3.6,"irrigated",4.92678801140997e-06,125.817760455222
1,3.6,"irrigated",4.78139940662951e-06,127.316307477113
1,3.7,"control",3.34876714464537e-06,122.574617171044
1,3.7,"control",3.14744032466352e-06,125.817760455222
1,3.7,"control",3.05456473301799e-06,127.316307477113
1,3.7,"drought",2.41163357702488e-05,122.574617171044
1,3.7,"drought",2.26664553788741e-05,125.817760455222
1,3.7,"drought",2.19975995121808e-05,127.316307477113
1,3.7,"irrigated",1.64347296417612e-06,122.574617171044
1,3.7,"irrigated",1.54466349981586e-06,125.817760455222
1,3.7,"irrigated",1.49908076506587e-06,127.316307477113
1,3.8,"control",1.04998777999843e-06,122.574617171044
1,3.8,"control",9.86862847258658e-07,125.817760455222
1,3.8,"control",9.57742209102656e-07,127.316307477113
1,3.8,"drought",8.78296068562739e-06,122.574617171044
1,3.8,"drought",8.25492680031319e-06,125.817760455222
1,3.8,"drought",8.01133528469142e-06,127.316307477113
1,3.8,"irrigated",4.75095810301383e-07,122.574617171044
1,3.8,"irrigated",4.46531931516058e-07,125.817760455222
1,3.8,"irrigated",4.33354856642389e-07,127.316307477113
1,3.9,"control",3.03551349038707e-07,122.574617171044
1,3.9,"control",2.85301938087312e-07,125.817760455222
1,3.9,"control",2.7688316487346e-07,127.316307477113
1,3.9,"drought",2.94930158114611e-06,122.574617171044
1,3.9,"drought",2.77198880148124e-06,125.817760455222
1,3.9,"drought",2.69019123140299e-06,127.316307477113
1,3.9,"irrigated",1.26633457586107e-07,122.574617171044
1,3.9,"irrigated",1.19019955942383e-07,125.817760455222
1,3.9,"irrigated",1.15507699012428e-07,127.316307477113
1,4,"control",8.09149402805388e-08,122.574617171044
1,4,"control",7.60503597014591e-08,125.817760455222
1,4,"control",7.38062433962887e-08,127.316307477113
1,4,"drought",9.13158269800416e-07,122.574617171044
1,4,"drought",8.5825895664528e-07,125.817760455222
1,4,"drought",8.32932917408051e-07,127.316307477113
1,4,"irrigated",3.11217749147305e-08,122.574617171044
1,4,"irrigated",2.92506605269092e-08,125.817760455222
1,4,"irrigated",2.83874789341423e-08,127.316307477113
1,4.1,"control",1.98872116881516e-08,122.574617171044
1,4.1,"control",1.86915988209257e-08,125.817760455222
1,4.1,"control",1.81400416442285e-08,127.316307477113
1,4.1,"drought",2.60688310513582e-07,122.574617171044
1,4.1,"drought",2.45015661348507e-07,125.817760455222
1,4.1,"drought",2.37785586783014e-07,127.316307477113
1,4.1,"irrigated",7.05226913438299e-09,122.574617171044
1,4.1,"irrigated",6.62827010861129e-09,125.817760455222
1,4.1,"irrigated",6.43267108121915e-09,127.316307477113
1,4.2,"control",4.50679395626918e-09,122.574617171044
1,4.2,"control",4.23584693118865e-09,125.817760455222
1,4.2,"control",4.11085431837523e-09,127.316307477113
1,4.2,"drought",6.8619205671118e-08,122.574617171044
1,4.2,"drought",6.44938011435778e-08,125.817760455222
1,4.2,"drought",6.2590677936213e-08,127.316307477113
1,4.2,"irrigated",1.47347247098238e-09,122.574617171044
1,4.2,"irrigated",1.38488383655945e-09,125.817760455222
1,4.2,"irrigated",1.34401617017842e-09,127.316307477113
1,4.3,"control",9.41694725524151e-10,122.574617171044
1,4.3,"control",8.85080336916508e-10,125.817760455222
1,4.3,"control",8.58963126909126e-10,127.316307477113
1,4.3,"drought",1.66539955143157e-08,122.574617171044
1,4.3,"drought",1.565275296386e-08,125.817760455222
1,4.3,"drought",1.51908617914301e-08,127.316307477113
1,4.3,"irrigated",2.83859741392698e-10,122.574617171044
1,4.3,"irrigated",2.667934253584e-10,125.817760455222
1,4.3,"irrigated",2.58920400623496e-10,127.316307477113
1,4.4,"control",1.81426699760837e-10,122.574617171044
1,4.4,"control",1.70519384039869e-10,125.817760455222
1,4.4,"control",1.65487648074731e-10,127.316307477113
1,4.4,"drought",3.7268321068948e-09,122.574617171044
1,4.4,"drought",3.50277398939262e-09,125.817760455222
1,4.4,"drought",3.39941195534959e-09,127.316307477113
1,4.4,"irrigated",5.04213195591406e-11,122.574617171044
1,4.4,"irrigated",4.73898711042073e-11,125.817760455222
1,4.4,"irrigated",4.59914047556228e-11,127.316307477113
1,4.5,"control",3.22285592602109e-11,122.574617171044
1,4.5,"control",3.02909884861934e-11,125.817760455222
1,4.5,"control",2.93971531193597e-11,127.316307477113
1,4.5,"drought",7.68970786826908e-10,122.574617171044
1,4.5,"drought",7.22740062724296e-10,125.817760455222
1,4.5,"drought",7.01412999318609e-10,127.316307477113
1,4.5,"irrigated",8.25796883919116e-12,122.574617171044
1,4.5,"irrigated",7.76148030820198e-12,125.817760455222
1,4.5,"irrigated",7.5324404569993e-12,127.316307477113
1,4.6,"control",5.27872709574308e-12,122.574617171044
1,4.6,"control",4.96137169483463e-12,125.817760455222
1,4.6,"control",4.81497008463718e-12,127.316307477113
1,4.6,"drought",1.46294662807243e-10,122.574617171044
1,4.6,"drought",1.37499389553971e-10,125.817760455222
1,4.6,"drought",1.33441972025175e-10,127.316307477113
1,4.6,"irrigated",1.24704148214044e-12,122.574617171044
1,4.6,"irrigated",1.17206641192558e-12,125.817760455222
1,4.6,"irrigated",1.13747894846151e-12,127.316307477113
1,4.7,"control",7.97197919790738e-13,122.574617171044
1,4.7,"control",7.49270633373034e-13,125.817760455222
1,4.7,"control",7.27160935904957e-13,127.316307477113
1,4.7,"drought",2.56623102564265e-11,122.574617171044
1,4.7,"drought",2.41194854760522e-11,125.817760455222
1,4.7,"drought",2.34077526932847e-11,127.316307477113
1,4.7,"irrigated",1.73634966987334e-13,122.574617171044
1,4.7,"irrigated",1.63195623927723e-13,125.817760455222
1,4.7,"irrigated",1.58379751189911e-13,127.316307477113
1,4.8,"control",1.11007349069765e-13,122.574617171044
1,4.8,"control",1.04333622406337e-13,125.817760455222
1,4.8,"control",1.01254915295172e-13,127.316307477113
1,4.8,"drought",4.15060732609652e-12,122.574617171044
1,4.8,"drought",3.90107173197747e-12,125.817760455222
1,4.8,"drought",3.78595648035518e-12,127.316307477113
1,4.8,"irrigated",2.22916443415172e-14,122.574617171044
1,4.8,"irrigated",2.09514181953579e-14,125.817760455222
1,4.8,"irrigated",2.03331457118371e-14,127.316307477113
1,4.9,"control",1.42523321265969e-14,122.574617171044
1,4.9,"control",1.33954864337093e-14,125.817760455222
1,4.9,"control",1.30002084936761e-14,127.316307477113
1,4.9,"drought",6.18979368140426e-13,122.574617171044
1,4.9,"drought",5.81766167217944e-13,125.817760455222
1,4.9,"drought",5.64599049224273e-13,127.316307477113
1,4.9,"irrigated",2.63873422451262e-15,122.574617171044
1,4.9,"irrigated",2.48008730971905e-15,125.817760455222
1,4.9,"irrigated",2.40690039100878e-15,127.316307477113
1,5,"control",1.6872085404289e-15,122.574617171044
1,5,"control",1.58577409741787e-15,125.817760455222
1,5,"control",1.53898061054546e-15,127.316307477113
1,5,"drought",8.5111712010663e-14,122.574617171044
1,5,"drought",7.99947737039395e-14,125.817760455222
1,5,"drought",7.76342381547176e-14,127.316307477113
1,5,"irrigated",2.88003537726316e-16,122.574617171044
1,5,"irrigated",2.70688086899375e-16,125.817760455222
1,5,"irrigated",2.62700131421313e-16,127.316307477113
1,5.1,"control",1.84162085285939e-16,122.574617171044
1,5.1,"control",1.73090319053662e-16,125.817760455222
1,5.1,"control",1.67982719184571e-16,127.316307477113
1,5.1,"drought",1.07907369932404e-14,122.574617171044
1,5.1,"drought",1.01419950730735e-14,125.817760455222
1,5.1,"drought",9.84271877286632e-15,127.316307477113
1,5.1,"irrigated",2.89833527852434e-17,122.574617171044
1,5.1,"irrigated",2.7240805371018e-17,125.817760455222
1,5.1,"irrigated",2.6436934232902e-17,127.316307477113
1,5.2,"control",1.85344759300526e-17,122.574617171044
1,5.2,"control",1.74201891081115e-17,125.817760455222
1,5.2,"control",1.69061490618826e-17,127.316307477113
1,5.2,"drought",1.2614252397904e-15,122.574617171044
1,5.2,"drought",1.18558802563892e-15,125.817760455222
1,5.2,"drought",1.15060295659416e-15,127.316307477113
1,5.2,"irrigated",2.68935449214731e-18,122.574617171044
1,5.2,"irrigated",2.52766416767205e-18,125.817760455222
1,5.2,"irrigated",2.45307326466581e-18,127.316307477113
1,5.3,"control",1.71992308430894e-18,122.574617171044
1,5.3,"control",1.61652185328249e-18,125.817760455222
1,5.3,"control",1.56882105261756e-18,127.316307477113
1,5.3,"drought",1.3596294207103e-16,122.574617171044
1,5.3,"drought",1.2778881456093e-16,125.817760455222
1,5.3,"drought",1.24017942720222e-16,127.316307477113
1,5.3,"irrigated",2.30089133363541e-19,122.574617171044
1,5.3,"irrigated",2.16255632893294e-19,125.817760455222
1,5.3,"irrigated",2.0987396908526e-19,127.316307477113
1,5.4,"control",1.47158844256269e-19,122.574617171044
1,5.4,"control",1.38311701153563e-19,125.817760455222
1,5.4,"control",1.3423035893542e-19,127.316307477113
1,5.4,"drought",1.35122670152151e-17,122.574617171044
1,5.4,"drought",1.26999060008794e-17,125.817760455222
1,5.4,"drought",1.23251492736737e-17,127.316307477113
1,5.4,"irrigated",1.81506755196378e-20,122.574617171044
1,5.4,"irrigated",1.70594141694571e-20,125.817760455222
1,5.4,"irrigated",1.65559940063152e-20,127.316307477113
1,5.5,"control",1.16094685454892e-20,122.574617171044
1,5.5,"control",1.09115109739453e-20,125.817760455222
1,5.5,"control",1.05895309098562e-20,127.316307477113
1,5.5,"drought",1.23818207312514e-18,122.574617171044
1,5.5,"drought",1.16374224421089e-18,125.817760455222
1,5.5,"drought",1.12940181407532e-18,127.316307477113
1,5.5,"irrigated",1.32019506686408e-21,122.574617171044
1,5.5,"irrigated",1.24082183088676e-21,125.817760455222
1,5.5,"irrigated",1.2042054077007e-21,127.316307477113
1,5.6,"control",8.44475273993958e-22,122.574617171044
1,5.6,"control",7.93705688017114e-22,125.817760455222
1,5.6,"control",7.70284787932252e-22,127.316307477113
1,5.6,"drought",1.04613909660978e-19,122.574617171044
1,5.6,"drought",9.83244941491233e-20,125.817760455222
1,5.6,"drought",9.54230738056237e-20,127.316307477113
1,5.6,"irrigated",8.85384768170727e-23,122.574617171044
1,5.6,"irrigated",8.3215335116379e-23,125.817760455222
1,5.6,"irrigated",8.0759665937821e-23,127.316307477113
1,5.7,"control",5.66382941880019e-23,122.574617171044
1,5.7,"control",5.32332178821441e-23,125.817760455222
1,5.7,"control",5.16623964857042e-23,127.316307477113
1,5.7,"drought",8.14972552061086e-21,122.574617171044
1,5.7,"drought",7.65976189844248e-21,125.817760455222
