"Year","Plot","Tag","Xcoor","Ycoor","umble.no","umble.diameter","notes","plantid"
2023,13,3391,7,"K",2,5,"","3391_13_7K"
2023,13,3694,9,"A",1,2,"","3694_13_9A"
2023,13,3694,9,"A",2,5,"","3694_13_9A"
2023,13,3088,9,"B",1,6,"","3088_13_9B"
2023,13,3088,9,"B",2,2,"","3088_13_9B"
2023,13,3088,9,"B",3,3,"","3088_13_9B"
2023,13,7571,9,"G",1,5,"","7571_13_9G"
2023,13,7571,9,"G",2,5,"","7571_13_9G"
2023,13,3119,9,"H",1,3,"","3119_13_9H"
2023,13,3119,9,"H",2,3,"","3119_13_9H"
2023,13,3119,9,"H",3,3.5,"","3119_13_9H"
2023,13,3119,9,"H",4,1,"","3119_13_9H"
2023,13,3616,10,"B",1,7,"","3616_13_10B"
2023,13,3616,10,"B",2,NA,"","3616_13_10B"
2023,13,3616,10,"B",3,NA,"","3616_13_10B"
2023,13,3018,10,"G",1,6,"","3018_13_10G"
2023,13,3018,10,"G",2,3,"","3018_13_10G"
2023,13,3018,10,"G",3,2,"","3018_13_10G"
2023,13,3018,10,"G",4,6,"","3018_13_10G"
2023,13,3018,10,"G",5,2,"","3018_13_10G"
2023,13,3642,10,"G",1,2.5,"","3642_13_10G"
2023,13,3642,10,"G",2,5.5,"","3642_13_10G"
2023,13,3642,10,"G",3,6,"","3642_13_10G"
2023,13,3642,10,"G",4,6,"","3642_13_10G"
2023,13,3642,10,"G",5,6,"","3642_13_10G"
2023,13,3143,11,"A",1,9,"","3143_13_11A"
2023,13,3143,11,"A",2,3,"","3143_13_11A"
2023,13,3775,11,"G",1,3.5,"","3775_13_11G"
2023,13,3775,11,"G",2,4.5,"","3775_13_11G"
2023,13,3775,11,"G",3,3,"","3775_13_11G"
2023,13,3118,11,"H",1,3,"","3118_13_11H"
2023,13,3118,11,"H",2,4,"","3118_13_11H"
2023,13,3118,11,"H",3,5,"","3118_13_11H"
2023,13,3333,12,"A",1,3.5,"","3333_13_12A"
2023,13,3333,12,"A",2,NA,"","3333_13_12A"
2023,13,3593,12,"A",1,3.5,"","3593_13_12A"
2023,13,3593,12,"A",2,4,"","3593_13_12A"
2023,13,3396,12,"B",1,6,"","3396_13_12B"
2023,13,3396,12,"B",2,5,"","3396_13_12B"
2023,13,3396,12,"B",3,7,"","3396_13_12B"
2023,13,3389,12,"F",1,8,"tag is 3481","3389_13_12F"
2023,13,3389,12,"F",2,6,"tag is 3481","3389_13_12F"
2023,13,3389,12,"F",3,5,"tag is 3481","3389_13_12F"
2023,13,3389,12,"F",3,6,"tag is 3481","3389_13_12F"
2023,13,3108,12,"G",1,2.5,"","3108_13_12G"
2023,13,3108,12,"G",2,7,"","3108_13_12G"
2023,13,3167,12,"G",1,NA,"","3167_13_12G"
2023,13,3167,12,"G",2,5,"","3167_13_12G"
2023,13,3997,12,"G",1,3,"","3997_13_12G"
2023,13,3997,12,"G",2,3,"","3997_13_12G"
2023,13,3997,12,"G",3,4,"","3997_13_12G"
2023,13,3620,12,"J",1,2.5,"","3620_13_12J"
2023,13,3620,12,"J",2,6,"","3620_13_12J"
2023,13,3620,12,"J",3,6,"","3620_13_12J"
2023,13,3128,13,"H",1,4,"","3128_13_13H"
2023,13,3128,13,"H",2,4,"","3128_13_13H"
2023,13,3675,13,"I",1,4,"","3675_13_13I"
2023,13,3675,13,"I",2,4,"","3675_13_13I"
2023,13,3675,13,"I",3,5,"","3675_13_13I"
2023,13,3675,13,"I",4,5,"","3675_13_13I"
2023,13,3373,13,"J",1,5,"","3373_13_13J"
2023,13,3373,13,"J",2,4,"","3373_13_13J"
2023,13,3136,14,"A",1,4,"","3136_13_14A"
2023,13,3136,14,"A",2,1.5,"","3136_13_14A"
2023,13,3500,14,"C",1,4.5,"","3500_13_14C"
2023,13,3500,14,"C",2,2.5,"","3500_13_14C"
2023,13,3724,14,"C",1,7,"","3724_13_14C"
2023,13,3724,14,"C",2,3,"","3724_13_14C"
2023,13,3515,14,"G",1,5.5,"","3515_13_14G"
2023,13,3515,14,"G",2,6,"","3515_13_14G"
2023,13,3515,14,"G",3,4.5,"","3515_13_14G"
2023,13,3515,14,"G",4,4,"","3515_13_14G"
2023,13,3515,14,"G",5,2,"","3515_13_14G"
2023,13,3705,14,"H",1,5,"","3705_13_14H"
2023,13,3705,14,"H",2,2,"","3705_13_14H"
2023,13,3705,14,"H",3,0.5,"","3705_13_14H"
2023,13,3179,15,"B",1,4,"","3179_13_15B"
2023,13,3179,15,"B",2,3,"","3179_13_15B"
2023,13,3491,15,"E",1,8,"","3491_13_15E"
2023,13,3491,15,"E",2,3,"","3491_13_15E"
2023,13,3491,15,"E",3,3,"","3491_13_15E"
2023,13,3605,15,"F",1,7.5,"","3605_13_15F"
2023,13,3605,15,"F",2,3,"","3605_13_15F"
2023,13,3605,15,"F",3,4,"","3605_13_15F"
2023,13,3853,16,"A",1,4.5,"","3853_13_16A"
2023,13,3853,16,"A",2,3.5,"","3853_13_16A"
2023,13,3853,16,"A",3,2.5,"","3853_13_16A"
2023,13,3853,16,"A",4,4.5,"","3853_13_16A"
2023,13,3853,16,"A",5,1,"","3853_13_16A"
2023,13,3478,16,"B",1,4,"","3478_13_16B"
2023,13,3478,16,"B",2,3.5,"","3478_13_16B"
2023,13,3494,16,"D",1,8,"","3494_13_16D"
2023,13,3494,16,"D",2,5,"","3494_13_16D"
2023,13,3494,16,"D",3,NA,"","3494_13_16D"
2023,13,3376,16,"F",1,7,"","3376_13_16F"
2023,13,3376,16,"F",2,6,"","3376_13_16F"
2023,13,3376,16,"F",3,6,"","3376_13_16F"
2023,13,3376,16,"F",4,5,"","3376_13_16F"
2023,13,3357,16,"J",1,5.5,"","3357_13_16J"
2023,13,3357,16,"J",2,3.5,"","3357_13_16J"
2023,13,3497,17,"C",1,6.5,"","3497_13_17C"
2023,13,3497,17,"C",2,4.5,"","3497_13_17C"
2023,13,3628,17,"D",1,5,"","3628_13_17D"
2023,13,3628,17,"D",2,5,"","3628_13_17D"
2023,13,3628,17,"D",3,2,"","3628_13_17D"
2023,13,3397,17,"G",1,5,"","3397_13_17G"
2023,13,3397,17,"G",2,3,"","3397_13_17G"
2023,13,3397,17,"G",3,1.5,"","3397_13_17G"
2023,13,3180,17,"H",1,4,"","3180_13_17H"
2023,13,3180,17,"H",2,3,"","3180_13_17H"
2023,13,3180,17,"H",3,4,"","3180_13_17H"
2023,13,3377,18,"D",1,7.5,"","3377_13_18D"
2023,13,3377,18,"D",2,3.5,"","3377_13_18D"
2023,13,3383,18,"I",1,6.5,"","3383_13_18I"
2023,13,3383,18,"I",2,3.5,"","3383_13_18I"
2023,13,3383,18,"I",3,3.5,"","3383_13_18I"
2023,13,3781,19,"C",1,6,"","3781_13_19C"
2023,13,3781,19,"C",2,3,"","3781_13_19C"
2023,13,3061,19,"E",1,5,"","3061_13_19E"
2023,13,3061,19,"E",2,3,"","3061_13_19E"
2023,13,3061,19,"E",3,3.5,"","3061_13_19E"
2023,13,3565,19,"F",1,3,"","3565_13_19F"
2023,13,3565,19,"F",2,5.5,"","3565_13_19F"
2023,13,3565,19,"F",3,5,"","3565_13_19F"
2023,13,3617,19,"G",1,10,"","3617_13_19G"
2023,13,3617,19,"G",2,2,"","3617_13_19G"
2023,14,3699,0,"E",1,10,"","3699_14_0E"
2023,14,3699,0,"E",2,7,"","3699_14_0E"
2023,14,3459,1,"A",1,4.5,"","3459_14_1A"
2023,14,3459,1,"A",2,2.5,"","3459_14_1A"
2023,14,3495,1,"A",1,6,"","3495_14_1A"
2023,14,3495,1,"A",2,4,"","3495_14_1A"
2023,14,3431,1,"F",1,4.5,"","3431_14_1F"
2023,14,3431,1,"F",2,NA,"","3431_14_1F"
2023,14,3058,2,"A",1,NA,"tracking phen, but whether this was eaten or dead was not recorded","3058_14_2A"
2023,14,3058,2,"A",2,NA,"tracking phen, but whether this was eaten or dead was not recorded","3058_14_2A"
2023,14,3379,2,"A",1,3,"","3379_14_2A"
2023,14,3379,2,"A",2,3,"","3379_14_2A"
2023,14,3432,2,"J",1,6.5,"","3432_14_2J"
2023,14,3432,2,"J",2,NA,"","3432_14_2J"
2023,14,3469,3,"A",1,3.5,"","3469_14_3A"
2023,14,3469,3,"A",2,3.5,"","3469_14_3A"
2023,14,3469,3,"A",3,NA,"","3469_14_3A"
2023,14,3469,3,"A",4,NA,"","3469_14_3A"
2023,14,3776,3,"J",1,6,"","3776_14_3J"
2023,14,3776,3,"J",2,10,"","3776_14_3J"
2023,14,3158,4,"C",1,5,"","3158_14_4C"
2023,14,3158,4,"C",2,4.5,"","3158_14_4C"
2023,14,3158,4,"C",3,NA,"tracking phen, but whether this was eaten or dead was not recorded","3158_14_4C"
2023,14,3671,5,"C",1,5,"","3671_14_5C"
2023,14,3671,5,"C",2,4,"","3671_14_5C"
2023,14,3671,5,"C",3,5,"","3671_14_5C"
2023,14,3926,5,"D",1,5,"","3926_14_5D"
2023,14,3926,5,"D",2,5,"","3926_14_5D"
2023,14,3926,5,"D",3,3,"","3926_14_5D"
2023,14,3926,5,"D",4,NA,"tracking phen, but whether this was eaten or dead was not recorded","3926_14_5D"
2023,14,3913,5,"E",1,4,"","3913_14_5E"
2023,14,3913,5,"E",2,3.5,"","3913_14_5E"
2023,14,3913,5,"E",3,5,"","3913_14_5E"
2023,14,3430,6,"B",1,8,"","3430_14_6B"
2023,14,3430,6,"B",2,4,"","3430_14_6B"
2023,14,3305,7,"B",1,6,"","3305_14_7B"
2023,14,3305,7,"B",2,3.5,"","3305_14_7B"
2023,14,3360,8,"D",1,11,"","3360_14_8D"
2023,14,3360,8,"D",2,9,"","3360_14_8D"
2023,14,3360,8,"D",3,NA,"","3360_14_8D"
2023,14,3086,9,"C",1,7.5,"","3086_14_9C"
2023,14,3086,9,"C",2,2,"","3086_14_9C"
2023,14,3366,9,"C",1,5.5,"","3366_14_9C"
2023,14,3366,9,"C",2,5.5,"","3366_14_9C"
2023,14,3682,10,"D",1,2.5,"","3682_14_10D"
2023,14,3682,10,"D",2,9.5,"","3682_14_10D"
2023,14,7576,12,"A",1,4.5,"","7576_14_12A"
2023,14,7576,12,"A",2,2.5,"","7576_14_12A"
2023,14,3526,14,"E",1,5.5,"","3526_14_14E"
2023,14,3526,14,"E",2,5,"","3526_14_14E"
2023,14,3838,14,"G",1,4,"","3838_14_14G"
2023,14,3838,14,"G",2,5,"","3838_14_14G"
2023,14,3367,15,"H",1,9.5,"","3367_14_15H"
2023,14,3367,15,"H",2,NA,"","3367_14_15H"
2023,14,3556,15,"H",1,2,"","3556_14_15H"
2023,14,3556,15,"H",2,7,"","3556_14_15H"
2023,15,3892,0,"B",1,7,"","3892_15_0B"
2023,15,3892,0,"B",2,4,"","3892_15_0B"
2023,15,3892,0,"B",3,4,"","3892_15_0B"
2023,15,3393,0,"J",1,NA,"","3393_15_0J"
2023,15,3393,0,"J",2,6,"","3393_15_0J"
2023,15,3393,0,"J",3,7,"","3393_15_0J"
2023,15,3818,1,"A",1,5,"","3818_15_1A"
2023,15,3818,1,"A",2,5,"","3818_15_1A"
2023,15,3818,1,"A",3,4,"","3818_15_1A"
2023,15,3818,1,"A",4,4,"","3818_15_1A"
2023,15,3818,1,"A",5,NA,"","3818_15_1A"
2023,15,3063,1,"J",1,NA,"","3063_15_1J"
2023,15,3063,1,"J",2,3,"","3063_15_1J"
2023,15,3426,1,"J",1,3,"","3426_15_1J"
2023,15,3426,1,"J",2,4,"","3426_15_1J"
2023,15,3426,1,"J",3,3.5,"","3426_15_1J"
2023,15,3427,1,"J",1,NA,"","3427_15_1J"
2023,15,3427,1,"J",2,6,"","3427_15_1J"
2023,15,3427,1,"J",3,4.5,"","3427_15_1J"
2023,15,3065,2,"F",1,5,"","3065_15_2F"
2023,15,3065,2,"F",2,4,"","3065_15_2F"
2023,15,3065,2,"F",3,4,"","3065_15_2F"
2023,15,3065,2,"F",4,4,"","3065_15_2F"
2023,15,3065,2,"F",5,NA,"","3065_15_2F"
2023,15,3065,2,"F",6,4.5,"","3065_15_2F"
2023,15,3423,2,"I",1,6,"","3423_15_2I"
2023,15,3423,2,"I",2,7,"","3423_15_2I"
2023,15,3882,2,"I",1,5.5,"","3882_15_2I"
2023,15,3882,2,"I",2,4,"","3882_15_2I"
2023,15,3882,2,"I",3,6,"","3882_15_2I"
2023,15,3882,2,"I",4,3,"","3882_15_2I"
2023,15,3485,3,"A",1,6,"","3485_15_3A"
2023,15,3485,3,"A",2,6,"","3485_15_3A"
2023,15,3485,3,"A",3,6,"","3485_15_3A"
2023,15,3485,3,"A",4,4,"","3485_15_3A"
2023,15,3485,3,"A",5,5,"","3485_15_3A"
2023,15,3485,3,"A",6,6,"","3485_15_3A"
2023,15,3485,3,"A",7,4,"","3485_15_3A"
2023,15,3341,3,"H",1,5,"","3341_15_3H"
2023,15,3341,3,"H",2,4,"","3341_15_3H"
2023,15,3341,3,"H",3,7,"","3341_15_3H"
2023,15,3341,3,"H",4,4,"","3341_15_3H"
2023,15,3341,3,"H",5,7,"","3341_15_3H"
2023,15,3052,3,"J",1,5,"","3052_15_3J"
2023,15,3052,3,"J",2,5.5,"","3052_15_3J"
2023,15,3052,3,"J",3,7,"","3052_15_3J"
2023,15,3052,3,"J",4,NA,"","3052_15_3J"
2023,15,3659,4,"C",1,6,"","3659_15_4C"
2023,15,3659,4,"C",2,5,"","3659_15_4C"
2023,15,3659,4,"C",3,4,"","3659_15_4C"
2023,15,3659,4,"C",4,4,"","3659_15_4C"
2023,15,3659,4,"C",5,7,"","3659_15_4C"
2023,15,3659,4,"C",6,5,"","3659_15_4C"
2023,15,3881,5,"E",1,5,"","3881_15_5E"
2023,15,3881,5,"E",2,2,"","3881_15_5E"
2023,15,7598,6,"A",1,6,"","7598_15_6A"
2023,15,7598,6,"A",2,5,"","7598_15_6A"
2023,15,3177,6,"G",1,10,"","3177_15_6G"
2023,15,3177,6,"G",2,7,"","3177_15_6G"
2023,15,3177,6,"G",3,NA,"","3177_15_6G"
2023,15,3068,6,"I",1,6,"","3068_15_6I"
2023,15,3068,6,"I",2,8,"","3068_15_6I"
2023,15,3068,6,"I",3,NA,"","3068_15_6I"
2023,15,3417,6,"I",1,4,"","3417_15_6I"
2023,15,3417,6,"I",2,6,"","3417_15_6I"
2023,15,3417,6,"I",3,5,"","3417_15_6I"
2023,15,3417,6,"I",4,3,"","3417_15_6I"
2023,15,3095,6,"J",1,4,"","3095_15_6J"
2023,15,3095,6,"J",2,3,"","3095_15_6J"
2023,15,3095,6,"J",3,3,"","3095_15_6J"
2023,15,3095,6,"J",4,7,"","3095_15_6J"
2023,15,3095,6,"J",5,NA,"","3095_15_6J"
2023,15,3472,6,"J",1,3,"","3472_15_6J"
2023,15,3472,6,"J",2,3,"","3472_15_6J"
2023,15,3472,6,"J",3,4,"","3472_15_6J"
2023,15,3472,6,"J",4,NA,"","3472_15_6J"
2023,15,3472,6,"J",5,NA,"","3472_15_6J"
2023,15,7593,7,"A",1,5,"","7593_15_7A"
2023,15,7593,7,"A",2,5,"","7593_15_7A"
2023,15,3017,7,"G",1,NA,"","3017_15_7G"
2023,15,3017,7,"G",2,4,"","3017_15_7G"
2023,15,3017,7,"G",3,3,"","3017_15_7G"
2023,15,3458,8,"I",1,3,"","3458_15_8I"
2023,15,3458,8,"I",2,5,"","3458_15_8I"
2023,15,3863,8,"I",1,4,"","3863_15_8I"
2023,15,3863,8,"I",2,5,"","3863_15_8I"
2023,15,3863,8,"I",3,2.5,"","3863_15_8I"
2023,15,3404,9,"G",1,5,"","3404_15_9G"
2023,15,3404,9,"G",2,2,"","3404_15_9G"
2023,15,3404,9,"G",3,5,"","3404_15_9G"
2023,15,3404,9,"G",4,3,"","3404_15_9G"
2023,15,3014,9,"I",1,4,"","3014_15_9I"
2023,15,3014,9,"I",2,1,"","3014_15_9I"
2023,15,3014,9,"I",3,4,"","3014_15_9I"
2023,15,3014,9,"I",4,2,"","3014_15_9I"
2023,15,3014,9,"I",5,2,"","3014_15_9I"
2023,15,3673,10,"A",1,6,"","3673_15_10A"
2023,15,3673,10,"A",2,7,"","3673_15_10A"
2023,15,3500,10,"D",1,NA,"","3500_15_10D"
2023,15,3500,10,"D",2,6,"","3500_15_10D"
2023,15,3500,10,"D",3,8,"","3500_15_10D"
2023,15,3500,10,"D",4,10,"","3500_15_10D"
2023,15,3354,11,"B",1,NA,"","3354_15_11B"
2023,15,3354,11,"B",2,NA,"","3354_15_11B"
2023,15,3354,11,"B",3,NA,"","3354_15_11B"
2023,15,3354,11,"B",4,NA,"","3354_15_11B"
2023,15,3354,11,"B",5,4,"","3354_15_11B"
2023,15,3354,11,"B",6,4,"","3354_15_11B"
2023,15,3354,11,"B",7,5,"","3354_15_11B"
2023,15,3354,11,"B",8,8,"","3354_15_11B"
2023,15,3354,11,"B",9,3,"","3354_15_11B"
2023,15,3354,11,"B",10,5,"","3354_15_11B"
2023,15,3354,11,"B",11,3,"","3354_15_11B"
2023,15,3397,11,"F",1,7.5,"","3397_15_11F"
2023,15,3397,11,"F",2,2,"","3397_15_11F"
2023,15,3490,12,"C",1,NA,"","3490_15_12C"
2023,15,3490,12,"C",2,3,"","3490_15_12C"
2023,15,3490,12,"C",3,2,"","3490_15_12C"
2023,15,3612,12,"E",1,4,"","3612_15_12E"
2023,15,3612,12,"E",2,4,"","3612_15_12E"
2023,15,3612,12,"E",3,4,"","3612_15_12E"
2023,15,3737,12,"E",1,5,"","3737_15_12E"
2023,15,3737,12,"E",2,3,"","3737_15_12E"
2023,15,3401,12,"G",1,1.5,"","3401_15_12G"
2023,15,3401,12,"G",2,6.5,"","3401_15_12G"
2023,15,3401,12,"G",3,4,"","3401_15_12G"
2023,15,3401,12,"G",4,1,"","3401_15_12G"
2023,15,3401,12,"G",5,4,"","3401_15_12G"
2023,15,3401,12,"G",6,5,"","3401_15_12G"
2023,15,3401,12,"G",7,NA,"","3401_15_12G"
2023,15,3706,13,"H",1,NA,"","3706_15_13H"
2023,15,3706,13,"H",2,12,"","3706_15_13H"
2023,15,3736,14,"B",1,NA,"","3736_15_14B"
2023,15,3736,14,"B",2,6,"","3736_15_14B"
2023,15,3736,14,"B",3,5,"","3736_15_14B"
2023,15,3736,14,"B",4,7,"","3736_15_14B"
2023,15,3736,14,"B",5,7,"","3736_15_14B"
2023,15,3736,14,"B",6,1,"","3736_15_14B"
2023,15,3831,14,"B",1,NA,"","3831_15_14B"
2023,15,3831,14,"B",2,6,"","3831_15_14B"
2023,15,3831,14,"B",3,5,"","3831_15_14B"
2023,15,3831,14,"B",4,6,"","3831_15_14B"
2023,15,3831,14,"B",5,4,"","3831_15_14B"
2023,15,3371,14,"C",1,6,"","3371_15_14C"
2023,15,3371,14,"C",2,4,"","3371_15_14C"
2023,15,3371,14,"C",3,6,"","3371_15_14C"
2023,15,3493,14,"E",1,9,"","3493_15_14E"
2023,15,3493,14,"E",2,6,"","3493_15_14E"
2023,15,3493,14,"E",3,8,"","3493_15_14E"
2023,15,3493,14,"E",4,5,"","3493_15_14E"
2023,15,3493,14,"E",5,4,"","3493_15_14E"
2023,15,3493,14,"E",6,2,"","3493_15_14E"
2023,15,3493,14,"E",7,NA,"","3493_15_14E"
2023,15,3377,14,"G",1,6,"","3377_15_14G"
2023,15,3377,14,"G",2,5,"","3377_15_14G"
2023,15,3377,14,"G",3,5,"","3377_15_14G"
2023,15,3377,14,"G",4,5,"","3377_15_14G"
2023,15,3047,14,"J",1,2,"","3047_15_14J"
2023,15,3047,14,"J",2,4,"","3047_15_14J"
2023,15,3047,14,"J",3,4,"","3047_15_14J"
2023,15,3868,15,"A",1,6,"not tracking phenology","3868_15_15A"
2023,15,3868,15,"A",2,6,"not tracking phenology","3868_15_15A"
2023,15,3868,15,"A",3,6,"not tracking phenology","3868_15_15A"
2023,15,3455,15,"C",1,NA,"","3455_15_15C"
2023,15,3455,15,"C",2,7,"","3455_15_15C"
2023,15,3481,15,"H",1,0.5,"","3481_15_15H"
2023,15,3481,15,"H",2,NA,"not sure what note for this one says!","3481_15_15H"
2023,15,3481,15,"H",3,NA,"","3481_15_15H"
2023,15,3581,15,"I",1,4,"","3581_15_15I"
2023,15,3581,15,"I",2,5.5,"","3581_15_15I"
2023,15,3581,15,"I",3,3,"","3581_15_15I"
2023,15,3391,16,"A",1,NA,"","3391_15_16A"
2023,15,3391,16,"A",2,8,"","3391_15_16A"
2023,15,3116,16,"C",1,NA,"","3116_15_16C"
2023,15,3116,16,"C",2,NA,"","3116_15_16C"
2023,15,3116,16,"C",3,5,"","3116_15_16C"
2023,15,3116,16,"C",4,7,"","3116_15_16C"
2023,15,3116,16,"C",5,4,"","3116_15_16C"
2023,15,3116,16,"C",6,7,"","3116_15_16C"
2023,15,3116,16,"C",7,8,"","3116_15_16C"
2023,15,3116,16,"C",8,6,"","3116_15_16C"
2023,15,3116,16,"C",9,1,"","3116_15_16C"
2023,15,3498,16,"C",1,NA,"","3498_15_16C"
2023,15,3498,16,"C",2,NA,"","3498_15_16C"
2023,15,3395,16,"G",1,5,"","3395_15_16G"
2023,15,3395,16,"G",2,5,"","3395_15_16G"
2023,15,3395,16,"G",3,5,"","3395_15_16G"
2023,15,3686,16,"H",1,5.5,"","3686_15_16H"
2023,15,3686,16,"H",2,7.5,"","3686_15_16H"
2023,15,3686,16,"H",3,4.5,"","3686_15_16H"
2023,15,3686,16,"H",4,4,"","3686_15_16H"
2023,15,3482,16,"J",1,3.5,"","3482_15_16J"
2023,15,3482,16,"J",2,3,"","3482_15_16J"
2023,15,3482,16,"J",3,NA,"","3482_15_16J"
2023,15,3491,17,"E",1,4,"","3491_15_17E"
2023,15,3491,17,"E",2,6,"","3491_15_17E"
2023,15,3491,17,"E",3,7,"","3491_15_17E"
2023,15,3738,17,"H",1,3.5,"","3738_15_17H"
2023,15,3738,17,"H",2,5,"","3738_15_17H"
2023,15,3738,17,"H",3,5,"data entry note: think it says dead","3738_15_17H"
2023,15,3457,18,"A",1,NA,"","3457_15_18A"
2023,15,3457,18,"A",2,5,"","3457_15_18A"
2023,15,3457,18,"A",3,3,"","3457_15_18A"
2023,15,3457,18,"A",4,3,"","3457_15_18A"
2023,15,3457,18,"A",5,4.5,"","3457_15_18A"
2023,15,3006,18,"B",1,10,"","3006_15_18B"
2023,15,3006,18,"B",2,2,"","3006_15_18B"
2023,15,3372,19,"C",1,5,"","3372_15_19C"
2023,15,3372,19,"C",2,7,"","3372_15_19C"
2023,15,3372,19,"C",3,3.5,"","3372_15_19C"
2023,15,3766,19,"D",1,NA,"","3766_15_19D"
2023,15,3766,19,"D",2,NA,"","3766_15_19D"
2023,15,3766,19,"D",3,5,"","3766_15_19D"
2023,15,3766,19,"D",4,5,"","3766_15_19D"
2023,15,3766,19,"D",5,5,"","3766_15_19D"
2023,3,7684,14,"A",1,NA,"","7684_3_14A"
2023,3,7684,14,"A",2,4.5,"","7684_3_14A"
2023,13,3355,16,"C",1,7,"","3355_13_16C"
2023,13,3355,16,"C",2,3,"","3355_13_16C"
2023,4,7696,0,"A",1,1.5,"","7696_4_0A"
2023,4,7696,0,"A",2,5,"","7696_4_0A"
2023,4,7696,0,"A",3,5,"","7696_4_0A"
2023,4,7696,0,"A",4,7.5,"","7696_4_0A"
