"plot","Year","tagplot","finalid","demo.umbels","mumb.umbels","diam.umbels","n.in.measure","finalid.phen","mean.doy","n.phen","finalid.seed","n.seed.counts","n.empty","total.seeds","trt"
"2",2022,"3175_2","3175_2_15A",1,NA,1.5,1,"3175_2",137,1,"3175_2",1,1,0,"control"
"2",2023,"3157_2","3157_2_18E",1,NA,2.5,1,"3157_2_19F",136,1,"3157_2_19F",1,1,0,"control"
"2",2021,"3841_2","3841_2_1C",1,NA,1,1,"3841_2_1C",131,1,NA,0,NA,NA,"control"
"2",2022,"3531_2","3531_2_9B",2,2,4.5,2,"3531_2",137,2,"3531_2",2,1,114,"control"
"2",2023,"3352_2","3352_2_19H",1,NA,NA,NA,"3352_2_19I",122,1,"3352_2_19I",1,1,0,"control"
"2",2021,"3703_2","3703_2_7C",1,NA,1,1,"3703_2_7C",131,2,NA,0,NA,NA,"control"
"2",2023,"3477_2","3477_2_6C",1,NA,2,1,"3477_2_5C",136,1,NA,0,NA,NA,"control"
"2",2023,"7560_2","7560_2_17J",1,NA,2,1,"7560_2_18J",136,1,"7560_2_18J",1,0,28,"control"
"2",2022,"3190_2","3190_2_18C",1,NA,1.75,1,"3190_2",144,1,"3190_2",1,0,60,"control"
"2",2023,"3186_2","3186_2_18D",1,NA,2.75,1,"3186_2_18D",129,2,"3186_2_18D",1,0,36,"control"
"2",2022,"3155_2","3155_2_16A",1,NA,2.25,1,"3155_2",137,1,"3155_2",1,0,4,"control"
"2",2023,"3588_2","3588_2_11F",1,NA,1.5,1,NA,NA,NA,NA,NA,NA,NA,"control"
"2",2021,"3175_2","3175_2_15A",1,NA,1.75,1,"3175_2_15A",124,2,NA,0,NA,NA,"control"
"2",2023,"3172_2","3172_2_17A",2,2,2.75,2,"3172_2_17A",132.5,4,"3172_2_17A",2,2,0,"control"
"2",2023,"3169_2","3169_2_12J",1,NA,2.5,1,"3169_2_13J",129,1,"3169_2_13J",1,0,2,"control"
"2",2022,"3562_2","3562_2_19I",1,NA,1.5,1,"3562_2",144,1,"3562_2",1,1,0,"control"
"2",2021,"3166_2","3166_2_12B",1,NA,1.75,1,"3166_2_12B",131,1,NA,0,NA,NA,"control"
"2",2023,"3155_2","3155_2_16A",2,2,4,2,"3155_2_16A",132.5,4,"3155_2_16A",2,0,60,"control"
"2",2023,"3502_2","3502_2_8B",1,NA,1.5,1,"3502_2_7C",129,1,"3502_2_7C",1,1,0,"control"
"2",2021,"3053_2","3053_2_14B",2,NA,NA,NA,"3053_2_14B",124,1,NA,0,NA,NA,"control"
"2",2022,"3891_2","3891_2_0J",1,NA,2,1,"3891_2",137,1,"3891_2",1,0,2,"control"
"2",2023,"3550_2","3550_2_9I",2,2,3.5,2,"3550_2_9J",132.5,2,"3550_2_9J",2,0,58,"control"
"2",2023,"3858_2","3858_2_6B",1,NA,1.75,1,"3858_2_6B",122,1,"3858_2_6B",1,1,0,"control"
"2",2021,"3352_2","3352_2_19H",2,NA,1.75,1,"3352_2_19H",127.5,2,NA,0,NA,NA,"control"
"2",2023,"3168_2","3168_2_13J",2,2,3.5,2,"3168_2_14J",132.5,2,"3168_2_14J",2,1,38,"control"
"2",2021,"3172_2","3172_2_17A",1,NA,NA,NA,"3172_2_17A",117,2,NA,0,NA,NA,"control"
"2",2022,"3413_2","3413_2_2E",2,2,2.5,2,"3413_2",137,2,"3413_2",2,1,84,"control"
"2",2023,"3156_2","3156_2_11E",2,2,3.25,2,"3156_2_11E",136,4,"3156_2_11E",2,1,10,"control"
"2",2022,"3597_2","3597_2_7H",3,3,7.5,3,"3597_2",134.666666666667,3,"3597_2",3,1,304,"control"
"2",2021,"3585_2","3585_2_3C",1,NA,2.25,1,"3585_2_3C",124,1,NA,0,NA,NA,"control"
"2",2022,"3519_2","3519_2_9G",2,2,5.25,2,"3519_2",123,2,"3519_2",2,1,154,"control"
"2",2023,"3891_2","3891_2_0J",1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,"control"
"2",2021,"3584_2","3584_2_7F",2,NA,1.25,1,"3584_2_7F",131,1,NA,0,NA,NA,"control"
"2",2023,"3185_2","3185_2_19B",2,2,3.25,2,"3185_2_18C",136,2,"3185_2_18C",4,4,0,"control"
"2",2022,"3166_2","3166_2_12B",2,2,3.5,2,"3166_2",130,2,"3166_2",2,1,22,"control"
"2",2022,"3167_2","3167_2_15B",2,2,3.25,2,"3167_2",133.5,2,"3167_2",2,1,152,"control"
"3",2023,"3799_3","3799_3_2D",1,NA,3,1,"3799_3_3C",136,1,"3799_3_3C",1,0,106,"control"
"3",2022,"3797_3","3797_3_4I",2,2,5.5,2,"3797_3",133.5,2,"3797_3",2,1,248,"control"
"3",2021,"3304_3","3304_3_3B",1,NA,2.5,1,"3304_3_3B",117,1,"3304_3_3B",1,0,26,"control"
"3",2023,"3651_3","3651_3_3B",1,NA,3.5,1,"3651_3_3A",136,1,"3651_3_3A",1,0,14,"control"
"3",2022,"3304_3","3304_3_3B",2,2,4.5,2,"3304_3",140.5,2,"3304_3",2,1,106,"control"
"3",2022,"3846_3","3846_3_6D",1,NA,2,1,"3846_3",144,1,"3846_3",1,1,0,"control"
"3",2022,"3349_3","3349_3_1F",3,3,5,3,"3349_3",144,3,"3349_3",3,1,60,"control"
"3",2022,"3651_3","3651_3_3B",1,NA,3.25,1,"3651_3",154.5,2,"3651_3",1,0,62,"control"
"3",2022,"7573_3","7573_3_3A",1,NA,2.5,1,"7573_3",137,1,"7573_3",1,0,14,"control"
"3",2021,"3797_3","3797_3_4I",1,NA,1,1,"3797_3_4I",124,2,"3797_3_4I",1,1,0,"control"
"3",2022,"3799_3","3799_3_2D",1,NA,2.5,1,"3799_3",144,1,"3799_3",1,0,170,"control"
"3",2022,"3056_3","3056_3_0B",1,NA,3,1,"3056_3",130,1,"3056_3",1,0,62,"control"
"3",2023,"3919_3","3919_3_0B",1,NA,2.25,1,"3919_3_1B",129,1,"3919_3_1B",1,0,32,"control"
"3",2022,"3798_3","3798_3_6E",1,NA,2,1,"3798_3",137,1,"3798_3",1,1,0,"control"
"3",2022,"3015_3","3015_3_0F",1,NA,2.5,1,"3015_3",130,1,"3015_3",1,1,0,"control"
"3",2023,"3846_3","3846_3_6D",2,2,6.25,2,"3846_3_7E",132.5,2,"3846_3_7E",2,0,128,"control"
"3",2023,"7552_3","7552_3_15C",3,3,9.5,3,"7552_3_15D",136,3,"7552_3_15D",3,3,0,"control"
"3",2023,"3624_3","3624_3_0D",1,NA,2.25,1,"3624_3_0D",136,1,"3624_3_0D",1,0,32,"control"
"3",2023,"7548_3","7548_3_9G",3,3,11,3,"7548_3_9H",131.333333333333,3,"7548_3_9H",3,1,212,"control"
"3",2023,"3015_3","3015_3_0F",3,3,8,3,"3015_3_0F",136,3,"3015_3_0F",3,1,134,"control"
"3",2022,"3313_3","3313_3_3B",1,NA,2,1,"3313_3",144,1,"3313_3",1,0,78,"control"
"3",2022,"3624_3","3624_3_0D",1,NA,1.5,1,"3624_3",144,1,"3624_3",1,0,48,"control"
"3",2022,"3081_3","3081_3_1B",1,NA,2.25,1,"3081_3",144,1,"3081_3",1,0,58,"control"
"3",2023,"7565_3","7565_3_18E",1,NA,2,1,"7565_3_18E",136,1,"7565_3_18E",1,0,34,"control"
"3",2023,"3349_3","3349_3_1F",3,3,9.75,3,"3349_3_1F",138.333333333333,6,"3349_3_1F",3,0,290,"control"
"3",2023,"3831_3","3831_3_4B",2,2,4.5,2,"3831_3_3C",132.5,2,"3831_3_3C",2,2,0,"control"
"3",2023,"3304_3","3304_3_3B",1,NA,5,1,"3304_3_4C",129,1,"3304_3_4C",1,0,78,"control"
"3",2023,"7573_3","7573_3_3A",2,2,4.5,2,"7573_3_3B",132.5,2,"7573_3_3B",2,0,80,"control"
"3",2023,"3313_3","3313_3_3B",1,NA,1.5,1,"3313_3_4A",143,1,"3313_3_4A",1,1,0,"control"
"3",2022,"3759_3","3759_3_15B",4,4,17.75,4,"3759_3",128.25,4,"3759_3",4,1,359,"control"
"3",2021,"3759_3","3759_3_15B",1,NA,3.75,1,"3759_3_15B",117,1,"3759_3_15B",1,0,10,"control"
"3",2022,"3462_3","3462_3_2A",3,3,6.25,3,"3462_3",134.666666666667,3,"3462_3",3,1,260,"control"
"3",2023,"3056_3","3056_3_0B",1,NA,3.5,1,"3056_3_1B",122,1,"3056_3_1B",1,1,0,"control"
"3",2023,"3759_3","3759_3_15B",3,3,9,2,"3759_3_15A",129,3,"3759_3_15A",3,2,80,"control"
"3",2021,"3349_3","3349_3_1F",1,NA,3,1,"3349_3_1F",117,2,"3349_3_1F",1,0,30,"control"
"3",2023,"7539_3","7539_3_15C",1,NA,1.75,1,"7539_3_17B",136,1,"7539_3_17B",1,1,0,"control"
"3",2023,"3462_3","3462_3_2A",2,2,4.75,2,"3462_3_2A",132.5,2,"3462_3_2A",2,2,0,"control"
"3",2023,"3906_3","3906_3_1C",1,NA,2.75,1,"3906_3_1C",136,1,"3906_3_1C",1,1,0,"control"
"3",2022,"3906_3","3906_3_1C",1,NA,2,1,"3906_3",144,1,"3906_3",1,0,24,"control"
"3",2023,"3796_3","3796_3_6E",1,NA,2,1,"3796_3_6E",129,1,"3796_3_6E",1,1,0,"control"
"3",2023,"3797_3","3797_3_4I",2,2,5.25,2,"3797_3_4I",136,4,"3797_3_4I",2,1,68,"control"
"3",2023,"7670_3","7670_3_7I",1,NA,4.25,1,"7670_3_7I",122,1,"7670_3_7I",1,0,104,"control"
"3",2023,"7684_3","7684_3_14A",2,2,2.25,1,"7684_3_15A",129,2,"7684_3_15A",2,2,0,"control"
"3",2022,"3796_3","3796_3_6E",1,NA,2,1,"3796_3",137,1,"3796_3",1,1,0,"control"
"3",2023,"3081_3","3081_3_1B",1,NA,2.25,1,"3081_3_1A",136,1,"3081_3_1A",1,1,0,"control"
"4",2021,"2230_4","2230_4_10J",2,2,4,2,"2230_4_10J",124,4,"2230_4_10J",2,1,8,"irrigated"
"4",2022,"2230_4","2230_4_10J",3,3,6.75,3,"2230_4",141.666666666667,3,"2230_4",2,0,24,"irrigated"
"4",2021,"3090_4","3090_4_18P",2,2,3,2,"3090_4_18P",124,2,"3090_4_18P",2,1,54,"irrigated"
"4",2022,"3555_4","3555_4_11T",1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"4",2023,"7591_4","7591_4_9J",2,2,4.25,2,"7591_4_9J",136,2,"7591_4_9J",2,1,50,"irrigated"
"4",2023,"3730_4","3730_4_0I",1,NA,4,1,"3730_4_0J",129,1,"3730_4_0J",1,0,14,"irrigated"
"4",2022,"3007_4","3007_4_4H",1,NA,2.5,1,"3007_4",137,1,"3007_4",1,0,56,"irrigated"
"4",2022,"3563_4","3563_4_15H",1,NA,2.75,1,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"4",2021,"3064_4","3064_4_1H",1,NA,2,1,"3064_4_1H",124,1,NA,0,NA,NA,"irrigated"
"4",2022,"3364_4","3364_4_3H",3,3,5.75,3,"3364_4",134.666666666667,3,"3364_4",3,1,158,"irrigated"
"4",2021,"3555_4","3555_4_11T",1,NA,1.5,1,"3555_4_11T",131,1,"3555_4_11T",1,0,42,"irrigated"
"4",2021,"3182_4","3182_4_16H",1,NA,2,1,"3182_4_16H",124,1,NA,0,NA,NA,"irrigated"
"4",2022,"7550_4","7550_4_0H",2,2,4.75,2,"7550_4",145.75,4,"7550_4",2,1,30,"irrigated"
"4",2023,"7696_4","7696_4_0A",4,4,9.5,4,"7696_4_0A",123.75,4,"7696_4_0A",4,2,112,"irrigated"
"4",2022,"3787_4","3787_4_3G",1,NA,2.25,1,"3787_4",144,1,"3787_4",1,0,86,"irrigated"
"4",2021,"3732_4","3732_4_16M",1,NA,1.5,1,"3732_4_16M",124,1,NA,0,NA,NA,"irrigated"
"4",2022,"3735_4","3735_4_16M",3,3,6.75,3,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"4",2023,"3154_4","3154_4_1A",1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"4",2022,"3656_4","3656_4_0D",1,NA,2.5,1,"3656_4",144,1,"3656_4",1,0,90,"irrigated"
"4",2022,"7591_4","7591_4_9J",2,2,3.5,2,"7591_4",146.333333333333,3,"7591_4",2,1,40,"irrigated"
"4",2021,"3122_4",NA,NA,NA,NA,NA,"3122_4_8J",138,2,"3122_4_8J",1,0,10,"irrigated"
"4",2021,"3460_4","3460_4_3J",1,NA,2.5,1,"3460_4_3J",138,1,"3460_4_3J",1,0,74,"irrigated"
"4",2023,"1411_4","1411_4_6G",3,3,10.5,2,"1411_4_8H",124.333333333333,3,"1411_4_8H",3,1,462,"irrigated"
"4",2021,"3750_4","3750_4_12P",1,NA,2.75,1,"3750_4_12P",117,1,NA,0,NA,NA,"irrigated"
"4",2023,"3103_4","3103_4_11O",1,NA,2.5,1,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"4",2023,"7550_4","7550_4_0H",2,2,6.5,2,"7550_4_0H",129,2,"7550_4_0H",2,1,90,"irrigated"
"4",2021,"3563_4","3563_4_15H",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"4",2021,"3321_4","3321_4_16L",3,3,5.75,3,"3321_4_16L",121.666666666667,3,NA,0,NA,NA,"irrigated"
"4",2022,"1411_4","1411_4_6G",2,2,6.25,2,"1411_4",127.666666666667,3,"1411_4",1,0,42,"irrigated"
"4",2022,"3182_4","3182_4_16H",2,2,3.75,2,"3182_4",140.5,2,"3182_4",2,1,126,"irrigated"
"4",2021,"3735_4","3735_4_16M",1,NA,1.25,1,"3735_4_16M",124,1,NA,0,NA,NA,"irrigated"
"4",2022,"3750_4","3750_4_12P",1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"4",2023,"3342_4","3342_4_14N",1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"4",2022,"3634_4","3634_4_18E",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"4",2022,"3122_4","3122_4_8J",2,3,4.75,3,"3122_4",144,3,"3122_4",3,1,52,"irrigated"
"4",2023,"3182_4",NA,NA,NA,NA,NA,"3182_4_17H",122,1,NA,0,NA,NA,"irrigated"
"4",2022,"7545_4","7545_4_9J",1,NA,2.75,1,"7545_4",147.5,2,"7545_4",1,0,94,"irrigated"
"4",2023,"3596_4","3596_4_3H",2,2,4.75,2,"3596_4_2H",129,2,"3596_4_2H",2,0,128,"irrigated"
"4",2021,"3730_4","3730_4_0I",1,NA,1.75,1,"3730_4_0I",124,1,"3730_4_0I",1,0,38,"irrigated"
"4",2023,"3122_4","3122_4_8J",4,4,6.5,3,"3122_4_8J",129,6,"3122_4_8J",4,1,162,"irrigated"
"4",2022,"3730_4","3730_4_0I",1,NA,2.25,1,"3730_4",144,2,"3730_4",1,0,140,"irrigated"
"4",2023,"3656_4","3656_4_0D",1,NA,2.5,1,"3656_4_0C",143,1,"3656_4_0C",1,0,52,"irrigated"
"4",2023,"3364_4","3364_4_3H",5,5,6.5,4,"3364_4_3J",127.25,4,"3364_4_3J",5,1,198,"irrigated"
"4",2021,"3634_4","3634_4_18E",1,NA,2,1,"3634_4_18O",124,1,NA,0,NA,NA,"irrigated"
"4",2022,"3321_4","3321_4_16L",2,2,4.75,2,NA,NA,NA,NA,NA,NA,NA,"irrigated"
"4",2023,"2230_4","2230_4_10J",3,3,6.5,2,"2230_4_10J",126.666666666667,6,"2230_4_10J",3,1,22,"irrigated"
"4",2023,"3787_4","3787_4_3G",1,NA,2,1,"3787_4_3I",136,1,"3787_4_3I",1,0,14,"irrigated"
"4",2023,"3786_4","3786_4_6H",1,NA,3,1,"3786_4_8H",136,1,"3786_4_8H",1,0,16,"irrigated"
"5",2023,"3135_5","3135_5_18D",2,2,5.5,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3074_5","3074_5_11C",3,3,4.5,3,"3074_5",141.666666666667,3,"3074_5",3,3,0,"drought"
"5",2023,"3193_5","3193_5_3B",1,NA,NA,NA,"3193_5_3B",129,1,"3193_5_3B",1,1,0,"drought"
"5",2021,"3488_5","3488_5_13J",3,2,5.25,2,"3488_5_13I",113.5,2,"3488_5_13J",1,0,34,"drought"
"5",2023,"3941_5","3941_5_7B",8,8,18,8,"3941_5_8C",129,6,"3941_5_8C",8,5,104,"drought"
"5",2023,"3470_5","3470_5_13I",2,2,0.75,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"7555_5","7555_5_18B",1,NA,2,1,"7555_5",130,1,"7555_5",1,0,10,"drought"
"5",2023,"3663_5","3663_5_19I",3,3,10,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3022_5","3022_5_14J",2,2,3.75,2,"3022_5",126.5,2,"3022_5",2,1,104,"drought"
"5",2023,"3152_5","3152_5_1G",3,3,3,1,"3152_5_0H",115,2,"3152_5_0H",2,1,14,"drought"
"5",2021,"3833_5","3833_5_16B",1,NA,2,1,"3833_5_16B",117,1,"3833_5_16B",1,0,17,"drought"
"5",2022,"3148_5","3148_5_2C",1,NA,2,1,"3148_5",137,1,"3148_5",1,0,52,"drought"
"5",2022,"3697_5","3697_5_16G",2,2,1.75,1,"3697_5",109,1,"3697_5",2,2,0,"drought"
"5",2023,"3566_5","3566_5_13H",1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2021,"3649_5","3649_5_11A",1,NA,0.5,1,"3649_5_11A",124,1,NA,0,NA,NA,"drought"
"5",2023,"3888_5","3888_5_17I",3,3,6.5,2,"3888_5_18J",115,1,NA,0,NA,NA,"drought"
"5",2023,"3178_5","3178_5_18E",3,3,4.75,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3833_5","3833_5_16B",2,2,3.5,2,"3833_5",140.5,2,"3833_5",2,0,80,"drought"
"5",2023,"7580_5","7580_5_3J",2,2,0.75,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"5022_5","5022_5_8F",1,NA,2,1,"5022_5_9F",122,1,"5022_5_9F",1,1,0,"drought"
"5",2023,"3148_5","3148_5_2C",2,2,2,1,"3148_5_3D",122,1,"3148_5_3D",2,2,0,"drought"
"5",2023,"3073_5","3073_5_17G",2,2,5,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2021,"3810_5","3810_5_8B",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3788_5","3788_5_0F",1,NA,2,1,"3788_5",144,1,"3788_5",1,0,128,"drought"
"5",2022,"3488_5","3488_5_13J",5,5,10.25,5,"3488_5",131.4,5,"3488_5",5,0,298,"drought"
"5",2023,"3196_5","3196_5_4D",2,2,3.5,2,"3196_5_5C",132.5,4,"3196_5_5C",4,2,60,"drought"
"5",2022,"3197_5","3197_5_3A",4,4,9.5,4,"3197_5",133.5,4,"3197_5",4,0,318,"drought"
"5",2023,"5036_5","5036_5_11H",2,2,5.5,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3649_5","3649_5_11A",1,NA,1.75,1,"3649_5",130,1,"3649_5",1,1,0,"drought"
"5",2022,"3196_5","3196_5_4D",2,2,3.5,2,"3196_5",137,2,"3196_5",2,0,104,"drought"
"5",2023,"3484_5","3484_5_5H",1,NA,4,1,"3484_5_5I",122,1,"3484_5_5I",1,1,0,"drought"
"5",2023,"3197_5","3197_5_3A",4,4,9,4,"3197_5_3A",132.5,8,"3197_5_3A",4,2,102,"drought"
"5",2022,"5036_5","5036_5_11H",2,2,3.25,2,"5036_5",130,2,"5036_5",2,0,40,"drought"
"5",2021,"3896_5","3896_5_10F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3108_5","3108_5_1I",1,NA,1.75,1,"3108_5",144,1,"3108_5",1,0,26,"drought"
"5",2022,"3109_5","3109_5_12F",2,2,2.25,2,"3109_5",133.5,2,"3109_5",2,1,50,"drought"
"5",2023,"3560_5","3560_5_3B",5,5,1.25,1,"3560_5_3B",129,8,"3560_5_3B",5,4,6,"drought"
"5",2022,"3178_5","3178_5_18E",2,2,4,2,"3178_5",133.5,2,"3178_5",2,0,56,"drought"
"5",2023,"3468_5","3468_5_1J",2,2,3.25,2,"3468_5_0I",132.5,2,"3468_5_0I",2,1,8,"drought"
"5",2022,"3877_5","3877_5_3J",1,NA,1.5,1,"3877_5",144,1,"3877_5",1,0,36,"drought"
"5",2022,"3869_5","3869_5_18E",1,NA,2,1,"3869_5",130,1,"3869_5",1,0,22,"drought"
"5",2022,"3546_5","3546_5_9F",2,2,2.5,2,"3546_5",130,2,"3546_5",2,1,66,"drought"
"5",2021,"3197_5","3197_5_3A",2,2,3.75,2,"3197_5_3A",120.5,4,"3197_5_3A",2,0,98,"drought"
"5",2021,"3644_5","3644_5_8H",2,2,1.5,2,"3644_5_8H",117,1,NA,0,NA,NA,"drought"
"5",2023,"3153_5","3153_5_14D",2,2,4.5,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"7526_5","7526_5_19E",1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3067_5","3067_5_16F",3,3,7.5,3,"3067_5",120.666666666667,3,"3067_5",3,1,120,"drought"
"5",2023,"3010_5","3010_5_14G",3,3,5.5,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"3466_5","3466_5_4B",1,NA,1,1,"3466_5_4B",129,1,"3466_5_4B",1,1,0,"drought"
"5",2023,"3713_5","3713_5_19F",1,NA,1.5,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"7524_5","7524_5_6H",1,NA,NA,NA,"7524_5_6H",129,1,"7524_5_6H",1,1,0,"drought"
"5",2023,"3199_5","3199_5_4B",4,4,4.5,3,"3199_5_4A",129,3,"3199_5_4A",4,2,114,"drought"
"5",2023,"3074_5","3074_5_11C",3,3,5,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3200_5","3200_5_4F",3,3,6.25,3,"3200_5",130,3,"3200_5",3,1,126,"drought"
"5",2023,"3810_5","3810_5_8B",4,4,7.5,4,"3810_5_9C",132.5,4,"3810_5_9C",4,2,16,"drought"
"5",2022,"3125_5","3125_5_3I",1,NA,2,1,"3125_5",130,1,"3125_5",2,2,0,"drought"
"5",2022,"5021_5","5021_5_5F",3,3,5,3,"5021_5",118.333333333333,3,"5021_5",3,2,18,"drought"
"5",2023,"5017_5","5017_5_6H",1,NA,2.25,1,"5017_5_6H",122,1,"5017_5_6H",1,1,0,"drought"
"5",2022,"3198_5","3198_5_9B",2,2,2.75,2,"3198_5",137,2,"3198_5",2,1,6,"drought"
"5",2022,"5026_5","5026_5_3D",2,2,3.5,2,"5026_5",126.5,2,"5026_5",2,1,100,"drought"
"5",2023,"3877_5","3877_5_3J",1,NA,1.75,1,"3877_5_3J",129,1,"3877_5_3J",1,1,0,"drought"
"5",2023,"5027_5","5027_5_1H",1,NA,2,1,"5027_5_1H",136,1,"5027_5_1H",1,1,0,"drought"
"5",2022,"5022_5","5022_5_8F",1,NA,1.5,1,"5022_5",130,1,"5022_5",1,1,0,"drought"
"5",2022,"5044_5","5044_5_13B",2,2,2.5,1,"5044_5",123,2,"5044_5",2,2,0,"drought"
"5",2022,"3516_5","3516_5_12C",2,2,3.75,2,"3516_5",133.5,2,"3516_5",2,1,66,"drought"
"5",2022,"3810_5","3810_5_8B",4,4,5.25,3,"3810_5",132.333333333333,3,"3810_5",3,1,98,"drought"
"5",2022,"3127_5","3127_5_16B",2,2,4,2,"3127_5",137,2,"3127_5",2,0,150,"drought"
"5",2021,"3067_5","3067_5_16F",1,NA,2.5,1,"3067_5_16F",117,1,"3067_5_16F",1,0,27,"drought"
"5",2023,"3161_5","3161_5_2F",2,2,2,1,"3161_5_2G",125.5,2,"3161_5_2G",2,1,22,"drought"
"5",2022,"3644_5","3644_5_8H",1,NA,2.5,1,"3644_5",130,1,"3644_5",1,0,54,"drought"
"5",2023,"5045_5","5045_5_12B",3,3,4.75,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2021,"3476_5","3476_5_12E",1,NA,1.5,1,"3476_5_12E",117,1,NA,0,NA,NA,"drought"
"5",2022,"3161_5","3161_5_2F",3,4,4.75,3,"3161_5",134.666666666667,3,"3161_5",3,1,170,"drought"
"5",2022,"3479_5","3479_5_3G",2,2,3.5,2,"3479_5",130,2,"3479_5",2,1,94,"drought"
"5",2023,"3807_5","3807_5_11H",2,2,3.75,1,"3807_5_10I",115,1,NA,0,NA,NA,"drought"
"5",2022,"3199_5","3199_5_4B",2,2,3.75,2,"3199_5",137,2,"3199_5",2,0,70,"drought"
"5",2023,"3811_5","3811_5_16J",1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2021,"3615_5","3615_5_11J",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3093_5","3093_5_14A",1,NA,2,1,"3093_5",137,1,"3093_5",1,0,94,"drought"
"5",2022,"3685_5","3685_5_18B",3,3,7.25,3,"3685_5",130,3,"3685_5",3,1,142,"drought"
"5",2021,"3546_5","3546_5_9F",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"5044_5","5044_5_13B",5,5,14,5,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"7597_5","7597_5_7F",1,NA,2.25,1,"7597_5_6G",122,1,"7597_5_6G",1,1,0,"drought"
"5",2022,"3896_5","3896_5_10F",2,2,3.25,2,"3896_5",119.5,2,"3896_5",2,1,44,"drought"
"5",2022,"3476_5","3476_5_12E",2,2,5,2,"3476_5",123,2,"3476_5",2,1,72,"drought"
"5",2022,"7546_5","7546_5_14G",2,2,2.5,2,"7546_5",130,1,"7546_5",2,1,8,"drought"
"5",2023,"3649_5","3649_5_11A",3,3,5.75,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3615_5","3615_5_11J",2,2,3.5,2,"3615_5",140.5,2,"3615_5",2,0,64,"drought"
"5",2023,"3108_5","3108_5_1I",2,2,3.5,2,"3108_5_1I",136,2,"3108_5_1I",2,0,50,"drought"
"5",2023,"5026_5","5026_5_3D",2,2,0,0,"5026_5_3D",122,1,"5026_5_3D",2,2,0,"drought"
"5",2023,"7555_5","7555_5_18B",2,2,5.75,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"3195_5","3195_5_1A",2,2,1.75,1,"3195_5_1A",136,1,"3195_5_1A",3,3,0,"drought"
"5",2023,"3685_5","3685_5_18B",4,4,9,4,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"7570_5","7570_5_1H",1,NA,NA,NA,"7570_5_1H",122,1,"7570_5_1H",1,1,0,"drought"
"5",2023,"3067_5","3067_5_16F",3,3,8.5,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2021,"3127_5","3127_5_16B",1,NA,1.25,1,"3127_5_16B",110,1,NA,0,NA,NA,"drought"
"5",2023,"7546_5","7546_5_14G",1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2022,"3820_5","3820_5_3C",1,NA,2,1,"3820_5",137,1,"3820_5",1,0,11,"drought"
"5",2022,"3193_5","3193_5_3B",1,NA,1.25,1,"3193_5",144,1,"3193_5",1,0,38,"drought"
"5",2023,"3127_5","3127_5_16B",3,3,7.5,3,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2023,"3191_5","3191_5_6E",1,NA,2,1,"3191_5_6E",136,1,"3191_5_6E",1,0,26,"drought"
"5",2023,"3710_5","3710_5_14H",2,2,4.5,2,NA,NA,NA,NA,NA,NA,NA,"drought"
"5",2021,"3135_5","3135_5_18D",1,NA,1.5,1,"3135_5_18D",110,1,NA,0,NA,NA,"drought"
